name,lat,lon,region,country,conflict_date,population,location_type
1171699854,50.4950617,4.2079083,xyz,xyz,0,0,town
1171699898,50.4996725,4.2042357,xyz,xyz,0,0,town
1171738724,50.502433,4.2116359,xyz,xyz,0,0,town
1171738755,50.5080887,4.2105186,xyz,xyz,0,0,town
1171739022,50.5099659,4.2154498,xyz,xyz,0,0,town
1171739177,50.5032229,4.2118091,xyz,xyz,0,0,town
1171739219,50.5104443,4.2153131,xyz,xyz,0,0,town
1171859198,50.4983985,4.2278766,xyz,xyz,0,0,town
1171859792,50.5007922,4.232764,xyz,xyz,0,0,town
1171859928,50.4970252,4.2270456,xyz,xyz,0,0,town
1206310333,50.4890321,3.9780612,xyz,xyz,0,0,town
1206310471,50.4920997,3.9914377,xyz,xyz,0,0,town
1207259832,50.6765411,3.8000058,xyz,xyz,0,0,town
1207259850,50.6782648,3.8005399,xyz,xyz,0,0,town
1224216279,50.6706555,3.8697343,xyz,xyz,0,0,town
1234917900,50.4830786,3.9492186,xyz,xyz,0,0,town
1235474489,50.4654352,3.9314959,xyz,xyz,0,0,town
1259516942,50.515397,4.4087737,xyz,xyz,0,0,town
1270550775,50.5092646,4.173942,xyz,xyz,0,0,town
1312901625,50.8196583,4.2715743,xyz,xyz,0,0,town
1312901629,50.819665,4.2721942,xyz,xyz,0,0,town
1323761542,50.7099979,4.1840398,xyz,xyz,0,0,town
1366957425,50.4832964,3.9542733,xyz,xyz,0,0,town
1366957498,50.4837867,3.9556121,xyz,xyz,0,0,town
1366957518,50.4826916,3.9533704,xyz,xyz,0,0,town
1366957524,50.4830784,3.9541359,xyz,xyz,0,0,town
1381890268,50.8452912,4.2792666,xyz,xyz,0,0,town
1400285962,50.8150613,4.2900713,xyz,xyz,0,0,town
1400286034,50.8178801,4.2859526,xyz,xyz,0,0,town
1404920462,50.6846575,4.4022717,xyz,xyz,0,0,town
1416274232,50.6848226,4.3015422,xyz,xyz,0,0,town
1416274234,50.6852265,4.3016187,xyz,xyz,0,0,town
1458232571,50.4896291,4.2691135,xyz,xyz,0,0,town
1467604508,50.5033569,4.181274,xyz,xyz,0,0,town
1467604519,50.5020834,4.1801177,xyz,xyz,0,0,town
1467604523,50.5015531,4.1790056,xyz,xyz,0,0,town
1467604524,50.5032865,4.1803479,xyz,xyz,0,0,town
1477974045,50.4974737,4.1342333,xyz,xyz,0,0,town
1489144098,50.5019311,4.1794122,xyz,xyz,0,0,town
1589630967,50.8135214,4.2900944,xyz,xyz,0,0,town
1589630975,50.8139318,4.2893634,xyz,xyz,0,0,town
1589630987,50.8159247,4.2878424,xyz,xyz,0,0,town
1589631003,50.8178773,4.2851607,xyz,xyz,0,0,town
1589631019,50.8202894,4.2825393,xyz,xyz,0,0,town
1589634416,50.8480617,4.27774,xyz,xyz,0,0,town
1589653383,50.6629298,4.310621,xyz,xyz,0,0,town
1589678386,50.7061236,4.4134702,xyz,xyz,0,0,town
1589678397,50.7068201,4.4118798,xyz,xyz,0,0,town
1593180112,50.6846168,4.004319,xyz,xyz,0,0,town
1593180130,50.684845,4.0052615,xyz,xyz,0,0,town
1593180168,50.6852992,4.0083929,xyz,xyz,0,0,town
1593180176,50.6855068,4.007843,xyz,xyz,0,0,town
1594701666,50.489086,4.0921831,xyz,xyz,0,0,town
1598276164,50.498623,4.2107252,xyz,xyz,0,0,town
1598276264,50.4872073,4.0876693,xyz,xyz,0,0,town
1598276336,50.4980146,4.2157499,xyz,xyz,0,0,town
1598276369,50.4986945,4.2389407,xyz,xyz,0,0,town
1598276370,50.4982616,4.2096416,xyz,xyz,0,0,town
1598276400,50.4982148,4.2094157,xyz,xyz,0,0,town
1598276410,50.4994541,4.2100187,xyz,xyz,0,0,town
1598276417,50.4995285,4.210251,xyz,xyz,0,0,town
1598276424,50.4996184,4.2032251,xyz,xyz,0,0,town
1598276501,50.5208715,4.1939135,xyz,xyz,0,0,town
1598276522,50.52155,4.1950837,xyz,xyz,0,0,town
1600556059,50.6855645,4.0080416,xyz,xyz,0,0,town
1600580127,50.6813913,4.1370998,xyz,xyz,0,0,town
1612119265,50.5417158,4.2354305,xyz,xyz,0,0,town
1620821550,50.8452337,4.2796951,xyz,xyz,0,0,town
1620821552,50.8452576,4.2799848,xyz,xyz,0,0,town
1620821577,50.8454231,4.281848,xyz,xyz,0,0,town
1704999062,50.4826514,4.038069,xyz,xyz,0,0,town
1709128307,50.4841616,4.0356689,xyz,xyz,0,0,town
1715175353,50.4969098,4.126899,xyz,xyz,0,0,town
1730772886,50.5405147,4.2360613,xyz,xyz,0,0,town
1752632866,50.4971551,4.1278301,xyz,xyz,0,0,town
1754246472,50.4955589,4.1312405,xyz,xyz,0,0,town
1773454347,50.4953787,4.124446,xyz,xyz,0,0,town
1773454348,50.4953435,4.1230403,xyz,xyz,0,0,town
1779703405,50.4905206,3.9841905,xyz,xyz,0,0,town
1779712081,50.4907045,3.9816089,xyz,xyz,0,0,town
1804223648,50.5036019,4.1811488,xyz,xyz,0,0,town
1804230366,50.5017925,4.1788693,xyz,xyz,0,0,town
1804230408,50.5017841,4.1792498,xyz,xyz,0,0,town
1804250469,50.5030906,4.1769194,xyz,xyz,0,0,town
1913060394,50.690777,4.4134108,xyz,xyz,0,0,town
1937195560,50.5854907,4.3042884,xyz,xyz,0,0,town
2051860761,50.4903611,4.2036242,xyz,xyz,0,0,town
2051860762,50.4890182,4.2018988,xyz,xyz,0,0,town
2051860777,50.4902845,4.2028625,xyz,xyz,0,0,town
2133947755,50.4897684,4.0995466,xyz,xyz,0,0,town
2343485805,50.4625653,3.9342167,xyz,xyz,0,0,town
2420590623,50.4824786,4.3468825,xyz,xyz,0,0,town
2429904209,50.4747719,4.4183063,xyz,xyz,0,0,town
2452110784,50.4765313,4.0426053,xyz,xyz,0,0,town
2452110786,50.4765717,4.0427618,xyz,xyz,0,0,town
2452110790,50.475314,4.0434941,xyz,xyz,0,0,town
2452114465,50.4758474,4.0429887,xyz,xyz,0,0,town
2452114467,50.4750057,4.0435031,xyz,xyz,0,0,town
2452114488,50.4741831,4.0440151,xyz,xyz,0,0,town
2452114491,50.4745645,4.0439552,xyz,xyz,0,0,town
2452114499,50.4741826,4.0436444,xyz,xyz,0,0,town
2515558152,50.4824154,4.3476761,xyz,xyz,0,0,town
2523085792,50.7930313,4.3034901,xyz,xyz,0,0,town
2523085793,50.7926377,4.3031709,xyz,xyz,0,0,town
2523256853,50.7925782,4.3038467,xyz,xyz,0,0,town
2627009776,50.8147849,4.2898534,xyz,xyz,0,0,town
2627009778,50.8149872,4.2898077,xyz,xyz,0,0,town
2830909044,50.4748676,4.0440868,xyz,xyz,0,0,town
2991264692,50.4870041,4.0880652,xyz,xyz,0,0,town
3121219518,50.4896397,4.0992681,xyz,xyz,0,0,town
3227099342,50.8453792,4.2813958,xyz,xyz,0,0,town
3229127583,50.8393811,4.2831999,xyz,xyz,0,0,town
3230429105,50.8129674,4.2894193,xyz,xyz,0,0,town
3230429132,50.8152641,4.28828,xyz,xyz,0,0,town
3230429133,50.8154984,4.2879826,xyz,xyz,0,0,town
3296302324,50.4836168,3.954394,xyz,xyz,0,0,town
3549541316,50.4954597,4.1302319,xyz,xyz,0,0,town
3566663416,50.4963744,4.1320522,xyz,xyz,0,0,town
3569901024,50.4900539,4.1002794,xyz,xyz,0,0,town
3613321080,50.502261,4.1797525,xyz,xyz,0,0,town
3732592154,50.7925541,4.3035806,xyz,xyz,0,0,town
3908993218,50.678003,4.047416,xyz,xyz,0,0,town
4214372998,50.4950334,4.208092,xyz,xyz,0,0,town
4365150542,50.489851,4.202241,xyz,xyz,0,0,town
4450747249,50.4982338,4.2154848,xyz,xyz,0,0,town
4469937964,50.6832981,4.4029292,xyz,xyz,0,0,town
4479555996,50.4963487,4.2276232,xyz,xyz,0,0,town
4479556026,50.496681,4.227757,xyz,xyz,0,0,town
4479556027,50.4967623,4.227788,xyz,xyz,0,0,town
4479556030,50.4972335,4.2280488,xyz,xyz,0,0,town
4489282554,50.5102537,4.215834,xyz,xyz,0,0,town
4762348388,50.5149696,4.4090092,xyz,xyz,0,0,town
4762361281,50.5153356,4.4094827,xyz,xyz,0,0,town
5168717135,50.7413307,4.2751473,xyz,xyz,0,0,town
5324384668,50.6604826,4.3182705,xyz,xyz,0,0,town
5731755734,50.687033,4.4094219,xyz,xyz,0,0,town
5759811833,50.5613252,4.3234614,xyz,xyz,0,0,town
5759811834,50.5632681,4.3237932,xyz,xyz,0,0,town
5820636906,50.5100166,4.215616,xyz,xyz,0,0,town
5820677516,50.5095293,4.2127622,xyz,xyz,0,0,town
5820677519,50.5089881,4.212784,xyz,xyz,0,0,town
5820682014,50.5077881,4.2107461,xyz,xyz,0,0,town
5820682020,50.5079068,4.2110699,xyz,xyz,0,0,town
6147137678,50.5087437,4.1726058,xyz,xyz,0,0,town
6147138195,50.5096314,4.1749415,xyz,xyz,0,0,town
6147138256,50.5254857,4.2014079,xyz,xyz,0,0,town
6159715349,50.4919923,3.9865364,xyz,xyz,0,0,town
6160987756,50.4840457,3.9612766,xyz,xyz,0,0,town
6160987757,50.4842054,3.9612154,xyz,xyz,0,0,town
6161352697,50.4634116,3.9295576,xyz,xyz,0,0,town
6176145826,50.7437025,4.276919,xyz,xyz,0,0,town
6178521352,50.6815451,4.1371643,xyz,xyz,0,0,town
6178521355,50.6818828,4.1364232,xyz,xyz,0,0,town
6515335764,50.685465,4.4090637,xyz,xyz,0,0,town
6520681871,50.4901409,4.0983712,xyz,xyz,0,0,town
6658508004,50.8262646,4.2790756,xyz,xyz,0,0,town
6907028407,50.7206528,4.4138488,xyz,xyz,0,0,town
7893893861,50.4914812,3.9876635,xyz,xyz,0,0,town
7900010179,50.4877338,4.0923718,xyz,xyz,0,0,town
8297990081,50.4744237,4.0440427,xyz,xyz,0,0,town
8621992674,50.8592462,4.4306475,xyz,xyz,0,0,town
8701480004,50.6859917,3.9265975,xyz,xyz,0,0,town
9689321573,50.679244,4.048817,xyz,xyz,0,0,town
9689321576,50.6791835,4.0483531,xyz,xyz,0,0,town
9689321604,50.6793198,4.0431474,xyz,xyz,0,0,town
10182589023,50.513151,4.1798061,xyz,xyz,0,0,town
10182589024,50.5126632,4.1801717,xyz,xyz,0,0,town
47686396,52.966889,5.1043105,xyz,xyz,0,0,town
47687991,52.9681265,5.1061668,xyz,xyz,0,0,town
290031541,52.9717266,5.1138277,xyz,xyz,0,0,town
1551857762,53.0182839,5.2028686,xyz,xyz,0,0,town
6030855349,52.9706205,5.1118731,xyz,xyz,0,0,town
46877237,52.5311944,4.9471812,xyz,xyz,0,0,town
46889180,52.5369845,4.9507027,xyz,xyz,0,0,town
46894320,52.5397014,4.720501,xyz,xyz,0,0,town
46895515,52.5408583,4.7171873,xyz,xyz,0,0,town
46895650,52.5409451,4.7172226,xyz,xyz,0,0,town
46897490,52.5417781,4.7202858,xyz,xyz,0,0,town
46902194,52.5444288,4.9555475,xyz,xyz,0,0,town
46902296,52.5459978,4.7200059,xyz,xyz,0,0,town
46903003,52.5457015,4.956641,xyz,xyz,0,0,town
46904800,52.5468981,4.723232,xyz,xyz,0,0,town
46904878,52.5469783,4.7232477,xyz,xyz,0,0,town
46907130,52.5480802,4.7197825,xyz,xyz,0,0,conflict
46907813,52.5484888,4.958195,xyz,xyz,0,0,town
46909470,52.5499247,4.9588835,xyz,xyz,0,0,town
46959066,52.5763663,4.9751663,xyz,xyz,0,0,conflict
46961338,52.5780587,4.9760422,xyz,xyz,0,0,town
46966252,52.5815837,4.9785886,xyz,xyz,0,0,town
46968586,52.5828161,4.9798197,xyz,xyz,0,0,town
46994722,52.6052483,4.7325136,xyz,xyz,0,0,town
47004441,52.6055799,4.7324661,xyz,xyz,0,0,town
47039801,52.6281367,5.0060675,xyz,xyz,0,0,town
47039819,52.6282265,5.0044926,xyz,xyz,0,0,town
47039890,52.6282619,5.0046906,xyz,xyz,0,0,town
47042332,52.6291577,5.0059234,xyz,xyz,0,0,town
47051205,52.635017,5.0084995,xyz,xyz,0,0,town
47065990,52.6408113,5.0231941,xyz,xyz,0,0,town
47076329,52.6444139,5.0311797,xyz,xyz,0,0,town
47084744,52.6478275,5.0367063,xyz,xyz,0,0,town
47084799,52.647881,5.036947,xyz,xyz,0,0,town
47085303,52.6478266,5.037502,xyz,xyz,0,0,town
47085404,52.647996,5.0366372,xyz,xyz,0,0,town
47085845,52.6481251,5.0366846,xyz,xyz,0,0,town
47086565,52.6484869,5.037372,xyz,xyz,0,0,town
47088086,52.6489668,5.0343662,xyz,xyz,0,0,town
47088872,52.6493395,5.0336354,xyz,xyz,0,0,town
47088943,52.6493856,5.0334994,xyz,xyz,0,0,town
47088964,52.6491781,5.0359372,xyz,xyz,0,0,town
47089597,52.6497606,5.0340621,xyz,xyz,0,0,town
47095576,52.6525919,5.0378144,xyz,xyz,0,0,town
47098506,52.6533036,5.0377562,xyz,xyz,0,0,town
47137601,52.6671876,5.0342572,xyz,xyz,0,0,town
47139386,52.6657233,5.0346437,xyz,xyz,0,0,town
47205232,52.689239,5.0301682,xyz,xyz,0,0,town
47205912,52.6894797,5.0303495,xyz,xyz,0,0,town
47212631,52.6930814,5.0302408,xyz,xyz,0,0,town
47214781,52.6935113,5.030039,xyz,xyz,0,0,town
47215324,52.6938438,5.0285382,xyz,xyz,0,0,town
47215458,52.693857,5.0315026,xyz,xyz,0,0,town
47258009,52.709588,5.0281054,xyz,xyz,0,0,town
47259963,52.7111941,5.0281118,xyz,xyz,0,0,town
47265996,52.7137092,5.0269467,xyz,xyz,0,0,town
47267403,52.7152191,5.0261647,xyz,xyz,0,0,town
47274579,52.7181894,5.0253651,xyz,xyz,0,0,town
47323799,52.7355975,5.0283816,xyz,xyz,0,0,town
47326014,52.7369788,5.0287479,xyz,xyz,0,0,town
47332025,52.7397483,5.0297727,xyz,xyz,0,0,town
47334959,52.7410274,5.0307335,xyz,xyz,0,0,town
47347136,52.7470626,5.0332845,xyz,xyz,0,0,town
47348452,52.7471938,5.0335198,xyz,xyz,0,0,town
47354692,52.7517703,5.0338485,xyz,xyz,0,0,town
47354988,52.7517559,5.0336439,xyz,xyz,0,0,town
47355864,52.7515534,5.0313593,xyz,xyz,0,0,town
47355872,52.751572,5.0315249,xyz,xyz,0,0,town
47356331,52.7517706,5.0353539,xyz,xyz,0,0,town
47356342,52.7517789,5.0355135,xyz,xyz,0,0,town
47456025,52.8053747,5.0096322,xyz,xyz,0,0,town
47456201,52.8049677,5.0079505,xyz,xyz,0,0,town
47456211,52.8049798,5.0081419,xyz,xyz,0,0,town
47463084,52.8094607,5.0100311,xyz,xyz,0,0,town
47497415,52.8376404,5.0207586,xyz,xyz,0,0,town
47499115,52.8395807,5.0202693,xyz,xyz,0,0,town
47502012,52.8421648,5.0187894,xyz,xyz,0,0,town
47502374,52.8425402,5.02216,xyz,xyz,0,0,town
47502397,52.8425536,5.0220167,xyz,xyz,0,0,town
47503143,52.8430615,5.0183119,xyz,xyz,0,0,town
47504846,52.845087,5.0196203,xyz,xyz,0,0,town
47509907,52.8478742,5.0193079,xyz,xyz,0,0,town
47525413,52.8540395,5.0203912,xyz,xyz,0,0,town
47525438,52.8542629,5.0202286,xyz,xyz,0,0,town
47527579,52.8556299,5.0209711,xyz,xyz,0,0,town
47529672,52.8567143,5.0200387,xyz,xyz,0,0,town
47535153,52.8608055,5.0213768,xyz,xyz,0,0,town
47535659,52.8601347,5.0208424,xyz,xyz,0,0,town
47538966,52.8617461,5.0213157,xyz,xyz,0,0,town
47554531,52.8721036,5.0223696,xyz,xyz,0,0,town
47556641,52.8736112,5.0230435,xyz,xyz,0,0,town
47602333,52.9064934,5.0306233,xyz,xyz,0,0,town
47602781,52.9069445,5.0304784,xyz,xyz,0,0,conflict
47604062,52.9080862,5.0313447,xyz,xyz,0,0,town
47623807,52.9240063,5.0351661,xyz,xyz,0,0,town
47623918,52.9243311,5.0353457,xyz,xyz,0,0,town
47628007,52.9287529,5.0368771,xyz,xyz,0,0,town
47628753,52.9291731,5.0340517,xyz,xyz,0,0,town
47629036,52.9295991,5.0336758,xyz,xyz,0,0,town
47632661,52.9326176,5.0381661,xyz,xyz,0,0,town
94114109,52.6104645,4.7398817,xyz,xyz,0,0,town
94123271,52.6103221,4.7399714,xyz,xyz,0,0,town
585148795,52.7202682,5.0235151,xyz,xyz,0,0,town
585148804,52.7201861,5.023581,xyz,xyz,0,0,town
585148874,52.7200113,5.0271178,xyz,xyz,0,0,town
585148881,52.7200983,5.0270906,xyz,xyz,0,0,town
966254065,52.6938527,5.0313393,xyz,xyz,0,0,town
966254112,52.6938408,5.028661,xyz,xyz,0,0,town
966264407,52.8095118,5.0098503,xyz,xyz,0,0,town
966313485,52.9323898,5.0387348,xyz,xyz,0,0,town
1384236887,52.6384132,5.0164855,xyz,xyz,0,0,town
1384236891,52.6393301,5.0193964,xyz,xyz,0,0,town
3791498362,52.6128513,4.7393738,xyz,xyz,0,0,town
3859737772,52.6249258,5.0075767,xyz,xyz,0,0,town
3859737796,52.6248242,5.0075644,xyz,xyz,0,0,town
4677987847,52.8051778,5.0109052,xyz,xyz,0,0,town
4698270953,52.9076462,5.0307854,xyz,xyz,0,0,town
4998725321,52.7185682,5.0255255,xyz,xyz,0,0,town
4998725322,52.722773,5.0250726,xyz,xyz,0,0,town
4998725323,52.7213659,5.0252757,xyz,xyz,0,0,town
4998725425,52.6373318,5.0124263,xyz,xyz,0,0,town
4998725429,52.6219413,5.00482,xyz,xyz,0,0,town
5176074932,52.6704851,5.0368516,xyz,xyz,0,0,town
5713532706,52.6724231,5.0321689,xyz,xyz,0,0,town
5713532714,52.6696897,5.0330583,xyz,xyz,0,0,town
5943505248,52.8051938,5.0111621,xyz,xyz,0,0,town
5954303372,52.6703533,5.0369253,xyz,xyz,0,0,conflict
6384324518,52.9286822,5.0368313,xyz,xyz,0,0,town
7033280369,52.6138178,4.7398083,xyz,xyz,0,0,conflict
7446825624,52.859158,5.0214285,xyz,xyz,0,0,town
8125703708,52.8053781,5.0094363,xyz,xyz,0,0,town
9289801773,52.6480271,5.0368085,xyz,xyz,0,0,town
45285277,52.1103461,5.1498885,xyz,xyz,0,0,town
45298460,52.1132742,5.1485258,xyz,xyz,0,0,town
45311804,52.1154715,5.1470993,xyz,xyz,0,0,town
45316009,52.1170205,5.0332077,xyz,xyz,0,0,town
45321777,52.1184693,5.1462771,xyz,xyz,0,0,town
45324434,52.1183718,5.1366521,xyz,xyz,0,0,town
45325841,52.118647,5.1369387,xyz,xyz,0,0,town
45326808,52.1198844,5.0280254,xyz,xyz,0,0,town
45329272,52.1197297,5.1411701,xyz,xyz,0,0,town
45329526,52.1196007,5.1400084,xyz,xyz,0,0,town
45332852,52.123576,5.0222231,xyz,xyz,0,0,town
45354513,52.1242772,5.1470361,xyz,xyz,0,0,town
45367231,52.1269364,5.1487491,xyz,xyz,0,0,town
45373706,52.1293646,5.1498584,xyz,xyz,0,0,town
45378344,52.1303386,5.1502517,xyz,xyz,0,0,town
45387075,52.1327305,5.1524832,xyz,xyz,0,0,town
45394806,52.1349556,5.1535248,xyz,xyz,0,0,town
45411803,52.1388694,5.1562699,xyz,xyz,0,0,town
45415789,52.1373337,5.1556364,xyz,xyz,0,0,town
45426947,52.1405014,4.5060961,xyz,xyz,0,0,town
45427755,52.1406002,4.5059615,xyz,xyz,0,0,town
45436120,52.1423145,5.1577131,xyz,xyz,0,0,town
45439831,52.1429565,5.0025478,xyz,xyz,0,0,town
45447158,52.144877,5.0004832,xyz,xyz,0,0,town
45451318,52.146491,5.1612483,xyz,xyz,0,0,town
45537718,52.1660904,4.5615095,xyz,xyz,0,0,town
45563307,52.1721429,4.9874417,xyz,xyz,0,0,town
45605020,52.1852714,4.9870729,xyz,xyz,0,0,town
45644208,52.1954869,4.6107404,xyz,xyz,0,0,conflict
45679068,52.20195,4.4795481,xyz,xyz,0,0,town
45679948,52.2023542,4.4808954,xyz,xyz,0,0,town
45682180,52.202466,4.4804113,xyz,xyz,0,0,town
45687811,52.2038574,4.4837708,xyz,xyz,0,0,town
45688376,52.1995608,4.6136356,xyz,xyz,0,0,town
45690875,52.2037282,4.6184111,xyz,xyz,0,0,town
45690951,52.2039217,4.6179905,xyz,xyz,0,0,town
45691481,52.2047453,4.4870525,xyz,xyz,0,0,town
45691869,52.2050997,4.4877244,xyz,xyz,0,0,town
45696322,52.2064578,4.4914813,xyz,xyz,0,0,town
45701288,52.2067904,4.4920832,xyz,xyz,0,0,town
45718571,52.210756,4.5025407,xyz,xyz,0,0,town
45721388,52.2112365,4.5035017,xyz,xyz,0,0,town
45729559,52.2130374,4.5051778,xyz,xyz,0,0,town
45730120,52.2111279,4.6242478,xyz,xyz,0,0,conflict
45735114,52.2140632,4.5107854,xyz,xyz,0,0,town
45739761,52.2153145,4.5142813,xyz,xyz,0,0,town
45770709,52.2217193,4.5437092,xyz,xyz,0,0,town
45770710,52.2216051,4.5436235,xyz,xyz,0,0,town
45771295,52.2217498,4.5415621,xyz,xyz,0,0,town
45771801,52.2218482,4.5414425,xyz,xyz,0,0,town
45774950,52.2222206,4.5466009,xyz,xyz,0,0,town
45775013,52.2223762,4.5468148,xyz,xyz,0,0,town
45794159,52.2271473,4.5730242,xyz,xyz,0,0,town
45795002,52.2306262,4.9795392,xyz,xyz,0,0,conflict
45795288,52.2274211,4.5690749,xyz,xyz,0,0,town
45795906,52.2275514,4.5695786,xyz,xyz,0,0,town
45797407,52.2278005,4.5745259,xyz,xyz,0,0,town
45797498,52.2279449,4.5811808,xyz,xyz,0,0,town
45798198,52.2280835,4.5762542,xyz,xyz,0,0,town
45798248,52.228037,4.580657,xyz,xyz,0,0,town
45808074,52.2310566,4.6456911,xyz,xyz,0,0,town
45808450,52.2306275,4.6252393,xyz,xyz,0,0,town
45809412,52.2308994,4.6218555,xyz,xyz,0,0,town
45810417,52.2310481,4.6223321,xyz,xyz,0,0,town
45810957,52.2312691,4.6292633,xyz,xyz,0,0,conflict
45813709,52.2319142,4.6326406,xyz,xyz,0,0,town
45814005,52.231815,4.6329136,xyz,xyz,0,0,town
45819976,52.2334221,4.6443089,xyz,xyz,0,0,town
45834390,52.2384401,4.6551889,xyz,xyz,0,0,town
45834815,52.2378119,4.6511144,xyz,xyz,0,0,town
45834836,52.2372836,4.6579664,xyz,xyz,0,0,town
45835311,52.2375,4.6580786,xyz,xyz,0,0,town
45837444,52.2412314,4.6596901,xyz,xyz,0,0,town
45839607,52.2385175,4.6563394,xyz,xyz,0,0,town
45844496,52.2398728,4.6532583,xyz,xyz,0,0,town
45861173,52.2448516,4.6648559,xyz,xyz,0,0,town
45913386,52.2576393,4.6832638,xyz,xyz,0,0,town
45916046,52.2580153,4.6840598,xyz,xyz,0,0,conflict
45916335,52.257664,4.6827337,xyz,xyz,0,0,town
45918497,52.2587706,4.6840026,xyz,xyz,0,0,town
45928768,52.2613185,4.6887956,xyz,xyz,0,0,town
45931492,52.2620201,4.6885431,xyz,xyz,0,0,conflict
45932626,52.2626924,4.6904193,xyz,xyz,0,0,town
45936556,52.2631635,4.6906079,xyz,xyz,0,0,town
45940909,52.2617548,4.9639423,xyz,xyz,0,0,town
45949697,52.266263,4.9610906,xyz,xyz,0,0,town
45999233,52.2790614,4.9532199,xyz,xyz,0,0,town
46000746,52.2802444,4.9530827,xyz,xyz,0,0,town
46013736,52.2839192,4.9498472,xyz,xyz,0,0,town
46021699,52.2858786,4.9395244,xyz,xyz,0,0,town
46022253,52.2859986,4.9420169,xyz,xyz,0,0,town
46022997,52.2864632,4.9307952,xyz,xyz,0,0,town
46023307,52.2863793,4.9484635,xyz,xyz,0,0,town
46029081,52.2882238,4.7270313,xyz,xyz,0,0,town
46029369,52.2877769,4.9460789,xyz,xyz,0,0,town
46032183,52.2895806,4.7297053,xyz,xyz,0,0,town
46040266,52.2903867,4.9431736,xyz,xyz,0,0,town
46043328,52.2908161,4.7291566,xyz,xyz,0,0,conflict
46052429,52.2936398,4.9409726,xyz,xyz,0,0,town
46052670,52.2936294,4.7348139,xyz,xyz,0,0,conflict
46053924,52.293634,4.9478887,xyz,xyz,0,0,town
46054498,52.2937449,4.9478048,xyz,xyz,0,0,town
46059432,52.2948025,4.7360091,xyz,xyz,0,0,town
46059442,52.2946366,4.9413235,xyz,xyz,0,0,town
46061095,52.2950965,4.889727,xyz,xyz,0,0,conflict
46061256,52.2957013,4.7310289,xyz,xyz,0,0,town
46064509,52.2959479,4.8841015,xyz,xyz,0,0,town
46068082,52.296514,4.881067,xyz,xyz,0,0,town
46077338,52.2989727,4.7419084,xyz,xyz,0,0,town
46080737,52.2995655,5.1418575,xyz,xyz,0,0,town
46081039,52.2996039,5.1419479,xyz,xyz,0,0,town
46083233,52.2992714,4.7417526,xyz,xyz,0,0,conflict
46085923,52.3006369,4.9463635,xyz,xyz,0,0,town
46086323,52.3006956,4.9462999,xyz,xyz,0,0,town
46086370,52.3007234,4.8561626,xyz,xyz,0,0,town
46086720,52.3017912,4.9349288,xyz,xyz,0,0,town
46086823,52.3010246,4.8560938,xyz,xyz,0,0,town
46090277,52.3014799,4.8566442,xyz,xyz,0,0,town
46091317,52.3023568,4.9337438,xyz,xyz,0,0,town
46098233,52.3040051,4.9324195,xyz,xyz,0,0,town
46102329,52.3046522,5.14399,xyz,xyz,0,0,town
46104459,52.3048141,4.745314,xyz,xyz,0,0,town
46105955,52.3056306,5.1443039,xyz,xyz,0,0,town
46106424,52.305683,5.138622,xyz,xyz,0,0,town
46107091,52.3059473,4.8354616,xyz,xyz,0,0,conflict
46107238,52.3058144,5.1375607,xyz,xyz,0,0,town
46107474,52.3051287,4.7463685,xyz,xyz,0,0,town
46107707,52.3059566,5.1504824,xyz,xyz,0,0,town
46108522,52.3061209,5.1500562,xyz,xyz,0,0,town
46109078,52.306282,4.7493812,xyz,xyz,0,0,town
46109465,52.3064015,4.7494631,xyz,xyz,0,0,town
46109813,52.3064689,4.7491752,xyz,xyz,0,0,conflict
46113908,52.3074163,4.9256863,xyz,xyz,0,0,town
46113938,52.307613,5.1273434,xyz,xyz,0,0,town
46114578,52.3075132,4.925801,xyz,xyz,0,0,town
46114820,52.3076512,4.7499641,xyz,xyz,0,0,town
46115497,52.3081366,4.9277549,xyz,xyz,0,0,town
46118459,52.308605,4.750856,xyz,xyz,0,0,conflict
46119406,52.3090341,4.9271718,xyz,xyz,0,0,town
46123140,52.3095783,4.9296347,xyz,xyz,0,0,town
46123530,52.3096588,4.9297753,xyz,xyz,0,0,town
46123595,52.3099749,4.7493985,xyz,xyz,0,0,town
46131951,52.3122348,4.9234384,xyz,xyz,0,0,town
46133056,52.3123609,4.9236542,xyz,xyz,0,0,town
46142986,52.3148151,4.8150919,xyz,xyz,0,0,town
46143006,52.3147613,4.8129661,xyz,xyz,0,0,town
46145596,52.3155841,4.8087477,xyz,xyz,0,0,town
46145983,52.3156464,4.8086345,xyz,xyz,0,0,town
46146298,52.3156041,4.8117473,xyz,xyz,0,0,town
46151798,52.3180349,4.809681,xyz,xyz,0,0,town
46158096,52.3184546,4.8090223,xyz,xyz,0,0,town
46158957,52.3195866,5.0897879,xyz,xyz,0,0,town
46160576,52.3196848,5.1255576,xyz,xyz,0,0,town
46161034,52.320246,5.1329147,xyz,xyz,0,0,town
46161419,52.3203138,5.1328271,xyz,xyz,0,0,town
46164530,52.3210786,5.085076,xyz,xyz,0,0,town
46168933,52.3207936,4.9151438,xyz,xyz,0,0,town
46171155,52.3229155,4.7638766,xyz,xyz,0,0,town
46172197,52.3231995,5.1295965,xyz,xyz,0,0,town
46172454,52.3232717,5.1294935,xyz,xyz,0,0,town
46183170,52.326081,4.9142149,xyz,xyz,0,0,town
46183572,52.3256582,4.9125187,xyz,xyz,0,0,town
