Day,name,891052014,48154269,2451963173,5752480803,45574633,45553582,45548152,8210300057,282055096,9060899092,1730414692,4548653617,44727664,44593658,841662116,44521253,45452172,45949685,2611625937,5525544599,3039304452,1518315093,45690534,45584138,44918920,8063805633,2069931652,2624482777,46566460,46578144,46205333,1768922592,1463835584,1554650274,2525394059,8568369908,4908954617,252315507,46238247,1480173801,46237083,943858734,1433111799,6367675392,46477350,295085734,46415902,788882139,46351759,2928092176,662765922,9415248925,896347490,46325417,359038020,46525793,896347559,46388376,8048483154,4183960347,46327708,7993154582,46535755,5809080743,46243686,9103883542,6296419670,46340204,4250226159,46206792,653956161,6643848351,4187411021,1281496585,46436120,2525390082,952623461,9994832944,6600771053,1427412607,44929867,45644208,45121804,264066891,411773097,44573645,44044135,44386938,1953660346,44155561,44155631,44206856,1404073778,330679495,1018436116,1018487318,8010899401,44374993,1018487326,44155239,2502945525,2502945491,43869656,7312940600,44554266,5643298339,43862040,1018522950,92961494,90653878,8685914260,4526122543,44163235,44158642,44425317,44467357,44291181,44421034,44161419,44171855,330679498,44478198,44188427,322017885,846231544,44151885,2511182502,6807700656,5899944506,43525597,43184343,42754702,42757606,42979950,43439677,43385513,42966374,43465553,42807489,42682253,1408937598,43616491,43546096,1409103202,42590533,1530411968,42549870,552093468,42696366,42554295,43631731,43625801,43398722,1408909606,42002848,42560463,1457773104,364718988,41954336,9972291030,6860287199,6214439203,46015429,46136956,45535610,45595217,9278275048,10800529654,46126725,3918391796,42124086,42078554,970621416,2269726842,44748425,2805850125,1402771489,44156963,44630058,1550979160,1352714332,1519818847,5095104607,42012783,1410566258,46608505,1247277187,44251274,42514571,4705663140,9085051048,42954925,206133426,46043328,44495052,42016977,1557668051,1580896499,7593064693,2406070520,307620106,46686477,29092113,1806713119,44325156,1430681895,41961766,45093166,44415297,45730120,3861336415,46375283,885660023,6293717386,5809080716,46524814,44966294,2518632866,9558411684,46821806,42516911,762778035,44720571,46107091,46959066,7164703215,445854231,1018436121,45961758,46520877,1551104563,42900023,2370787918,46205519,1560359511,44501592,3924222560,2511200880,47149689,43672198,42590855,42504852,5509046954,2502945498,2502945510,9994982123,47133444,1429236500,1367124794,479173442,46611292,1032442744,46185341,42257304,1402667941,319777701,1806748583,3769666493,44694462,3769666495,47281102,43590612,45931492,940436462,362718198,44596228,634653710,741686319,44182610,44891218,1706058841,46621786,41940058,42357853,47602781,1704414304,29525094,45091953,46109813,4549723259,2370663552,46083233,4647709866,46691514,47258811,3647888592,712758483,247684307,42962139,1841616093,9889996006,1326478577,1551035634,42591478,44279035,45810957,1552690455,725607719,90660154,3424662843,6303194429,46052670,42097983,1554083136,1467518285,793738584,44379486,3279932787,44129659,2273756554,45614476,5954303372,5306205585,43568531,2109791649,46919125,5538631150,46532096,44887562,1066454541,46061095,46118459,6924686926,42772055,43398760,44349037,44308089,44355197,883277437,3233048223,48113311,44369573,9007021736,45795002,5380984528,44254956,42501876,46907130,46778109,6553626376,46792492,41953069,1551855412,44007226,43466558,1628956504,44402529,7033280369,47118220,45916046,47556509,8300535767,42999772,8241229789,43929576,581955572,44599284,47962110
0,0,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
