,,
2018-10-08,7153,0
2018-10-09,7153,0
2018-10-24,7155,2
2018-11-12,7166,13
2018-12-09,7081,-72
2018-01-13,7056,-97
2019-01-13,7056,-97
2019-03-11,6980,-173
2019-04-09,6855,-298
2019-06-03,6854,-299
2019-07-04,6781,-372
2019-08-04,6763,-390
2019-09-05,6670,-483
2019-10-03,6607,-546
2019-11-05,6594,-559
2019-12-01,6590,-563
2019-01-05,6575,-578
2020-01-05,6575,-578
2020-02-06,6544,-609
2020-03-03,6558,-595
2020-04-05,6537,-616
2020-05-05,6538,-615
2020-06-03,6544,-609
2020-07-05,6548,-605
2020-08-04,6544,-609
2020-09-04,6548,-605
2020-11-04,6556,-597
2021-01-04,6530,-623
2021-02-04,6513,-640
2021-02-28,6513,-640
2021-03-31,6524,-629
2021-04-30,6499,-654
