,,
2017-01-01,29960,0
2017-01-31,30318,358
2017-02-28,30790,830
2017-03-31,30854,894
2017-04-30,31297,1337
2017-05-31,31487,1527
2017-06-30,31622,1662
2017-07-31,31867,1907
2017-08-31,31924,1964
2017-10-31,31831,1871
2017-11-30,31810,1850
2017-12-31,31616,1656
2018-01-31,31735,1775
2018-02-28,31682,1722
2018-03-31,31719,1759
2018-04-30,31955,1995
2018-05-31,32085,2125
2018-06-30,32277,2317
2018-07-31,32028,2068
2018-08-31,32105,2145
2018-09-30,32389,2429
2018-10-31,32480,2520
2018-11-30,32303,2343
2018-12-31,32151,2191
2019-01-31,32341,2381
2019-02-28,32565,2605
2019-03-31,32663,2703
2019-04-30,32247,2287
2019-05-31,31514,1554
2019-07-31,29317,-643
2019-08-31,28807,-1153
2019-09-30,29282,-678
2019-10-31,29282,-678
2019-11-30,29963,3
2019-12-31,30511,551
2020-01-31,31027,1067
2020-02-29,31511,1551
2020-03-31,31533,1573
2020-04-30,31541,1581
2020-05-31,31307,1347
2020-06-30,31193,1233
2020-07-31,31099,1139
2020-08-31,31159,1199
2020-09-30,31256,1296
2020-10-31,31212,1252
2020-11-30,31313,1353
2020-12-31,31511,1551
2021-01-31,31725,1765
2021-02-28,31931,1971
2021-03-31,32059,2099
2021-04-30,32180,2220
