,,
2017-01-01,81156,0
2017-01-31,81673,517
2017-02-28,82142,986
2017-03-31,82360,1204
2017-04-30,83239,2083
2017-05-31,83839,2683
2017-06-30,84368,3212
2017-07-31,85020,3864
2017-08-31,85889,4733
2017-10-31,86087,4931
2017-11-30,86485,5329
2017-12-31,86634,5478
2018-01-31,86792,5636
2018-02-28,87080,5924
2018-03-31,87251,6095
2018-04-30,87657,6501
2018-05-31,87951,6795
2018-06-30,88149,6993
2018-07-31,88345,7189
2018-08-31,88140,6984
2018-09-30,88566,7410
2018-10-31,88669,7513
2018-11-30,88898,7742
2018-12-31,88503,7347
2019-01-31,88447,7291
2019-02-28,88696,7540
2019-03-31,88702,7546
2019-04-30,88262,7106
2019-05-31,88457,7301
2019-07-31,79402,-1754
2019-08-31,79437,-1719
2019-09-30,80220,-936
2019-10-31,80152,-1004
2019-11-30,80798,-358
2019-12-31,80726,-430
2020-01-31,80991,-165
2020-02-29,81112,-44
2020-03-31,81887,731
2020-04-30,81830,674
2020-05-31,81784,628
2020-06-30,81242,86
2020-07-31,80880,-276
2020-08-31,80827,-329
2020-09-30,80432,-724
2020-10-31,80062,-1094
2020-11-30,79912,-1244
2020-12-31,80072,-1084
2021-01-31,80117,-1039
2021-02-28,80110,-1046
2021-03-31,80228,-928
2021-04-30,80685,-471
