#name,region,country,latitude,longitude,location_type,conflict_date,population,fatalities,initial_idps,first_event_date,conflict_score,original_camps
Tafawa-Balewa,Bauchi,Nigeria,9.8441524,9.5933061,conflict_zone,2,395200,4,2417,21/01/2023,0.39,
Barkin Ladi,Plateau,Nigeria,9.57549,8.970077,conflict_zone,7,264500,35,26,25/02/2023,0.26,
Mkpat Enin,Akwa Ibom,Nigeria,4.7047345,7.7610095,conflict_zone,1,226200,1,22,13/04/2023,0.22,
Okitipupa,Ondo,Nigeria,6.5654448,4.7294512,conflict_zone,1,359700,0,35,21/06/2023,0.35,
Kafur,Katsina,Nigeria,11.632705,7.6975486,conflict_zone,1,374200,1,2072,20/10/2022,0.37,
Maiha,Adamawa,Nigeria,9.8562705,13.1576397,conflict_zone,1,169900,2,5579,02/05/2023,0.16,
Zuru,Kebbi,Nigeria,11.436776,5.2311774,conflict_zone,1,282500,1,28,03/09/2022,0.28,
Maru,Zamfara,Nigeria,11.6364829,6.3200966,conflict_zone,8,521500,64,4150,13/10/2022,0.52,
Alkaleri,Bauchi,Nigeria,9.896816,10.4308366,conflict_zone,3,586200,24,384,19/12/2022,0.59,
Michika,Adamawa,Nigeria,10.577505,13.4045579,conflict_zone,1,239400,1,3900,04/12/2022,0.23,
Gwadabawa,Sokoto,Nigeria,13.4160911,5.3227333,conflict_zone,3,399700,22,887,18/08/2022,0.4,
Umuahia South,Abia,Nigeria,5.4980793,7.4618449,conflict_zone,1,202500,0,19,09/08/2022,0.19,
Karu,Nasarawa,Nigeria,8.995008,7.7512256,conflict_zone,4,333800,38,2054,24/03/2023,0.33,
Biu,Borno,Nigeria,10.6146098,12.1909612,conflict_zone,6,257500,7,12552,17/10/2022,0.25,
Toro,Bauchi,Nigeria,10.3502951,9.328662,conflict_zone,2,617800,2,3335,04/11/2022,0.62,
Chikun,Kaduna,Nigeria,10.4202275,7.3135795,conflict_zone,16,550000,38,4288,08/08/2022,0.55,
Takai,Kano,Nigeria,11.4853125,9.1560448,conflict_zone,1,333300,1,253,25/02/2023,0.33,
Ejigbo,Osun,Nigeria,7.8999894,4.3167086,conflict_zone,1,172000,0,16,25/02/2023,0.16,
Abadam,Borno,Nigeria,13.3704259,13.2681609,conflict_zone,5,146600,53,3025,20/08/2022,0.14,
Gwaram,Jigawa,Nigeria,11.2198673,10.0506649,conflict_zone,1,466600,3,46,03/07/2023,0.46,
Iseyin,Oyo,Nigeria,7.9710106,3.5956141,conflict_zone,5,365300,1,36,17/09/2022,0.36,
Tureta,Sokoto,Nigeria,12.5190328,5.4949963,conflict_zone,2,118100,0,1959,20/12/2022,0.11,
Ikom,Cross River,Nigeria,5.962765,8.7239694,conflict_zone,3,249300,0,24,18/11/2022,0.24,
Gassol,Taraba,Nigeria,8.3828235,10.4650956,conflict_zone,1,385500,0,3255,14/08/2022,0.38,
Gubio,Borno,Nigeria,12.6718417,12.7756347,conflict_zone,2,221700,3,25756,24/09/2022,0.21,
Ungogo,Kano,Nigeria,12.0916,8.49534,conflict_zone,2,601500,2,314,20/03/2023,0.6,
Ikwo,Ebonyi,Nigeria,6.0830204,8.1856299,conflict_zone,1,320200,3,31,18/11/2022,0.31,
Ngala,Borno,Nigeria,12.3758114,14.0852342,conflict_zone,5,346500,30,81136,16/08/2022,0.34,
Camp(1),Kubwa,Nigeria,9.07063495,7.425666288,idpcamp,0,300000,0,0,,0,"['kubwa', 'apo', 'lugbe', 'malayasian', 'wassa', 'durumi']"
Camp(2),Kubwa,Nigeria,11.9362785,13.26658401,idpcamp,0,100000,0,0,,0,"['dalori2', 'bulabulin', 'bakassi', 'stadium', 'mandarari', 'konduga', 'dalori']"
Camp(3),Kubwa,Nigeria,12.0708141,13.91038855,idpcamp,0,30000,0,0,,0,"['sangaya', 'masarmari', 'maisarmari']"
Camp(4),Borno,Nigeria,11.69122413,14.01915057,idpcamp,0,50000,0,0,,0,['banki']
Camp(5),Borno,Nigeria,11.41073617,12.68873265,idpcamp,0,100000,0,0,,0,['damboa']
Camp(6),Borno,Nigeria,12.46275236,14.17560645,idpcamp,0,50000,0,0,,0,"['ladari', 'gambaru', 'ngala']"
Camp(7),Borno,Nigeria,12.78726987,13.63576877,idpcamp,0,100000,0,0,,0,['monguno']
Camp(8),Borno,Nigeria,11.4562985,13.77919438,idpcamp,0,50000,0,0,,0,['pulka']
Camp(9),Borno,Nigeria,9.857886224,8.887861067,idpcamp,0,200000,0,0,,0,['bukuru']
Camp(10),Zamfara,Nigeria,12.17433443,5.91723101,idpcamp,0,150000,0,0,,0,['anka']
Camp(11),Makurdi,Nigeria,7.880175354,8.555395907,idpcamp,0,100000,0,0,,0,['agan']
Camp(12),Kalahi,Nigeria,9.240256262,12.39815975,idpcamp,0,100000,0,0,,0,"['malkohi', 'malkohi_yola']"
Camp(13),Guma,Nigeria,9.901973223,8.289947653,idpcamp,0,100000,0,0,,0,['mbawa']
Camp(14),Guma,Nigeria,7.917702898,8.861617762,idpcamp,0,100000,0,0,,0,['gbajimba']
