#name,region,country,lat,lon,location_type,conflict_date,population
Bogra,Rajshahi,Bangladesh,24.891637,89.580654,flood_zone,0,3734300
Comilla,Chittagong,Bangladesh,23.63091,90.987282,flood_zone,0,6212216
Dhaka,Dhaka,Bangladesh,23.784416,90.335992,flood_zone,0,14734025
Dinajpur,Rangpur,Bangladesh,25.767523,88.731861,flood_zone,0,3315238
Faridpur,Dhaka,Bangladesh,23.597854,89.831691,flood_zone,0,2162876
Gaibandha,Rangpur,Bangladesh,25.352536,89.534632,flood_zone,0,2562232
Haidarabad,Chittagong,Bangladesh,23.76134326,91.02352959,Camp,,3000
Jamalpur,Dhaka,Bangladesh,25.16,89.73,flood_zone,0,2499737
Jessore,Khulna,Bangladesh,23.101868,89.096763,flood_zone,0,3076849
Kurigram,Rangpur,Bangladesh,25.920668,89.76646,flood_zone,0,2329161
Lalmonirhat,Rangpur,Bangladesh,25.787864,89.437306,flood_zone,0,1428406
Manikganj,Dhaka,Bangladesh,23.878853,90.025397,flood_zone,0,1558024
Moulvibazar,Sylhet,Bangladesh,24.352029,91.84582,flood_zone,0,2123445
Munshiganj,Dhaka,Bangladesh,23.58457,90.638969,town,,
Mymensingh,Dhaka,Bangladesh,24.737208,90.431068,flood_zone,0,5899052
Naogaon,Rajshahi,Bangladesh,24.844091,88.932033,flood_zone,0,2784598
Natore,Rajshahi,Bangladesh,24.374078,89.226099,flood_zone,0,1859921
Netrokona,Dhaka,Bangladesh,25.123256,90.661579,flood_zone,0,2324856
Nilphamari,Rangpur,Bangladesh,26.125276,89.073729,town,,
Panchagarh,Rangpur,Bangladesh,26.330021,88.544405,town,,
Rajballove,Rangpur,Bangladesh,25.75495263,89.22720124,Camp,,1000
Rajbari,Dhaka,Bangladesh,23.768642,89.778872,flood_zone,0,1189829
Rangpur,Rangpur,Bangladesh,25.675475,89.062548,town,,
Sherpur,Dhaka,Bangladesh,25.192257,90.220624,flood_zone,0,1501853
Sirajganj,Rajshahi,Bangladesh,24.129955,89.582497,flood_zone,0,3357708
Sunamganj,Sylhet,Bangladesh,24.691644,91.389698,flood_zone,0,2695495
Sutarpara,Dhaka,Bangladesh,24.44188645,90.96314513,Camp,,3000
Sylhet,Sylhet,Bangladesh,25.087706,92.11833,flood_zone,0,3857037
Tangail,Dhaka,Bangladesh,24.167426,89.835279,town,,
Thakurgaon,Rangpur,Bangladesh,26.03796,88.460897,town,,
