Days,Juba,Mongalla,Mayom,Bor,Yirol,Kapoeta,Cueibet,Duk_Fadiat,Tambura,Pariang,Terakeka,Aweil,Nasir,Ayod,Mvolo,Renk,Rubkona,Fangak,Malakal,Rumbek,Fashada,Melut,Mundri,Maridi,Pochalla,Lainya,Akobo,Torit,Pibor,Wau,Yei,Magwi,Wunagak,Malut,Ad_Damazin,Gambela,Lolimi,Wunshaiye,Al_Mayom,Lekr,Gulu,Tierkidi,Pugnido,Jewi,Kule,Kakuma,Khartoum,West_Kordofan,Adjumani,Rhino,Kiryandongo
0,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
7,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
8,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
9,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
10,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
12,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
13,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
14,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
15,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
16,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
17,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
19,1.0,0.314,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
20,1.0,1.0,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
21,1.0,1.0,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
22,1.0,1.0,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
23,1.0,1.0,0.608,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
24,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
25,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
26,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
27,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
28,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
29,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
30,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
31,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
32,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
33,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
35,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
36,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
37,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
38,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
39,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
40,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
41,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
42,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
43,1.0,1.0,1.0,0.685,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
44,1.0,1.0,1.0,1.0,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
45,1.0,1.0,1.0,1.0,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
46,1.0,1.0,1.0,1.0,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
47,1.0,1.0,1.0,1.0,0.44,0.34199999999999997,0.44,0.685,0.405,0.608,0.314,0.349,0.32099999999999995,0.685,0.405,0.32099999999999995,0.608,0.685,0.32099999999999995,0.44,0.32099999999999995,0.32099999999999995,0.405,0.405,0.685,0.314,0.685,0.34199999999999997,0.685,0.35600000000000004,0.314,0.34199999999999997,0.32099999999999995,0.32099999999999995,0.3,0.3,0.34199999999999997,0.685,0.608,0.314,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
48,1.0,0.377,0.748,0.615,0.44699999999999995,0.405,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
49,1.0,0.377,0.748,0.615,0.44699999999999995,0.405,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
50,1.0,0.377,0.748,0.615,0.44699999999999995,0.405,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
51,1.0,0.377,0.748,0.615,0.44699999999999995,0.405,0.44699999999999995,0.615,0.405,0.748,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
