Days,Juba,Mongalla,Mayom,Bor,Yirol,Kapoeta,Cueibet,Duk_Fadiat,Tambura,Pariang,Terakeka,Aweil,Nasir,Ayod,Mvolo,Renk,Rubkona,Fangak,Malakal,Rumbek,Fashada,Melut,Mundri,Maridi,Pochalla,Lainya,Akobo,Torit,Pibor,Wau,Yei,Magwi,Wunagak,Malut,Ad_Damazin,Gambela,Lolimi,Wunshaiye,Al_Mayom,Lekr,Gulu,Tierkidi,Pugnido,Jewi,Kule,Kakuma,Khartoum,West_Kordofan,Adjumani,Rhino,Kiryandongo
309,1.0,0.34199999999999997,0.5589999999999999,0.489,0.398,0.32099999999999995,0.398,0.489,0.3,0.5589999999999999,0.34199999999999997,0.384,0.405,0.489,0.3,0.405,0.5589999999999999,0.489,0.405,0.398,0.405,0.405,0.3,0.3,0.489,0.34199999999999997,0.489,0.32099999999999995,0.489,0.32799999999999996,0.34199999999999997,0.32099999999999995,0.405,0.405,0.3,0.3,0.32099999999999995,0.489,0.5589999999999999,0.34199999999999997,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
310,1.0,0.34199999999999997,0.5589999999999999,0.489,0.398,0.32099999999999995,0.398,0.489,0.3,0.5589999999999999,0.34199999999999997,0.384,0.405,0.489,0.3,0.405,0.5589999999999999,0.489,0.405,0.398,0.405,0.405,0.3,0.3,0.489,0.34199999999999997,0.489,0.32099999999999995,0.489,0.32799999999999996,0.34199999999999997,0.32099999999999995,0.405,0.405,0.3,0.3,0.32099999999999995,0.489,0.5589999999999999,0.34199999999999997,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
311,1.0,0.34199999999999997,0.5589999999999999,0.489,0.398,0.32099999999999995,0.398,0.489,0.3,0.5589999999999999,0.34199999999999997,0.384,0.405,0.489,0.3,0.405,0.5589999999999999,0.489,0.405,0.398,0.405,0.405,0.3,0.3,0.489,0.34199999999999997,0.489,0.32099999999999995,0.489,0.32799999999999996,0.34199999999999997,0.32099999999999995,0.405,0.405,0.3,0.3,0.32099999999999995,0.489,0.5589999999999999,0.34199999999999997,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
312,1.0,0.34199999999999997,0.5589999999999999,0.489,0.398,0.32099999999999995,0.398,0.489,0.3,0.5589999999999999,0.34199999999999997,0.384,0.405,0.489,0.3,0.405,0.5589999999999999,0.489,0.405,0.398,0.405,0.405,0.3,0.3,0.489,0.34199999999999997,0.489,0.32099999999999995,0.489,0.32799999999999996,0.34199999999999997,0.32099999999999995,0.405,0.405,0.3,0.3,0.32099999999999995,0.489,0.5589999999999999,0.34199999999999997,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
313,1.0,0.34199999999999997,0.5589999999999999,0.489,0.398,0.32099999999999995,0.398,0.489,0.3,0.5589999999999999,0.34199999999999997,0.384,0.405,0.489,0.3,0.405,0.5589999999999999,0.489,0.405,0.398,0.405,0.405,0.3,0.3,0.489,0.34199999999999997,0.489,0.32099999999999995,0.489,0.32799999999999996,0.34199999999999997,0.32099999999999995,0.405,0.405,0.3,0.3,0.32099999999999995,0.489,0.5589999999999999,0.34199999999999997,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
314,1.0,0.34199999999999997,0.5589999999999999,0.489,0.398,0.32099999999999995,0.398,0.489,0.3,0.5589999999999999,0.34199999999999997,0.384,0.405,0.489,0.3,0.405,0.5589999999999999,0.489,0.405,0.398,0.405,0.405,0.3,0.3,0.489,0.34199999999999997,0.489,0.32099999999999995,0.489,0.32799999999999996,0.34199999999999997,0.32099999999999995,0.405,0.405,0.3,0.3,0.32099999999999995,0.489,0.5589999999999999,0.34199999999999997,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
315,1.0,0.34199999999999997,0.5589999999999999,0.489,0.398,0.32099999999999995,0.398,0.489,0.3,0.5589999999999999,0.34199999999999997,0.384,0.405,0.489,0.3,0.405,0.5589999999999999,0.489,0.405,0.398,0.405,0.405,0.3,0.3,0.489,0.34199999999999997,0.489,0.32099999999999995,0.489,0.32799999999999996,0.34199999999999997,0.32099999999999995,0.405,0.405,0.3,0.3,0.32099999999999995,0.489,0.5589999999999999,0.34199999999999997,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
316,1.0,0.34199999999999997,0.5589999999999999,0.489,0.398,0.32099999999999995,0.398,0.489,0.3,0.5589999999999999,0.34199999999999997,0.384,0.405,0.489,0.3,0.405,0.5589999999999999,0.489,0.405,0.398,0.405,0.405,0.3,0.3,0.489,0.34199999999999997,0.489,0.32099999999999995,0.489,0.32799999999999996,0.34199999999999997,0.32099999999999995,0.405,0.405,0.3,0.3,0.32099999999999995,0.489,0.5589999999999999,0.34199999999999997,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
317,1.0,0.34199999999999997,0.5589999999999999,0.489,0.398,0.32099999999999995,0.398,0.489,0.3,0.5589999999999999,0.34199999999999997,0.384,0.405,0.489,0.3,0.405,0.5589999999999999,0.489,0.405,0.398,0.405,0.405,0.3,0.3,0.489,0.34199999999999997,0.489,0.32099999999999995,0.489,0.32799999999999996,0.34199999999999997,0.32099999999999995,0.405,0.405,0.3,0.3,0.32099999999999995,0.489,0.5589999999999999,0.34199999999999997,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
318,1.0,0.34199999999999997,0.5589999999999999,0.489,0.398,0.32099999999999995,0.398,0.489,0.3,0.5589999999999999,0.34199999999999997,0.384,0.405,0.489,0.3,0.405,0.5589999999999999,0.489,0.405,0.398,0.405,0.405,0.3,0.3,0.489,0.34199999999999997,0.489,0.32099999999999995,0.489,0.32799999999999996,0.34199999999999997,0.32099999999999995,0.405,0.405,0.3,0.3,0.32099999999999995,0.489,0.5589999999999999,0.34199999999999997,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
319,1.0,0.34199999999999997,0.5589999999999999,0.489,0.398,0.32099999999999995,0.398,0.489,0.3,0.5589999999999999,0.34199999999999997,0.384,0.405,0.489,0.3,0.405,1.0,0.489,0.405,0.398,0.405,0.405,0.3,0.3,0.489,0.34199999999999997,0.489,0.32099999999999995,0.489,0.32799999999999996,0.34199999999999997,0.32099999999999995,0.405,0.405,0.3,0.3,0.32099999999999995,0.489,0.5589999999999999,0.34199999999999997,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
320,1.0,0.34199999999999997,0.5589999999999999,0.489,0.398,0.32099999999999995,0.398,0.489,0.3,0.5589999999999999,0.34199999999999997,0.384,0.405,0.489,0.3,0.405,1.0,0.489,0.405,0.398,0.405,0.405,0.3,0.3,0.489,0.34199999999999997,0.489,0.32099999999999995,0.489,0.32799999999999996,0.34199999999999997,0.32099999999999995,0.405,0.405,0.3,0.3,0.32099999999999995,0.489,0.5589999999999999,0.34199999999999997,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
321,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,0.503,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
322,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,0.503,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
323,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,0.503,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
324,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,0.503,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
325,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
326,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
327,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
328,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
329,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
330,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
331,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
332,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
333,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
334,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
335,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
336,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
337,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
338,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
339,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
340,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
341,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
342,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
343,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
344,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
345,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
346,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
347,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
348,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
349,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
350,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
351,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
352,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
353,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
354,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
355,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
356,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
357,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
358,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
359,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
360,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
361,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
362,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
363,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
364,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
365,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
366,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
367,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
368,1.0,0.384,0.664,0.503,0.433,0.349,0.433,0.503,0.307,0.664,0.384,0.46099999999999997,0.608,0.503,0.307,0.608,0.664,1.0,0.608,0.433,0.608,0.608,0.307,0.307,0.503,0.384,0.503,0.349,0.503,0.32799999999999996,0.384,0.349,0.608,0.608,0.3,0.3,0.349,0.503,0.664,0.384,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
