#name1,name2,distance,forced_redirection
Oviedo,Gijon,28,
Oviedo,Aviles,27,
Oviedo,Santander,200,
Oviedo,A_Coruna,285,
Oviedo,Ferrol,265,
Oviedo,Lugo,190,
Oviedo,Ourense,300,
Oviedo,Pontevedra,320,
Oviedo,Santiago_de_Compostela,290,
Oviedo,Vigo,360,
Gijon,Aviles,26,
Gijon,Santander,190,
Gijon,A_Coruna,275,
Gijon,Ferrol,255,
Gijon,Lugo,180,
Gijon,Ourense,290,
Gijon,Pontevedra,310,
Gijon,Santiago_de_Compostela,280,
Gijon,Vigo,350,
Aviles,Santander,180,
Aviles,A_Coruna,270,
Aviles,Ferrol,250,
Aviles,Lugo,175,
Aviles,Ourense,285,
Aviles,Pontevedra,305,
Aviles,Santiago_de_Compostela,275,
Aviles,Vigo,345,
Santander,A_Coruna,450,
Santander,Ferrol,430,
Santander,Lugo,345,
Santander,Ourense,460,
Santander,Pontevedra,480,
Santander,Santiago_de_Compostela,450,
Santander,Vigo,520,
A_Coruna,Ferrol,52,
A_Coruna,Lugo,100,
A_Coruna,Ourense,170,
A_Coruna,Pontevedra,130,
A_Coruna,Santiago_de_Compostela,75,
A_Coruna,Vigo,160,
Ferrol,Lugo,90,
Ferrol,Ourense,160,
Ferrol,Pontevedra,120,
Ferrol,Santiago_de_Compostela,65,
Ferrol,Vigo,160,
Lugo,Ourense,100,
Lugo,Pontevedra,160,
Lugo,Santiago_de_Compostela,100,
Lugo,Vigo,200,
Ourense,Pontevedra,110,
Ourense,Santiago_de_Compostela,115,
Ourense,Vigo,95,
Pontevedra,Santiago_de_Compostela,61,
Pontevedra,Vigo,30,
Vigo,Santiago_de_Compostela,90,
F6,Lugo,57,
F9,Oviedo,66,
F18,Oviedo,71,
F19,Oviedo,48,
F20,Gijon,52,
F21,Gijon,76,
F22,Santander,62,
Pavillan_Deportivo_Municipal_De_Galan,A_Coruna,9,
Pavillon_Municipal_de_Deportes,Lugo,1,
Polideportivo_El_Quirinal,Aviles,1,
