Minawao,2017-06-30,normalize
Minawao,2017-08-31,normalize
Minawao,2018-04-30,normalize
Logone_et_Chari,2019-06-30,normalize
Mayo_Sava,2019-06-30,normalize
Mayo_Sava,2020-01-31,normalize
Diffa,2018-02-28,normalize
Maradi,2019-11-30,normalize
Ngouboua,2016-04-30,normalize
Ngouboua,2019-10-31,normalize
Ngouboua,2020-09-30,normalize
Ngouboua,2021-03-31,normalize
