Amboko,2015-09-30,"normalize"
Belom,2015-08-31,"normalize"
Dosseye,2015-09-30,"normalize"
Gondje,2015-09-30,"normalize"
Moyo,2015-06-02,"normalize"
East,2014-10-19,"normalize"
Adamaoua,2015-01-31,"normalize"
Bili,2016-06-30,"normalize"
Boyabu,2016-06-30,"normalize"
Inke,2014-06-30,"normalize"
Betou,2014-03-22,"normalize"
