Day,Tierkidi sim,Tierkidi data,Tierkidi error,Pugnido sim,Pugnido data,Pugnido error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Kakuma sim,Kakuma data,Kakuma error,Khartoum sim,Khartoum data,Khartoum error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0
1,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,109,1.0,0,0,0.0,0,46,1.0,0,694,1.0,0,77,1.0,0,3,1.0,1.0,929,929,929,0,0
2,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,162,1.0,0,0,0.0,0,93,1.0,10,1388,0.992795389049,2,108,0.981481481481,0,3,1.0,0.9931584948688712,1754,1754,1754,12,0
3,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,179,1.0,0,1,1.0,0,140,1.0,27,2083,0.987037926068,13,118,0.889830508475,5,36,0.861111111111,0.9824012514665624,2557,2557,2557,45,0
4,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,190,1.0,0,1,1.0,0,187,1.0,44,2777,0.984155563558,25,171,0.853801169591,11,67,0.835820895522,0.9764220453875626,3393,3393,3393,80,0
5,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,4,239,0.983263598326,0,2,1.0,0,234,1.0,76,3472,0.978110599078,43,178,0.758426966292,20,84,0.761904761905,0.9660251841292469,4209,4209,4209,143,0
6,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,7,252,0.972222222222,0,2,1.0,0,281,1.0,121,4166,0.970955352856,68,268,0.746268656716,29,124,0.766129032258,0.9558217160808954,5093,5093,5093,225,0
7,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,22,301,0.926910299003,0,3,1.0,0,327,1.0,182,4860,0.962551440329,100,291,0.656357388316,43,142,0.697183098592,0.9414247130317354,5924,5924,5924,347,0
8,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,38,350,0.891428571429,0,3,1.0,0,374,1.0,234,5555,0.957875787579,137,418,0.672248803828,61,241,0.746887966805,0.9322864140613745,6941,6941,6941,470,0
9,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,61,358,0.829608938547,0,4,1.0,0,421,1.0,318,6249,0.949111857897,187,733,0.744884038199,80,356,0.775280898876,0.9204531461642654,8121,8121,8121,646,0
10,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,87,461,0.811279826464,0,4,1.0,0,468,1.0,419,6944,0.939660138249,257,869,0.704257767549,112,441,0.746031746032,0.9047567214542288,9187,9187,9187,875,0
11,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,104,663,0.843137254902,0,5,1.0,0,515,1.0,508,7638,0.933490442524,310,966,0.679089026915,141,495,0.715151515152,0.8966154444660572,10282,10282,10282,1063,0
12,0,0.0,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0.0,132,716,0.815642458101,0,5,1.0,0,562,1.0,609,8332,0.926908305329,369,1029,0.64139941691,175,560,0.6875,0.8853980721171011,11204,11204,11204,1286,0
13,0,0.0,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0.0,168,734,0.771117166213,0,6,1.0,0,608,1.0,733,9027,0.918799158081,439,1191,0.631402183039,208,643,0.676516329705,0.8732901957572283,12209,12209,12209,1549,0
14,0,0.0,0.0,2,0,0.0,0,0.0,0.0,0,0.0,0.0,208,894,0.767337807606,0,6,1.0,0,655,1.0,846,9721,0.912971916469,519,1471,0.647178789939,240,692,0.653179190751,0.865242949624228,13439,13439,13439,1815,0
15,0,0.0,0.0,4,0,0.0,0,0.0,0.0,0,0.0,0.0,244,1056,0.768939393939,0,7,1.0,0,702,1.0,978,10416,0.906105990783,617,1737,0.644789867588,274,710,0.614084507042,0.8558244462674324,14628,14628,14628,2117,0
16,0,0.0,0.0,5,0,0.0,0,0.0,0.0,0,0.0,0.0,274,1323,0.792894935752,0,7,1.0,0,749,1.0,1109,11110,0.900180018002,688,2637,0.739097459234,309,726,0.574380165289,0.8565128081198646,16552,16552,16552,2385,0
17,0,0.0,0.0,6,0,0.0,0,0.0,0.0,0,0.0,0.0,327,1616,0.797648514851,0,8,1.0,0,796,1.0,1254,11805,0.893773824651,786,2369,0.668214436471,352,793,0.556116015132,0.8439638810605625,17387,17387,17387,2725,0
18,0,0.0,0.0,10,0,0.0,0,0.0,0.0,0,0.0,0.0,384,2044,0.812133072407,0,8,1.0,0,843,1.0,1410,12499,0.887190975278,885,2690,0.671003717472,393,918,0.571895424837,0.8388590674665825,19002,19002,19002,3082,0
19,0,0.0,0.0,12,0,0.0,0,0.0,0.0,0,0.0,0.0,451,2145,0.789743589744,0,9,1.0,0,889,1.0,1597,13193,0.878950958842,1012,3016,0.664456233422,443,1003,0.558325024925,0.8276474944458159,20255,20255,20255,3515,0
20,0,0.0,0.0,16,0,0.0,0,0.0,0.0,0,0.0,0.0,512,2523,0.79706698375,0,9,1.0,0,936,1.0,1771,13888,0.87247983871,1117,3251,0.656413411258,491,1070,0.541121495327,0.821239101351663,21677,21677,21677,3907,0
21,0,0.0,0.0,19,0,0.0,0,0.0,0.0,0,0.0,0.0,606,2993,0.797527564317,0,10,1.0,0,983,1.0,1938,14582,0.867096420244,1256,3590,0.650139275766,549,1097,0.499544211486,0.8138034831219093,23255,23255,23255,4368,0
22,0,0.0,0.0,23,0,0.0,0,0.0,0.0,0,0.0,0.0,706,3638,0.805937328202,0,10,1.0,0,1030,1.0,2137,15277,0.860116515023,1381,3715,0.628263795424,593,1187,0.500421229992,0.8071368226254174,24857,24857,24857,4840,0
23,0,0.0,0.0,27,0,0.0,0,0.0,0.0,0,0.0,0.0,801,4271,0.812456099274,0,11,1.0,0,1077,1.0,2324,15971,0.85448625634,1521,3759,0.595371109338,638,1313,0.514089870526,0.8008862964926899,26402,26402,26402,5311,0
24,0,0.0,0.0,46,0,0.0,0,0.0,0.0,0,0.0,0.0,915,4888,0.812806873977,0,11,1.0,0,1124,1.0,2536,16665,0.847824782478,1675,3854,0.565386611313,684,1419,0.517970401691,0.7938557276206144,27961,27961,27961,5856,0
25,0,0.0,0.0,62,0,0.0,0,0.0,0.0,0,0.0,0.0,1025,5640,0.818262411348,0,37,1.0,0,1170,1.0,2761,17360,0.840956221198,1825,4003,0.544091931052,736,1448,0.491712707182,0.7880841594173579,29658,29658,29658,6409,0
26,0,0.0,0.0,76,0,0.0,0,0.0,0.0,0,0.0,0.0,1151,6162,0.813209996754,0,63,1.0,0,1217,1.0,2974,18054,0.835271961892,2007,4082,0.508329250367,799,1484,0.461590296496,0.7793123430558239,31062,31062,31062,7007,0
27,0,0.0,0.0,83,0,0.0,0,0.0,0.0,0,0.0,0.0,1270,6729,0.811264675286,0,89,1.0,1,1264,0.999208860759,3164,18749,0.831244333031,2158,4161,0.481374669551,867,1498,0.421228304406,0.7729455216989843,32490,32490,32490,7543,0
28,0,0.0,0.0,103,0,0.0,0,0.0,0.0,0,0.0,0.0,1403,7093,0.802199351473,0,115,1.0,3,1311,0.997711670481,3398,19443,0.825232731574,2329,4240,0.45070754717,922,1508,0.388594164456,0.7641056066449124,33710,33710,33710,8158,0
29,0,0.0,0.0,120,0,0.0,0,0.0,0.0,0,0.0,0.0,1541,7532,0.795406266596,0,118,1.0,13,1358,0.990427098675,3616,20137,0.820430054129,2488,4319,0.42394072702,990,1520,0.348684210526,0.7562314200777498,34984,34984,34984,8768,0
