Adjumani,2016-08-31,normalize
South_Kordofan,2016-09-15,normalize
Haut-Uele,2016-12-31,normalize
Ituri,2017-01-31,normalize
Kakuma,2017-01-31,normalize
Kiryandongo,2017-02-01,normalize
Tierkidi,2016-12-11,normalize
Jewi,2016-06-10,normalize
Pugnido,2017-02-03,normalize
Pugnido_II,2017-02-03,normalize
