,Day,Tierkidi sim,Tierkidi error,Pugnido sim,Pugnido error,Jewi sim,Jewi error,Kule sim,Kule error,Kakuma sim,Kakuma error,Khartoum sim,Khartoum error,West_Kordofan sim,West_Kordofan error,Adjumani sim,Adjumani error,Rhino sim,Rhino error,Kiryandongo sim,Kiryandongo error,Total error,refugees in camps (simulation),refugee_debt
211,211,-545,0.01058745823296292,-1474,-0.5778126225009803,-1064,0.0,-9,0.00017852538035811882,-683,0.016531926223556148,-1596,0.06004288777698352,-3692,-1.10970844604749,-4404,0.04893007132857813,2,0.00019238168526358734,-1105,0.042720173200340106,0.007001622892723547,-14570,0
212,212,-544,0.010568031704094816,-1462,-0.5731085848686788,-1077,0.0,-9,0.0001784899748130675,-647,0.015623113515079834,-1615,0.060003715400334334,-3756,-1.128944995491434,-4390,0.04874311600639547,0,0.0,-1116,0.04311377245508985,0.006698494987700587,-14616,0
213,213,-552,0.010723443935037547,-1445,-0.5664445315562525,-1086,0.0,-11,0.00021811115737702114,-629,0.013802905114060569,-1627,0.05970642201834875,-3747,-1.1262398557258786,-4360,0.04837886420629811,-5,-0.00048039969254398684,-1076,0.041537986411365024,0.006323766271486342,-14538,0
214,214,-554,0.010762296992773202,-1412,-0.553508428067425,-1093,0.0,-12,0.0002378922744485923,-612,0.011871575507065302,-1633,0.0598037061451695,-3768,-1.1325518485121733,-4393,0.04871368374362384,-12,-0.0011521843494958772,-1072,0.0413532384369093,0.0061767683596442025,-14561,0
215,215,-564,0.010956562281451587,-1386,-0.543103448275863,-1102,0.0,-12,0.00023784512318403284,-605,0.009134062140391253,-1646,0.06015422285568095,-3757,-1.129245566576495,-4381,0.04854939160885652,-23,-0.0022070818539485226,-1064,0.041016152037315456,0.005865237921069744,-14540,0
216,216,-573,0.01116284506438614,-1391,-0.5450626959247646,-1104,0.0,-12,0.00023784512318403284,-589,0.0073425653536149955,-1649,0.06013858497447122,-3749,-1.1268409978960028,-4383,0.04854035616195618,-37,-0.003548479907931501,-1066,0.04106317411402155,0.005629543740138465,-14553,0
217,217,-576,0.011253077013245516,-1384,-0.5421073247160204,-1103,0.0,-13,0.00025766555011608183,-605,0.00470043663954578,-1669,0.060741711249408636,-3764,-1.1313495641719267,-4304,0.04763485844566906,-26,-0.0024918535556832655,-1049,0.04037876746603031,0.005041590653134698,-14493,0
218,218,-585,0.011461374189377205,-1375,-0.5383711824588886,-1110,0.0,-13,0.00025766555011608183,-580,0.0037133131798813297,-1677,0.060906515580736675,-3765,-1.1316501352569883,-4298,0.04753793744193241,-27,-0.002586206896551535,-1045,0.04019539964612645,0.004928070579714894,-14475,0
219,219,-588,0.011552743776646945,-1381,-0.5405088062622307,-1118,0.0,-13,0.00025766555011608183,-565,0.0003090528718144867,-1701,0.06165053821898436,-3757,-1.129245566576495,-4347,0.04804907704211325,-19,-0.0018188780394409743,-1036,0.03982011761540527,0.004683694292673235,-14525,0
220,220,-597,0.011763083228247151,-1352,-0.5289514866979665,-1117,0.0,-13,0.00025766555011608183,-544,-0.0021368536017853934,-1699,0.06145109953703698,-3789,-1.138863841298467,-4343,0.04797463740099628,-12,-0.0011481056257176547,-1034,0.039714241819019835,0.004363722525167035,-14500,0
221,221,-615,0.012152469026024182,-1354,-0.5295267892061011,-1133,0.0,-12,0.00023784512318403284,-541,-0.005430271987859061,-1721,0.062118751127955174,-3792,-1.1397655545536516,-4318,0.047667936192526406,1,9.561143512759607e-05,-1019,0.03910957589714065,0.003876032758728498,-14504,0
222,222,-619,0.012266413015476596,-1340,-0.5238467552775599,-1145,0.0,-11,0.00021802469625198384,-523,-0.007933688573120268,-1733,0.062486478690416125,-3735,-1.1007957559681696,-4326,0.047725693103714495,-11,-0.0010511227902532116,-1019,0.03908107693487772,0.0037564800926291886,-14462,0
223,223,-623,0.012381255216820986,-1335,-0.5216881594372795,-1151,0.0,-11,0.00021802469625198384,-507,-0.011140282409706992,-1745,0.0628511741823945,-3720,-1.0754553339115351,-4318,0.047606972359731325,-13,-0.0012415242097221224,-1014,0.038860997202314784,0.00335748132997038,-14437,0
224,224,-630,0.012556554322045832,-1305,-0.509765625,-1158,0.0,-11,0.00021802469625198384,-477,-0.011268071435320824,-1753,0.06307116643879962,-3723,-1.0561702127659571,-4267,0.04701462113950139,-2,-0.0001908943399828722,-1011,0.03871783088235292,0.0033104853954007973,-14337,0
225,225,-630,0.012592947949148225,-1293,-0.5048809058961337,-1167,0.0,-11,0.00021802469625198384,-478,-0.011277308545274421,-1759,0.06321880391029322,-3730,-1.0384187082405352,-4235,0.046632238457557484,2,0.00019076688286912002,-1023,0.039148903601086804,0.003260197978151358,-14324,0
226,226,-640,0.0128297650549275,-1299,-0.5072237407262783,-1179,0.0,-11,0.00021802469625198384,-460,-0.01083883129123464,-1770,0.06354563078911457,-3730,-1.0196828868234005,-4236,0.04661348005502075,-5,-0.0004766444232602307,-1027,0.0392734225621415,0.0033216697057808497,-14357,0
227,227,-648,0.013028006192324137,-1293,-0.5046838407494132,-1199,0.0,-11,0.00021849240242333146,-434,-0.010215370130634227,-1760,0.06311863434227527,-3724,-1.0000000000000004,-4241,0.04663873401295465,-2,-0.00019054878048790913,-1055,0.04031487638045017,0.003492838530970599,-14367,0
228,228,-652,0.013146751623180242,-1298,-0.5064377682403443,-1210,0.0,-13,0.0002587734140175879,-410,-0.009640253938396404,-1763,0.06315827183492151,-3740,-0.9865470852017935,-4208,0.04624633205481854,-1,-9.521995810324313e-05,-1059,0.04043836871849704,0.0034044231211594056,-14354,0
229,229,-653,0.013205257836198192,-1311,-0.5113104524180967,-1220,0.0,-13,0.00025933092621044374,-397,-0.00932472108044613,-1773,0.06344832522187227,-3773,-0.9782214156079849,-4206,0.04619186206139142,9,0.0008564087924636254,-1048,0.039954250857796525,0.00328937639864213,-14385,0
230,230,-659,0.01336578440320435,-1298,-0.5060428849902534,-1235,0.0,-13,0.0002598908458444349,-392,-0.009197559831065186,-1790,0.06398798884678636,-3778,-0.9630384909508023,-4207,0.04617039256357064,-8,-0.0007608178792202214,-1034,0.03935749086479923,0.003259790873899937,-14414,0
231,231,-667,0.013567941415785212,-1287,-0.5015588464536247,-1235,0.0,-13,0.0002604531885480599,-334,-0.007828430798078045,-1801,0.06431224110841316,-3785,-0.948621553884712,-4185,0.045896713203119055,-9,-0.0008554319931566301,-1018,0.0386866306908869,0.0033977838825431927,-14334,0
232,232,-671,0.013689686830561931,-1270,-0.4947409427347087,-1233,0.0,-13,0.00026101797008315497,-354,-0.008288262976750673,-1813,0.06467147035742316,-3784,-0.9329388560157796,-4219,0.0462371365633939,-14,-0.0013299135556188446,-1033,0.039194111397784226,0.003594923731097044,-14404,0
233,233,-677,0.013852796136768375,-1240,-0.48286604361370733,-1233,0.0,-14,0.00028170714530051377,-344,-0.008068299089970749,-1826,0.06506556442417333,-3790,-0.9194565744784091,-4225,0.04627043839186962,-9,-0.0008543763052972775,-1067,0.04041972876733091,0.003921749106676198,-14425,0
234,234,-672,0.013791404999384138,-1232,-0.4795640326975481,-1236,0.0,-15,0.00030248643852481827,-326,-0.007659594464415779,-1828,0.06506727415106417,-3792,-0.9052279780377179,-4250,0.04651162790697694,-4,-0.00037950664136632284,-1075,0.04065809379727703,0.004110719770588966,-14430,0
235,235,-673,0.013853152467014018,-1222,-0.4754863813229573,-1243,0.0,-15,0.0003031466623552026,-310,-0.007296349471603184,-1850,0.06579649322473957,-3799,-0.9112497001679061,-4251,0.04648950131233598,-8,-0.0007585814526835932,-1058,0.039951665282078386,0.0041629233265212395,-14429,0
236,236,-669,0.013811755476185406,-1191,-0.46324387397899747,-1240,0.0,-15,0.0003038097745732271,-313,-0.007379986796189675,-1852,0.06581378820184758,-3785,-0.912048192771084,-4266,0.04662244128479476,3,0.00028427935184294206,-1049,0.039531202894181494,0.004363245991576448,-14377,0
237,237,-670,0.013832400850589344,-1193,-0.46402178140801187,-1244,0.0,-16,0.000324774180452736,-282,-0.006660840399650422,-1881,0.06678975961367761,-3793,-0.9181796175260222,-4266,0.04659087185872035,13,0.0012311771948102512,-1047,0.03937422436162613,0.004548493661422293,-14379,0
238,238,-677,0.013976918471416466,-1187,-0.46150855365474364,-1254,0.0,-16,0.00032548110175345535,-273,-0.006459550907413014,-1888,0.06698123248305954,-3820,-0.9289883268482493,-4281,0.04672356587793591,13,0.0012304779933742793,-1039,0.03899271935750204,0.004545993596078435,-14422,0
239,239,-674,0.013914695074115468,-1200,-0.4663816556548772,-1266,0.0,-16,0.0003261977573904007,-278,-0.006589551531241078,-1904,0.06749379652605447,-3792,-0.9264598094307357,-4268,0.0465501821434024,20,0.0018919685933214136,-1021,0.03823970037453178,0.004503985054808868,-14399,0
240,240,-680,0.01403856476320231,-1189,-0.4619269619269626,-1270,0.0,-17,0.00034734992440033086,-285,-0.006767506470686024,-1903,0.06740339319236366,-3794,-0.93127147766323,-4283,0.046682725320718876,16,0.0015125732652674362,-1017,0.03801158661932352,0.004541050702907223,-14422,0
241,241,-690,0.014245014245014564,-1162,-0.4512621359223301,-1275,0.0,-17,0.00034811811442836404,-278,-0.006612907062489411,-1928,0.06823088084368478,-3804,-0.9381011097410599,-4274,0.04655317016850197,16,0.001511715797430313,-1009,0.037635210742260394,0.004663794779845798,-14421,0
242,242,-694,0.014327298251408993,-1144,-0.4440993788819876,-1269,0.0,-17,0.0003488897098057331,-287,-0.006839195500905504,-1941,0.06869094383692553,-3816,-0.9454905847373634,-4279,0.04657617746622994,21,0.001983002832861125,-993,0.036962590731434875,0.004711133968957282,-14419,0
243,243,-703,0.014513098949193948,-1123,-0.43577803647652313,-1282,0.0,-17,0.0003496647332263958,-281,-0.006708044879446318,-1942,0.06872633329794375,-3813,-0.9492158327109781,-4253,0.04627403192288021,18,0.0016987542468858141,-984,0.03657448706512051,0.00467667303195507,-14380,0
244,244,-711,0.014677952105698,-1111,-0.4309542280837868,-1290,0.0,-19,0.0003916718202431335,-269,-0.006413007199733034,-1946,0.06886789114201786,-3822,-0.9559779889944968,-4193,0.04560186192195581,7,0.0006601905121192964,-966,0.035852137767221015,0.004452154183046231,-14320,0
245,245,-717,0.014801816680429458,-1113,-0.431562621170996,-1296,0.0,-20,0.00041320606586514597,-264,-0.006285414980239157,-1947,0.06890328060303641,-3821,-0.9602915305353101,-4233,0.04601737201995931,3,0.0002827787727401887,-950,0.03520604802846139,0.004537674903294153,-14358,0
246,246,-715,0.014760223777378845,-1103,-0.4275193798449619,-1305,0.0,-20,0.0004141301196836089,-269,-0.006395777360374666,-1947,0.06890328060303652,-3835,-0.968434343434343,-4219,0.04584623743547939,-5,-0.0004710315591145986,-939,0.034746891651865064,0.004362665083840422,-14357,0
247,247,-718,0.01482215478623472,-1092,-0.423255813953487,-1320,0.0,-19,0.0003943053999085899,-278,-0.006600973524872433,-1948,0.06893867006405485,-3843,-0.9751332149200715,-4228,0.04592457420924578,-12,-0.0011298371151491349,-914,0.03377304807301473,0.004227284118337393,-14372,0
248,248,-733,0.015131497460880938,-1089,-0.4219294846958541,-1319,0.0,-19,0.0003951911477183545,-258,-0.006117948353133736,-1946,0.06886789114201797,-3868,-0.9862315145334009,-4200,0.045601120484674795,-12,-0.0011290929619871548,-904,0.033354241227908366,0.004141319221194539,-14348,0
249,249,-730,0.015069567730481848,-1070,-0.41440743609604924,-1323,0.0,-19,0.00039607262721219616,-240,-0.005683432793407217,-1951,0.06904483844711062,-3875,-0.9928260312580068,-4167,0.045223676499316356,-10,-0.0009403799134850566,-898,0.03308403639980845,0.0041114137064707235,-14283,0
250,250,-743,0.015337613277460194,-1065,-0.41231126596980205,-1337,0.0,-20,0.00041785930677118444,-224,-0.0053017751479289485,-1961,0.06939873305729549,-3898,-1.0036045314109159,-4158,0.0451069092329221,-8,-0.0007518796992480592,-895,0.03292498988338288,0.00410506324105453,-14309,0
251,251,-744,0.015358256094791578,-1066,-0.41253869969040213,-1340,0.0,-22,0.0004606847450527862,-212,-0.005015021408463882,-1971,0.0697526276674808,-3885,-1.0051746442432088,-4186,0.0453914552157883,-1,-9.393199323692869e-05,-900,0.0330384347123821,0.004349058967832109,-14327,0
252,252,-749,0.01546115101973422,-1061,-0.4104448742746616,-1351,0.0,-24,0.0005037043255610163,-186,-0.004397578967278097,-1984,0.07021269066072111,-3869,-1.0059802392095674,-4218,0.04571911683412999,-3,-0.00028161081385524867,-890,0.032600732600732596,0.004599603675726316,-14335,0
253,253,-765,0.015791429279167657,-1058,-0.4091260634184062,-1358,0.0,-24,0.0005048486505815353,-183,-0.004324298778326532,-1994,0.07056658527090642,-3868,-1.0107133524954275,-4258,0.046133177316951546,-17,-0.0015948963317382603,-886,0.03238540829007969,0.00475786960865443,-14411,0
254,254,-767,0.015832387243265522,-1046,-0.4043293390027056,-1362,0.0,-25,0.0005270814446247662,-181,-0.0042748163718382415,-2007,0.07102664826414695,-3847,-1.010241596638655,-4248,0.0460053932876312,-1,-9.376465072669093e-05,-892,0.03253455885034845,0.004952388488829063,-14376,0
255,255,-758,0.01564660955722974,-1059,-0.4091962905718698,-1375,0.0,-25,0.000528284343765173,-171,-0.004036446039089814,-2009,0.07109742718618406,-3818,-1.00765373449459,-4251,0.0460184463497012,16,0.0014993908724580396,-896,0.032611464968152815,0.005051304370763177,-14346,0
256,256,-759,0.015666928126160995,-1049,-0.4051757435303207,-1386,0.0,-25,0.0005294927459493781,-159,-0.0037511501167810657,-2016,0.07123926640517331,-3835,-1.012140406439694,-4218,0.04564194124330456,12,0.0011238059561716196,-880,0.0319604852182756,0.004882117144439535,-14315,0
257,257,-768,0.015852374760046972,-1025,-0.39575289575289574,-1396,0.0,-25,0.000530706689027105,-174,-0.004102805941994747,-2037,0.07187466920715568,-3820,-1.008181578252838,-4242,0.045881780325563726,4,0.0003743916136278447,-867,0.03142101257565322,0.005035990191683992,-14350,0
258,258,-763,0.015745919062261193,-1023,-0.39498069498069555,-1407,0.0,-25,0.000531926211196021,-187,-0.004404663761629957,-2038,0.07180354437515413,-3826,-1.0097651095275801,-4243,0.045873245832162124,4,0.00037418147801671076,-854,0.030884958952659802,0.0048894922044887545,-14362,0
259,259,-762,0.01572203767511915,-1018,-0.39289849478965655,-1410,0.0,-25,0.0005331513510054009,-177,-0.004164705882352841,-2062,0.0725417766051012,-3812,-1.0060702032198465,-4238,0.04579987680070896,6,0.0005609049266148691,-850,0.03067484662576686,0.005026300794129135,-14348,0
260,260,-766,0.01580130783670619,-1020,-0.39351851851851727,-1426,0.0,-26,0.0005557455540355916,-190,-0.004466804589054123,-2062,0.0724347490076227,-3813,-1.006334125098972,-4221,0.04559694075962489,4,0.0003737269924319886,-848,0.030538749639873186,0.004866837016938352,-14368,0
261,261,-773,0.015942417555220967,-1021,-0.39375241033551944,-1434,0.0,-27,0.0005784557374237664,-187,-0.004392558489147769,-2070,0.07260864990003146,-3826,-1.0097651095275801,-4267,0.046074440401248196,-1,-9.337940050424542e-05,-812,0.02918029252165172,0.004872059070424206,-14418,0
262,262,-782,0.01612470874487082,-1017,-0.3920585967617587,-1441,0.0,-28,0.0006012712592335934,-207,-0.004858242583552372,-2081,0.07288456150182132,-3812,-1.006070203219847,-4253,0.045903939557474294,-11,-0.0010265982267849694,-807,0.028940290478752073,0.0048147489945961075,-14439,0
263,263,-787,0.01622446244871878,-1005,-0.3872832369942194,-1448,0.0,-27,0.0005811450710290211,-162,-0.003798893161992327,-2082,0.07282775989925838,-3805,-1.004222750065979,-4240,0.045744370960955516,-8,-0.0007461294534603091,-804,0.0287718293730318,0.004974698787252652,-14368,0
264,264,-791,0.016307597154932352,-1007,-0.3879044684129429,-1471,0.0,-26,0.0005609250949260014,-129,-0.0030224929709465817,-2079,0.07263135830072653,-3818,-1.00765373449459,-4223,0.045541308544252534,-7,-0.0006524981357196036,-801,0.02860407813448551,0.004894640237363745,-14352,0
265,265,-794,0.016369783935345605,-1011,-0.3892953407778217,-1486,0.0,-26,0.0005622351007699145,-145,-0.003394194756554114,-2076,0.07243292278706259,-3802,-1.0034309844286096,-4207,0.04534577908079668,3,0.00027948574622693734,-798,0.02845426992333744,0.004801525964416076,-14342,0
266,266,-798,0.016452590561408575,-980,-0.37721324095458053,-1511,0.0,-25,0.0005418761921276438,-156,-0.003648184092982079,-2087,0.07272537199010343,-3797,-1.0021113750329906,-4225,0.04551673615375501,-10,-0.0009310986964619072,-783,0.027877665824046716,0.004813667659649967,-14372,0
267,267,-800,0.016494165189064547,-962,-0.3701423624470954,-1511,0.0,-26,0.0005648735552271633,-140,-0.003270875192747935,-2097,0.07298228517732219,-3789,-1.0000000000000004,-4218,0.045418326693227096,-1,-9.30492230390989e-05,-771,0.027409435102563218,0.0049605685751761275,-14315,0
268,268,-806,0.016618214057442016,-964,-0.3709118891881489,-1505,0.0,-27,0.0005879790940768181,-146,-0.0034077912377750152,-2103,0.07309697601668419,-3786,-0.9992082343626283,-4254,0.04578230267547723,11,0.0010229703338604512,-788,0.02797202797202797,0.00521915178923571,-14368,0
269,269,-811,0.016721649484536028,-961,-0.3696153846153849,-1516,0.0,-27,0.0005893652318170739,-156,-0.00363772036190646,-2096,0.0727626188988405,-3756,-0.9912905779889143,-4245,0.0456623460442101,11,0.0010223998512872146,-784,0.027788608088469946,0.005208196419652422,-14341,0
270,270,-807,0.016639518340584414,-944,-0.36293733179546406,-1536,0.0,-27,0.0005907579205322033,-156,-0.0036342457775189185,-2100,0.07280796033699677,-3717,-0.9809976247030883,-4286,0.046080075689158395,0,0.0,-778,0.027534949566448308,0.005404197862631466,-14351,0
271,271,-812,0.01674295847251439,-941,-0.36164488854727184,-1532,0.0,-28,0.0006140754874224275,-139,-0.0032351161383419313,-2119,0.07340307607038932,-3686,-0.9715340010542959,-4276,0.04594885020416939,4,0.00037133308577802504,-788,0.02784747499734952,0.005679018833715355,-14317,0
272,272,-807,0.016639861437585002,-924,-0.3549750288129081,-1539,0.0,-28,0.00061388700094267,-138,-0.0032087799660520736,-2127,0.07361644689025015,-3642,-0.9586733350881813,-4279,0.04597417108967061,7,0.0006494711449247514,-816,0.028812541930016644,0.0059786462847687405,-14293,0
273,273,-820,0.01690791372840117,-933,-0.35829493087557607,-1545,0.0,-29,0.0006356164383561902,-146,-0.0033915629065230934,-2139,0.07396777093851581,-3579,-0.9408517350157739,-4305,0.0462465623925748,3,0.00027818991097916523,-821,0.028964544011289617,0.006281299841818799,-14314,0
274,274,-812,0.01674295847251439,-934,-0.35854126679462484,-1539,0.0,-29,0.000635421459716401,-159,-0.0036900369003689537,-2155,0.07445669073696581,-3502,-0.9194014176949321,-4299,0.04617516272475358,-3,-0.0002780352177942369,-812,0.02862279248475469,0.0064623217120888254,-14244,0
275,275,-813,0.016763232231592262,-935,-0.35878741366078337,-1552,0.0,-31,0.0006790353317416287,-142,-0.0032923718989104067,-2174,0.07504832919083126,-3462,-0.9077084425799682,-4291,0.04608181105490938,-9,-0.000833564879133053,-816,0.028738465873071828,0.006639823200361938,-14225,0
276,276,-822,0.016948803068104645,-925,-0.3548139624088993,-1562,0.0,-31,0.0006788271618454189,-145,-0.0033587361886453504,-2169,0.07481116131480015,-3404,-0.8913328096360305,-4282,0.04597824569692155,-1,-9.256687957037713e-05,-814,0.02864381729889498,0.006820535679169293,-14155,0
277,277,-820,0.01690756510443514,-903,-0.34624233128834314,-1557,0.0,-32,0.0007005100588866053,-153,-0.003540683143571373,-2186,0.07533255220897361,-3299,-0.86270920502092,-4266,0.045799559826077585,-11,-0.0010176704598019448,-817,0.028725124815413783,0.00720093828422419,-14044,0
278,278,-823,0.016969072164948362,-885,-0.3392104254503647,-1552,0.0,-32,0.0007002954371375658,-147,-0.0033986081890273745,-2193,0.07540487570058119,-3231,-0.8438234525985902,-4257,0.0456955775010735,-12,-0.001109467455621349,-819,0.028770154916218704,0.007520988042381993,-13951,0
279,279,-818,0.01686215497515997,-888,-0.33996937212863765,-1554,0.0,-32,0.0006997747599991611,-139,-0.0032108290406782647,-2200,0.07547428728258254,-3139,-0.8187271778821064,-4287,0.04600723323424305,-2,-0.00018480872297188533,-817,0.028681762331051464,0.007957750626607418,-13876,0
280,280,-818,0.016858332302872814,-892,-0.34097859327217117,-1570,0.0,-33,0.0007211065708105924,-151,-0.003484883452573362,-2194,0.07509840835187409,-3091,-0.8051575931232087,-4341,0.04657575399933478,-3,-0.00027705947543421594,-806,0.02827673309009271,0.008125694853181598,-13899,0
281,281,-822,0.016936929511878418,-874,-0.333587786259542,-1573,0.0,-34,0.0007423904974015461,-163,-0.003758444972215228,-2211,0.07551229508196722,-2991,-0.7780957336108214,-4307,0.0462000536336819,-8,-0.0007384160974710507,-804,0.028187778284191722,0.008394711560455681,-13787,0
282,282,-810,0.016685893210283465,-880,-0.335493709492948,-1578,0.0,-35,0.0007636585791586104,-128,-0.0029488331375124854,-2220,0.07564915150276008,-2918,-0.7581189919459597,-4287,0.04597516247345729,-3,-0.00027672723918437114,-789,0.02764347277696022,0.00860137804917871,-13648,0
283,283,-810,0.016682113067655213,-884,-0.3365055196041107,-1590,0.0,-36,0.0007848780168747682,-139,-0.0031993739354601,-2237,0.07605739154086766,-2819,-0.7314478463933556,-4253,0.045599776986747886,-2,-0.0001843827786485175,-772,0.02702986590105394,0.008726100307730467,-13542,0
284,284,-813,0.016740106247168818,-873,-0.33181299885974935,-1594,0.0,-37,0.0008060826561514522,-130,-0.002989536621823559,-2236,0.07585317864169894,-2718,-0.7043275459963727,-4260,0.04566405831278808,4,0.0003685616880124698,-724,0.025332400279916012,0.008997433497585083,-13381,0
285,285,-809,0.016653972044382903,-880,-0.33396584440227706,-1604,0.0,-36,0.0007836990595612159,-122,-0.0028050490883591017,-2238,0.0758566925397417,-2603,-0.6642000510334265,-4305,0.04613554526748975,5,0.0004604475550236131,-739,0.025840064337913915,0.009526354727164343,-13331,0
286,286,-819,0.01685670769357439,-885,-0.32985464032799117,-1607,0.0,-37,0.0008053983456680625,-127,-0.002919406004321612,-2263,0.07663912218910862,-2511,-0.630904522613065,-4322,0.04628895790939269,4,0.000368120743603928,-748,0.026142877114497254,0.009975021737926859,-13315,0
287,287,-823,0.016935898755016,-891,-0.3261346998535868,-1609,0.0,-39,0.0008488594811071337,-109,-0.002505171225005716,-2260,0.07647277772138195,-2413,-0.5971294234100464,-4339,0.0464416829892218,2,0.00018395879323035436,-749,0.026165938864628868,0.010380701657332625,-13230,0
288,288,-829,0.017055858450776396,-881,-0.31679252067601604,-1630,0.0,-39,0.0008487855837031599,-85,-0.0019531698798227436,-2261,0.07644195009804589,-2304,-0.5618141916605706,-4341,0.04643376690056478,6,0.0005515719801432173,-753,0.02629373559606102,0.010824748972477982,-13117,0
289,289,-827,0.01701156045583574,-872,-0.3082361258395201,-1639,0.0,-38,0.0008269318651668023,-84,-0.0019298366531117495,-2260,0.0763410349952709,-2181,-0.524026910139356,-4295,0.045912749740771974,2,0.00018375597206921057,-730,0.025479040871173808,0.010969194628473788,-12924,0
290,290,-822,0.016905231984205238,-872,-0.3029881862404449,-1638,0.0,-39,0.0008486193615770965,-77,-0.001768651231164986,-2269,0.07658037733301815,-2060,-0.4878048780487796,-4309,0.04603337392902157,-3,-0.0002754567991920531,-724,0.02525816355009769,0.011405547907846536,-12813,0
291,291,-825,0.01696379001912296,-873,-0.29825760163990456,-1640,0.0,-40,0.0008703030830485847,-73,-0.001676465184640815,-2274,0.07668442705874423,-1963,-0.45832360494980096,-4301,0.04591896652965355,-8,-0.0007341470129394456,-728,0.02538619799839592,0.011714859476837924,-12725,0
292,292,-824,0.01693974467035364,-862,-0.2896505376344085,-1635,0.0,-39,0.0008484532045424098,-68,-0.001561316097628218,-2273,0.07658613834697925,-1850,-0.4258747697974212,-4314,0.04605185904757836,-15,-0.001375768137209965,-737,0.025694662343548447,0.012181282909241808,-12617,0
293,293,-826,0.016980860555475763,-864,-0.2903225806451606,-1633,0.0,-38,0.0008266440427243671,-68,-0.00156102936112568,-2275,0.07658643326039383,-1736,-0.3940976163450616,-4349,0.04641904151990606,-7,-0.000641672013933281,-748,0.02607271079507817,0.012730637471762729,-12544,0
294,294,-829,0.017042534383158947,-860,-0.28897849462365643,-1631,0.0,-37,0.0008048377273119911,-81,-0.001859077346798136,-2266,0.07621930709720826,-1618,-0.362374020156774,-4352,0.04644461756827423,-3,-0.0002748259435690348,-750,0.026136957658128623,0.013091651278063998,-12427,0
295,295,-828,0.017021626510977828,-850,-0.28561827956989205,-1636,0.0,-37,0.0008047677048896862,-88,-0.002019367570792685,-2258,0.07588640564610993,-1513,-0.33429076447193884,-4350,0.046416833838405336,-12,-0.0010986998718183205,-739,0.025748231768927765,0.013319559317862328,-12311,0
296,296,-821,0.016877723871392192,-856,-0.28763440860215095,-1627,0.0,-39,0.0008482133147740267,-71,-0.0016289260559341212,-2264,0.0760241773002015,-1415,-0.3084804883366039,-4341,0.046314868555820954,-18,-0.001647144948755619,-736,0.025638346048002192,0.013641248753706536,-12188,0
297,297,-828,0.017021276595744816,-863,-0.2898891501511591,-1627,0.0,-41,0.0008916338646890454,-77,-0.0017658930373358715,-2277,0.07639401462792728,-1309,-0.2816871099634173,-4335,0.046244439466188725,-21,-0.0019204389574759562,-731,0.025458851391355786,0.013962096870743124,-12109,0
298,298,-824,0.01693904820639336,-862,-0.28955324151830686,-1628,0.0,-40,0.0008698299482450267,-76,-0.0017422401540507747,-2275,0.07607169129940483,-1204,-0.25573491928632075,-4342,0.04631269065853194,-14,-0.001279590531030106,-719,0.025035690657752796,0.014279339580544392,-11984,0
299,299,-819,0.016835916622127245,-837,-0.28115552569701086,-1627,0.0,-41,0.00089149815177203,-85,-0.0019477989871445889,-2297,0.07654880527876828,-1098,-0.23023694694904684,-4339,0.04627427559802488,-18,-0.0016442861057823777,-717,0.02495996658079791,0.014696188297336099,-11878,0
300,300,-824,0.016938351799699602,-817,-0.27443735303997263,-1639,0.0,-41,0.000891440001739352,-74,-0.0016950317245803016,-2293,0.07616168997243167,-995,-0.20604680057983016,-4314,0.04599049060787619,-18,-0.0016433853738702098,-719,0.025012175607041,0.015007539286625238,-11734,0
301,301,-819,0.016835224469659682,-797,-0.26762928139691144,-1640,0.0,-40,0.0008696408383338516,-57,-0.0013050944476245031,-2293,0.07590704449152541,-886,-0.1811860940695298,-4307,0.04589825017583493,-10,-0.0009124087591241281,-722,0.025098202801821567,0.015456833139759985,-11571,0
302,302,-833,0.01712265411416458,-773,-0.2595701813297504,-1633,0.0,-40,0.0008695841213938182,-56,-0.001281699166895578,-2267,0.07479873300778672,-777,-0.15693799232478334,-4297,0.04577412276029569,-13,-0.0011854824001459874,-737,0.025600944838126916,0.015866926709756535,-11426,0
303,303,-843,0.017327852004111244,-773,-0.2595701813297504,-1623,0.0,-39,0.0008477892265553733,-41,-0.0009380004575612021,-2263,0.07441875760465655,-674,-0.13450409099980032,-4272,0.045490847522601685,-3,-0.0002734232592052077,-739,0.02565170606407724,0.01624094057014014,-11270,0
304,304,-839,0.017245277589361008,-762,-0.25587642713230396,-1610,0.0,-39,0.0008477339419628027,-10,-0.000228686425173711,-2234,0.07322189446083249,-570,-0.11238170347003162,-4251,0.04524988024908183,3,0.0002732738203680696,-750,0.02601456815816855,0.016620694760489996,-11062,0
305,305,-828,0.017018827591877228,-756,-0.25377643504531777,-1601,0.0,-40,0.0008694140149537732,11,0.00025145730940678845,-2252,0.07376834381551367,-453,-0.08825248392752671,-4294,0.045690086294038146,3,0.0002730996813838371,-764,0.02648088454472991,0.017313148599700234,-10974,0
306,306,-830,0.01705958522598794,-739,-0.24806982208794892,-1603,0.0,-39,0.0008476049726160451,1,2.285035303795785e-05,-2220,0.07267489442498443,-362,-0.06970922395532453,-4292,0.04565228952826683,8,0.0007278682558455318,-767,0.02656921158376052,0.017532578186038927,-10843,0
