,Day,Tierkidi sim,Tierkidi error,Pugnido sim,Pugnido error,Jewi sim,Jewi error,Kule sim,Kule error,Kakuma sim,Kakuma error,Khartoum sim,Khartoum error,West_Kordofan sim,West_Kordofan error,Adjumani sim,Adjumani error,Rhino sim,Rhino error,Kiryandongo sim,Kiryandongo error,Total error,refugees in camps (simulation),refugee_debt
112,112,-50,0.0016194331983804267,-1025,-0.6972789115646256,-91,0.0,0,0.0,-892,0.026934806896759977,-182,0.0094890510948904,-1145,-0.14457469191463768,-1802,0.026530431966078738,-73,-0.007428513279739646,-444,0.02468723936613837,0.009254067707114233,-5704,0
113,113,-52,0.0016421398345227711,-1048,-0.6940397350993377,-97,0.0,0,0.0,-876,0.02639746873587462,-185,0.009527733429468777,-1188,-0.1947700631199279,-1861,0.027337093836300674,-37,-0.0037662866449510446,-464,0.025636775512459353,0.00868700838447567,-5808,0
114,114,-55,0.0016944975044673738,-1084,-0.6989039329464859,-97,0.0,0,0.0,-876,0.02634269561556507,-193,0.009820383656439113,-1214,-0.23985572587917037,-1878,0.027524549318481584,-5,-0.0005091131249362335,-480,0.02635480151540115,0.008031870117475415,-5882,0
115,115,-56,0.0016842105263159546,-1104,-0.6939032055311123,-101,0.0,0,0.0,-962,0.028868949374306063,-202,0.010155857214680597,-1249,-0.28343853321310486,-1913,0.027974379971923424,0,0.0,-506,0.027609537840344922,0.00793464956628176,-6093,0
116,116,-61,0.0017919567580270135,-1112,-0.6813725490196079,-105,0.0,0,0.0,-942,0.02821034978437953,-215,0.01107049070593702,-1282,-0.3330327622482717,-1935,0.028232513350258226,1,0.0001018744906275959,-523,0.02836071796540307,0.007168306752629694,-6174,0
117,117,-64,0.0018373381563459024,-1115,-0.6668660287081338,-111,0.0,0,0.0,-902,0.026956755625952733,-230,0.012135282013401416,-1298,-0.3835287045386235,-1994,0.029028125545915162,-1,-0.00010190563538181596,-525,0.02829426030719484,0.006402332731133775,-6240,0
118,118,-65,0.0018245614035088398,-1137,-0.663747810858144,-113,0.0,0,0.0,-901,0.026871458395466674,-242,0.013091695969705275,-1336,-0.40156296964232047,-1983,0.028803416320483333,-3,-0.0003058103975535076,-504,0.02699662542182224,0.005820899450014516,-6284,0
119,119,-69,0.001894771528998418,-1143,-0.6520250998288646,-116,0.0,0,0.0,-895,0.02663769755052231,-252,0.01398679025364924,-1370,-0.41178238653441546,-2023,0.029318840579710237,3,0.0003059039461608126,-524,0.027897566948836827,0.005962181833436442,-6389,0
120,120,-75,0.002015695549344332,-1155,-0.6438127090301005,-118,0.0,0,0.0,-910,0.027028632529404795,-264,0.015043592227477198,-1381,-0.4150886684700932,-2038,0.029470457240362125,8,0.0008159102498725979,-517,0.02735884002751765,0.006050093520443944,-6450,0
121,121,-79,0.002078947368421069,-1185,-0.6457765667574931,-119,0.0,0,0.0,-935,0.02771520037941666,-271,0.01586558164041918,-1406,-0.4226029455966336,-2044,0.029491119479432726,11,0.0011222199551110812,-521,0.02740518647099044,0.0059916398144725935,-6549,0
122,122,-81,0.0020881132221391985,-1178,-0.6282666666666668,-124,0.0,0,0.0,-949,0.028072770300251404,-282,0.016974658400048193,-1436,-0.431620078148482,-2084,0.030001583576868218,16,0.0016328196754772373,-533,0.027869281045751593,0.006260438386290312,-6651,0
123,123,-85,0.002147386504307347,-1211,-0.632045929018789,-131,0.0,0,0.0,-981,0.02896026450965339,-295,0.01827191080829982,-1441,-0.4331229335737903,-2148,0.030854532657253353,8,0.0008166598611678011,-531,0.027600187119912745,0.006537569057918247,-6815,0
124,124,-89,0.002204334365324967,-1246,-0.6370143149284253,-134,0.0,0,0.0,-985,0.029019238134519676,-308,0.019646616061746447,-1482,-0.44544634806131644,-2177,0.03120207536082331,4,0.0004084133142741031,-550,0.0284193665064848,0.006441945251189574,-6967,0
125,125,-93,0.0022591458970994127,-1276,-0.6389584376564845,-137,0.0,0,0.0,-1008,0.029636598847465556,-311,0.02044841869945435,-1514,-0.4550646227832882,-2192,0.03134787272077222,6,0.0006128076805229088,-567,0.029126213592232997,0.006413742855090443,-7092,0
126,126,-99,0.00235950235950233,-1293,-0.6347569955817374,-142,0.0,0,0.0,-1048,0.030750271412223862,-325,0.02204735092598875,-1543,-0.4637811842500752,-2168,0.030936514505058632,11,0.0011238250919493598,-572,0.02921199121597473,0.0063652910139474494,-7179,0
127,127,-104,0.0024327485380117864,-1291,-0.6212704523580368,-146,0.0,0,0.0,-1009,0.029546120058565217,-337,0.02361101380228403,-1547,-0.4649834685903216,-2201,0.03133854455882579,9,0.0009197751660705578,-578,0.029347550139629308,0.0063884742550601725,-7204,0
128,128,-109,0.0025033876116762332,-1283,-0.6057601510859301,-154,0.0,0,0.0,-1102,0.03220433092726266,-349,0.025280695400217268,-1596,-0.47971145175834096,-2193,0.031156321479818727,11,0.0011243994684654868,-585,0.029532030895047745,0.0066805760727756125,-7360,0
129,129,-115,0.0025940044661989514,-1281,-0.5933302454840204,-161,0.0,0,0.0,-1104,0.032198792545279575,-360,0.026992577041313637,-1619,-0.4866245867147581,-2215,0.031400178619526264,4,0.00040899795501014857,-596,0.029915173417658036,0.006742982593696101,-7447,0
130,130,-125,0.0027700831024931594,-1305,-0.593451568894952,-167,0.0,0,0.0,-1136,0.033065548957969565,-371,0.028828968839847535,-1633,-0.49083258190562074,-2235,0.03161468279227675,-2,-0.00020456172650090698,-589,0.029395618106503152,0.006799909267333759,-7563,0
131,131,-130,0.0028312570781425794,-1336,-0.5964285714285713,-172,0.0,0,0.0,-1144,0.03323166303558467,-384,0.030965244738327513,-1667,-0.5010519987977156,-2302,0.03249163714378467,-9,-0.0009208103130755041,-577,0.028633814699022486,0.006796160395412976,-7721,0
132,132,-133,0.0028474779481032497,-1340,-0.5877192982456139,-176,0.0,0,0.0,-1178,0.0341508668174175,-393,0.03293388083465998,-1693,-0.5088668470093178,-2321,0.03268875962987483,-8,-0.0008186655751125649,-583,0.028768813224771872,0.006962589222252125,-7825,0
133,133,-136,0.0028631578947367897,-1364,-0.5876777251184833,-182,0.0,0,0.0,-1174,0.033966958886670784,-410,0.035761011774967155,-1722,-0.5175834084761047,-2367,0.03326447152072176,-10,-0.0010236462278636616,-605,0.029687423327935614,0.0070530374449448985,-7970,0
134,134,-139,0.002878323531848026,-1365,-0.577900084674005,-195,0.0,0,0.0,-1192,0.03441903441903435,-422,0.033196979232221535,-1743,-0.5238954012623986,-2393,0.033557235209154324,2,0.00020479213598201262,-607,0.029619870199580456,0.007156410951477343,-8054,0
135,135,-143,0.0029550949556735873,-1377,-0.5819949281487744,-201,0.0,0,0.0,-1190,0.0342929598570646,-430,0.030804498889605236,-1760,-0.5290051097084462,-2405,0.03365283705310296,6,0.0006145651951245945,-637,0.030911826078517057,0.007200152508321955,-8137,0
136,136,-147,0.0030314903796579973,-1371,-0.5782370307886967,-209,0.0,0,0.0,-1213,0.034886396318665525,-440,0.028934043532583886,-1774,-0.5332131048993088,-2472,0.03451549846411617,-8,-0.0008195881569511565,-651,0.03141740263500803,0.007567824383811317,-8285,0
137,137,-150,0.003087054949578061,-1375,-0.5789473684210524,-217,0.0,0,0.0,-1200,0.03436032527774599,-446,0.027105870912847885,-1796,-0.5398256687706644,-2545,0.03524100973455002,-16,-0.001639680262348897,-643,0.030914947834030482,0.007579973518067162,-8388,0
138,138,-150,0.0030807147258163914,-1366,-0.573949579831933,-226,0.0,0,0.0,-1213,0.03458007868179491,-468,0.026437690656423096,-1812,-0.5446348061316502,-2557,0.03511639085353302,-17,-0.0017426960533060143,-642,0.030750071845962235,0.00763916913946594,-8451,0
139,139,-150,0.0030744635061181746,-1380,-0.5788590604026846,-237,0.0,0,0.0,-1207,0.03425862851952771,-480,0.02533115203968561,-1825,-0.5485422302374514,-2569,0.03499380218762349,-29,-0.0029737489745690904,-650,0.03101588967886615,0.007448203267811038,-8527,0
140,140,-152,0.003109083842991245,-1411,-0.5906236919213061,-248,0.0,0,0.0,-1184,0.03345861474552789,-495,0.02450859038471087,-1849,-0.5557559362789299,-2565,0.0346570104443934,-35,-0.003589743589743566,-661,0.0314223236356721,0.007042319034727851,-8600,0
141,141,-159,0.003245692822732349,-1414,-0.5906432748538013,-256,0.0,0,0.0,-1155,0.032497678737233054,-503,0.02345644469315422,-1866,-0.5608656447249774,-2563,0.034352423970298585,-38,-0.0038986354775829013,-690,0.03267819085957846,0.006888771210830424,-8644,0
142,142,-158,0.003218709256844865,-1437,-0.5992493744787322,-260,0.0,-1,0.0,-1151,0.03224541252276225,-516,0.022739291380222015,-1918,-0.5764953411481815,-2616,0.034783996170569154,-41,-0.0042077175697864955,-687,0.032414834387090696,0.006706330210399125,-8785,0
143,143,-159,0.003232561449163507,-1457,-0.6063254265501455,-273,0.0,-1,0.0,-1130,0.0315202231520223,-531,0.023260907657263186,-1947,-0.5852119026149682,-2635,0.0347602400897038,-45,-0.004619648906683205,-692,0.03252949748507494,0.0064605696552851866,-8870,0
144,144,-166,0.0033680280804267992,-1465,-0.6086414624013294,-282,0.0,-1,0.0,-1125,0.031269108899883324,-541,0.023558613481971746,-1988,-0.5975353171024949,-2674,0.03499862570841461,-28,-0.0028750385049799987,-688,0.03222180591982016,0.006457235490411328,-8958,0
145,145,-176,0.0035637630097598016,-1476,-0.6119402985074627,-288,0.0,-1,0.0,-1120,0.031018915999667634,-562,0.0243290043290042,-2011,-0.604448452058912,-2756,0.03579174296437704,-22,-0.0022596548890714274,-678,0.0315598380114509,0.006713037851827863,-9090,0
146,146,-183,0.0036980156003717513,-1477,-0.6110881257757552,-301,0.0,-1,0.0,-1095,0.030218567170769456,-585,0.02517645033568583,-2050,-0.6161707243763153,-2783,0.0358638642250545,-11,-0.0011301756909484206,-702,0.03247894882946245,0.006742738589211705,-9188,0
147,147,-195,0.003932640919632857,-1472,-0.6080132176786448,-314,0.0,-1,0.0,-1085,0.029836381135707413,-593,0.025372240287523606,-2076,-0.6239855725879169,-2775,0.03548774873395055,4,0.0004110996916754095,-708,0.03255920901356635,0.006661000885463619,-9215,0
148,148,-195,0.003924725772365911,-1483,-0.6112943116240728,-319,0.0,-1,0.0,-1074,0.02943030170169625,-612,0.026033690658499142,-2089,-0.6278929966937177,-2840,0.03604335355483923,9,0.0009251644736842923,-710,0.03245565916986659,0.006854501255330159,-9314,0
149,149,-201,0.004037441748352744,-1491,-0.6135802469135805,-328,0.0,-1,0.0,-1085,0.029627000163835876,-627,0.02651835560818816,-2120,-0.6372107003306282,-2862,0.03604897218863379,12,0.001233933161953804,-719,0.032671422729131594,0.006900776006803833,-9422,0
150,150,-203,0.004069441103359939,-1501,-0.6164271047227925,-343,0.0,-1,0.0,-1118,0.030420940926777496,-634,0.02666105971404531,-2149,-0.645927261797415,-2889,0.03611701462682837,15,0.0015428924089694318,-745,0.03365254313849486,0.007060567388949557,-9568,0
151,151,-200,0.004001360462557391,-1493,-0.6118852459016391,-349,0.0,-1,0.0,-1091,0.029582429501084584,-642,0.026891178688112638,-2171,-0.6525398256687707,-2939,0.036469449545838195,17,0.0017491511472373933,-772,0.03466702591045845,0.007189628077527654,-9641,0
152,152,-211,0.004213006409360509,-1506,-0.6162029459901801,-364,0.0,-1,0.0,-1093,0.029611768849394426,-654,0.027285243439442386,-2194,-0.6594529606251875,-2978,0.036681201192323876,18,0.0018524235875270745,-767,0.03424107142857147,0.007198841925429411,-9750,0
153,153,-212,0.004224622374556564,-1502,-0.6133115557370354,-366,0.0,-1,0.0,-1083,0.029316225434464882,-677,0.028133311170212782,-2212,-0.6648632401562968,-3007,0.03676758290130089,5,0.0005147210212065878,-774,0.03435266965514183,0.007259960258535925,-9829,0
154,154,-219,0.004355435344656211,-1534,-0.6253567060741947,-372,0.0,-1,0.0010626992561103554,-1114,0.030129280034618927,-696,0.02881033198112437,-2235,-0.6717763751127142,-3015,0.0365978004903984,9,0.000926784059314123,-771,0.03402171035213142,0.007230881532053757,-9948,0
155,155,-223,0.0044262718088168285,-1528,-0.6216436126932465,-383,0.0,-1,0.0005310674455656361,-1156,0.031239021753817126,-719,0.02964581701232838,-2284,-0.6865043582807333,-2993,0.036068932272836696,0,0.0,-770,0.0337808195139071,0.007099961667873411,-10057,0
156,156,-232,0.004595788514490606,-1539,-0.6251015434606009,-393,0.0,-1,0.00041528239202659467,-1170,0.0315900315900316,-732,0.030064070970921564,-2290,-0.6883077847911034,-3014,0.03606212161095024,1,0.00010801468999788177,-783,0.03405680483667517,0.007253380813090904,-10153,0
157,157,-235,0.00464610517991304,-1555,-0.6303202269963519,-399,0.0,-1,0.00034094783498117565,-1179,0.03180640984137262,-744,0.030438162255042367,-2306,-0.693116922152089,-3070,0.03647120319330921,-7,-0.0007948223004428101,-786,0.0338953814308508,0.007375838642980859,-10282,0
158,158,-233,0.00459747434885549,-1569,-0.6347087378640774,-404,0.0,-1,0.00028918449971082616,-1279,0.03447439353099735,-763,0.03119251052696126,-2342,-0.7039374812143074,-3072,0.03624222833075752,-12,-0.001331114808652334,-772,0.03300979176465557,0.0075126852507509945,-10447,0
159,159,-245,0.00482482916166127,-1579,-0.6377221324717284,-419,0.0,-1,0.0002510670348984112,-1250,0.03366459292774235,-784,0.03202745210180158,-2376,-0.714156898106402,-3119,0.03654364381956654,-7,-0.0007588898525585641,-776,0.03290226839092647,0.007464611748649763,-10556,0
160,160,-246,0.004835000687906543,-1586,-0.6392583635630797,-437,0.0,-1,0.0002218278615794267,-1261,0.0339325117055056,-796,0.03249377474792803,-2381,-0.7156597535317103,-3154,0.03670130444395303,-13,-0.0013781405703381377,-778,0.032712441660009195,0.007516311511650442,-10653,0
161,161,-251,0.004923692573266969,-1601,-0.6442655935613679,-453,0.0,-2,0.0003972983710768263,-1236,0.03323116631714795,-810,0.0330409953089944,-2397,-0.720468890892696,-3204,0.037030188155887434,-1,-0.00010371292262995047,-793,0.033067845377590555,0.007567301378857527,-10748,0
162,162,-265,0.005188143623477748,-1605,-0.6445783132530123,-460,0.0,-2,0.00035977693829836177,-1287,0.03457353928811281,-820,0.03342436717890207,-2442,-0.7339945897204689,-3204,0.03678065915900408,3,0.00030453761039467286,-799,0.03304520451631576,0.007633898912994708,-10881,0
163,163,-277,0.005412587685874604,-1610,-0.6452905811623244,-475,0.0,-2,0.00032873109796183186,-1272,0.03414123520412271,-841,0.03425522381980384,-2443,-0.7342951608055304,-3234,0.0370982173583867,-1,-9.94035785285563e-05,-786,0.03317715588198045,0.007660201126045596,-10941,0
164,164,-285,0.005558047467675631,-1610,-0.6442577030812324,-487,0.0,-2,0.00030261764260841595,-1294,0.034702853464921635,-858,0.03492205624974565,-2453,-0.7373008716561471,-3245,0.03719751940117155,-2,-0.00019862945674842258,-789,0.033208468369880895,0.007788869336750048,-11025,0
165,165,-283,0.005508408595453207,-1607,-0.6417731629392964,-497,0.0,-2,0.00028034763106243865,-1307,0.03502143622722398,-882,0.03587261560987498,-2500,-0.751427712654043,-3256,0.037296250902051464,-9,-0.0008930343322087197,-806,0.03382717085659148,0.007771141303030027,-11149,0
166,166,-296,0.005750252544875489,-1626,-0.6483253588516749,-505,0.0,-2,0.0002610966057440267,-1316,0.03520693437491641,-898,0.036496647022962736,-2509,-0.7541328524195972,-3277,0.03750972940799402,2,0.00019827500743535564,-810,0.03389830508474578,0.007897672582873216,-11237,0
167,167,-307,0.005963944362421536,-1621,-0.6450457620374048,-515,0.0,-1,0.00012054001928640812,-1345,0.03592606442651845,-907,0.03683547902367701,-2511,-0.7547339945897207,-3316,0.037928352472891946,-7,-0.0006932752302664102,-826,0.034469807620080783,0.008219584927015022,-11356,0
168,168,-313,0.006080503535628168,-1632,-0.64813343923749,-526,0.0,-1,0.00011194447554041531,-1355,0.03613526054722918,-912,0.0370114849235017,-2506,-0.7532311391644126,-3339,0.038165670328163204,-3,-0.0002968533544429608,-836,0.03478984602580104,0.008355465250224015,-11423,0
169,169,-321,0.00623591576657101,-1626,-0.6447264076130055,-544,0.0,-1,0.00010449320794136963,-1361,0.036238251191522255,-928,0.037633318463846765,-2515,-0.7559362789299668,-3343,0.03818520337647213,-11,-0.0010874938210578833,-833,0.03456861850022819,0.008334994220113967,-11483,0
170,170,-324,0.006294195353174437,-1606,-0.6355362089434113,-555,0.0,-1,9.797198001382235e-05,-1362,0.03620703405375224,-956,0.03874052761680913,-2554,-0.7676585512473701,-3390,0.03869553802778314,-4,-0.00039510075069149053,-849,0.03513491143850356,0.008592676163765356,-11601,0
171,171,-330,0.006410754526381068,-1612,-0.6369024101145797,-576,0.0,-1,9.221689413496659e-05,-1382,0.03668117634568424,-973,0.039400688398461226,-2580,-0.775473399458972,-3464,0.039513157744647254,6,0.000592066311426942,-850,0.03507903099335574,0.008860523950732668,-11762,0
172,172,-335,0.006507887170720261,-1611,-0.6352523659306002,-582,0.0,-1,8.710042679216379e-05,-1366,0.03619885520457922,-981,0.0397005261027924,-2617,-0.7865945296062522,-3483,0.0397027141017019,14,0.001380262249827513,-853,0.035104325280875814,0.008771479866632514,-11815,0
173,173,-343,0.00666329940166277,-1622,-0.6383313656040932,-591,0.0,-1,8.252186829516006e-05,-1318,0.0348502075676248,-1003,0.040566228513650104,-2643,-0.7944093778178545,-3522,0.04011983551095277,17,0.0016745468873129998,-852,0.03496675695641471,0.00865082517075555,-11878,0
174,174,-344,0.006682725930530764,-1623,-0.6387249114521842,-598,0.0,-1,7.87587619122121e-05,-1318,0.03477297311558446,-1029,0.041590881532678314,-2662,-0.8001202284340247,-3513,0.03998998258335518,31,0.0030508808188169922,-849,0.034748086604182826,0.008631029373721288,-11906,0
175,175,-343,0.006663299401663214,-1631,-0.6418732782369152,-609,0.0,-1,7.531821947748263e-05,-1328,0.03495932819122327,-1041,0.04205041202132809,-2679,-0.8052299368800719,-3533,0.040190201007883175,21,0.002064693737095613,-846,0.03453061224489784,0.00857225465144451,-11990,0
176,176,-341,0.006624446343927226,-1625,-0.6392604248623126,-616,0.0,-2,0.0001443313848595862,-1283,0.033700191746998995,-1050,0.042388276613782194,-2737,-0.822663059813646,-3567,0.040549296895426634,17,0.0016704333300578966,-854,0.03476207921195096,0.00831921481568032,-12058,0
177,177,-347,0.006741005517134413,-1635,-0.6431943351691585,-621,0.0,-2,0.00013854253255762838,-1242,0.0325514349364434,-1063,0.04288538346713999,-2763,-0.8304779080252485,-3589,0.040771581446601646,2,0.00019640577432977757,-837,0.033976050334889374,0.00800953534600568,-12097,0
178,178,-356,0.006915844276944583,-1643,-0.6463414634146345,-630,0.0,-2,0.00013319126265298742,-1239,0.032401474933967944,-1083,0.043665833400532206,-2757,-0.8286744815148788,-3597,0.04083555656468185,-23,-0.0022573363431150906,-867,0.035132506686117115,0.008093546064701918,-12197,0
179,179,-367,0.007129536094490629,-1650,-0.6488399528116395,-637,0.0,-2,0.0001282380097462621,-1182,0.030843096834799022,-1103,0.04444533988797994,-2768,-0.8319807634505563,-3647,0.04137594590608451,-42,-0.004119262455865025,-839,0.03393875652279432,0.007883708545893708,-12237,0
180,180,-371,0.007207242209961939,-1646,-0.6472670074714904,-651,0.0,-1,5.54692700243109e-05,-1154,0.030065393533595608,-1118,0.04502073853340305,-2782,-0.836188758641419,-3678,0.04169973469989352,-57,-0.005587139776514594,-854,0.03448415101958413,0.007793428306190009,-12312,0
181,181,-373,0.007246095267697372,-1661,-0.653165552497051,-669,0.0,-4,0.0001955034213096951,-1135,0.029524230679187413,-1153,0.04640212491951057,-2781,-0.8358881875563566,-3747,0.04245411284840239,-65,-0.006367554858934199,-856,0.03450499838761689,0.007913062226475476,-12444,0
182,182,-373,0.007246095267697372,-1671,-0.6570979158474244,-685,0.0,-4,0.00017473353136465697,-1148,0.02981508414710165,-1169,0.04701765675903924,-2794,-0.8397956116621583,-3747,0.04242623247809041,-59,-0.005776385353436497,-879,0.03536938676967638,0.007906692785095926,-12529,0
183,183,-381,0.007401507498640214,-1679,-0.6599842767295598,-699,0.0,-4,0.00015794669299118436,-1126,0.029198215952702,-1184,0.04759033723220396,-2809,-0.8443041779380827,-3762,0.042567636375980156,-56,-0.005478915957342623,-888,0.03566981321550511,0.007796504554760997,-12588,0
184,184,-395,0.007673478902789577,-1682,-0.6611635220125791,-708,0.0,-4,0.00015737498524603932,-1117,0.02891984258492132,-1202,0.048284727243512404,-2870,-0.8626390141268412,-3802,0.042992028043195574,-46,-0.0044978977217171034,-894,0.03584890528510709,0.007810821025485137,-12720,0
185,185,-401,0.007790038075996764,-1674,-0.658018867924528,-730,0.0,-4,0.00015680740130941118,-1111,0.028719141786222036,-1219,0.04893617021276597,-2922,-0.8782687105500453,-3816,0.04312156756390262,-28,-0.0027362454803089298,-917,0.03670642862861251,0.007824992596979552,-12822,0
186,186,-416,0.008081436009013787,-1676,-0.658805031446541,-751,0.0,-5,0.00019530487090368975,-1078,0.027822944896115698,-1233,0.04949819349658757,-2964,-0.8908926961226333,-3863,0.04362408528322337,-17,-0.0016603183904677632,-916,0.03660339660339673,0.00777682041572525,-12919,0
187,187,-424,0.008236848239956407,-1672,-0.6569744597249509,-764,0.0,-5,0.00017433143893186287,-1038,0.026748440962737652,-1240,0.04977920513849876,-3002,-0.9023143973549748,-3844,0.043381108227062315,-4,-0.00039039625219583485,-909,0.03625992261358646,0.007373844411152186,-12902,0
188,188,-430,0.008353407413163705,-1662,-0.6530451866404716,-779,0.0,-5,0.000157420817329057,-1064,0.026924439495925927,-1254,0.05034122842232036,-3051,-0.9170423805229937,-3823,0.04311540673741665,7,0.0006827936012485103,-914,0.03639694170117869,0.0072233770818996845,-12975,0
189,189,-430,0.00835340741316315,-1674,-0.6577603143418465,-782,0.0,-5,0.0001435049652716014,-1070,0.026596405756754815,-1259,0.050541951023685416,-3060,-0.9197475202885483,-3881,0.04374091313805273,34,0.0033144862546303777,-936,0.03720782318333593,0.007457224874943158,-13063,0
190,190,-444,0.008625378817312734,-1670,-0.656188605108055,-780,0.0,-5,0.0001318461092212342,-1052,0.026321056845476372,-1268,0.05090325170614207,-3098,-0.9311692215208895,-3919,0.044140339021231156,37,0.0036048324240060547,-959,0.038057065756577746,0.007510627749237941,-13158,0
191,191,-459,0.00891677675032998,-1659,-0.6516103692065993,-805,0.0,-5,0.00012193932299298105,-1032,0.02599168870419344,-1286,0.05162585307105583,-3130,-0.9407874962428613,-3955,0.04451623069650168,28,0.002726122091325278,-995,0.039418429601457916,0.007538501696685018,-13298,0
192,192,-462,0.00897505633693374,-1657,-0.6508248232521598,-827,0.0,-4,9.07358678887693e-05,-1037,0.02629177019420914,-1296,0.05202729827378583,-3144,-0.944995491433724,-4010,0.04510584688758412,15,0.0014595699133990725,-996,0.03938938543067305,0.007552110249784638,-13418,0
193,193,-471,0.009149895096744354,-1670,-0.6559308719560097,-840,0.0,-5,0.00010601081310279703,-1023,0.026110260336906565,-1306,0.052428743476515605,-3165,-0.9513074842200178,-4074,0.045795348523510304,12,0.0011669746183020635,-1021,0.040309526629555115,0.007630202914962636,-13563,0
194,194,-473,0.009188748154479676,-1679,-0.659465828750982,-844,0.0,-5,9.9510408788972e-05,-1034,0.026273662812857257,-1322,0.05307105580088323,-3222,-0.9684400360685301,-4088,0.04592278052999921,13,0.0012634852755368797,-1039,0.040949040318448704,0.007516667172498881,-13693,0
195,195,-478,0.00928588079881898,-1672,-0.6564585787200623,-860,0.0,-5,9.949258780239667e-05,-1065,0.026940881839568998,-1341,0.053833801686070215,-3239,-0.9735497445145773,-4140,0.046476643802552786,-2,-0.00019425019425034495,-1030,0.040525653131885386,0.007701248168174191,-13832,0
196,196,-486,0.009441293029761377,-1679,-0.6592069100903029,-862,0.0,-7,0.00013926191186686143,-1067,0.0268718362001662,-1355,0.05439582496989159,-3245,-0.9753531710249481,-4197,0.04708535271944003,2,0.00019413706076498727,-1042,0.040928551789151224,0.007976333511707012,-13938,0
197,197,-486,0.009441293029761377,-1675,-0.657636435021594,-879,0.0,-6,0.00011934361014398487,-1105,0.027706040167489905,-1369,0.054957848253713415,-3278,-0.9852720168319808,-4231,0.04743592618337561,-9,-0.0008731082654247491,-1047,0.04105399364780615,0.008079402063727481,-14085,0
198,198,-490,0.009518999145232687,-1660,-0.6517471535139383,-904,0.0,-6,0.00011931987670277255,-1109,0.027684165855363374,-1391,0.055841027699719215,-3288,-0.9882777276825965,-4230,0.047393895935105124,0,0.0,-1046,0.040945744930713235,0.008128524739937526,-14124,0
199,199,-487,0.00946071955862926,-1667,-0.6542386185243325,-918,0.0,-6,0.0001192961526992331,-1083,0.02691686342736421,-1403,0.05632276194299468,-3313,-0.9957920048091373,-4284,0.047967215684518116,-8,-0.0007751186900493146,-1050,0.041031652989449,0.008076828863170404,-14219,0
200,200,-490,0.009518999145232798,-1660,-0.6514913657770798,-928,0.0,-6,0.00011927243812737132,-1080,0.02672539655044426,-1420,0.057005218787635537,-3363,-1.0108205590622181,-4274,0.04782418959594498,-19,-0.0018398373196474305,-1044,0.04072874809815463,0.00785770316386536,-14284,0
201,201,-496,0.009635558318439763,-1634,-0.6412872841444268,-939,0.0,-6,0.00011924873298219119,-1048,0.025821075713898578,-1441,0.05784825371336799,-3386,-1.0177336940186357,-4265,0.04769199803193619,-15,-0.0014516597309591206,-1059,0.04124313588035988,0.00783989336941271,-14289,0
202,202,-498,0.009674411376175307,-1612,-0.6326530612244889,-946,0.0,-5,9.935617200518276e-05,-997,0.024458454971420185,-1468,0.058932155760738625,-3411,-1.0252479711451756,-4251,0.047505168463988445,-1,-9.671179883952163e-05,-1056,0.041097489784004626,0.007712434921102296,-14245,0
203,203,-502,0.009752117491646617,-1587,-0.6225970969007459,-956,0.0,-5,9.933643263004832e-05,-929,0.02269229829746699,-1478,0.059333600963468514,-3439,-1.033663961526901,-4262,0.04759724378231672,6,0.0005799342741156233,-1081,0.042039355992844474,0.0076252431987913205,-14233,0
204,204,-501,0.009732690962778845,-1594,-0.6253432718713214,-974,0.0,-7,0.00013904338153503115,-916,0.02227897361060438,-1489,0.05977519068647141,-3447,-1.0360685302073942,-4262,0.047566433410341225,18,0.0017387944358577268,-1104,0.04290211013096035,0.007621732290828298,-14276,0
205,205,-501,0.009732690962778512,-1581,-0.6202432326402514,-970,0.0,-7,0.00013901576835995133,-849,0.020635345016163164,-1511,0.06065837013247699,-3461,-1.0402765253982569,-4264,0.04755796964052694,35,0.0033790307009074483,-1124,0.043647095371233235,0.007608637589808009,-14233,0
206,206,-508,0.00986867666485336,-1534,-0.6018046292663795,-983,0.0,-7,0.00013898816615032228,-859,0.02086420052949889,-1528,0.061340826977117624,-3492,-1.0495942290351663,-4314,0.04808453247433597,28,0.002701398938736055,-1115,0.043265686236467316,0.007842482896712855,-14312,0
207,207,-510,0.009907529722589237,-1536,-0.6023529411764703,-996,0.0,-9,0.00017866359629981066,-837,0.020315533980582605,-1537,0.060885755030898436,-3550,-1.0670273519687408,-4377,0.04875522138680033,42,0.004049754122071314,-1111,0.04307871267933305,0.007800551136761258,-14421,0
208,208,-517,0.010043515424664085,-1510,-0.5921568627450977,-1017,0.0,-10,0.00019847570657338665,-789,0.019137479382943638,-1547,0.06048166392993959,-3578,-1.0754433423504666,-4407,0.04905769594692366,34,0.0032764768237447672,-1115,0.04320198380409934,0.00769891070727502,-14456,0
209,209,-525,0.010198927655606593,-1509,-0.591764705882353,-1036,0.0,-10,0.000198440259559729,-748,0.01813025668371437,-1565,0.06039672738499524,-3610,-1.085061617072438,-4402,0.04897041973056254,18,0.0017336030049119322,-1109,0.042937896856125146,0.007381642897244967,-14496,0
210,210,-548,0.01064573781956657,-1475,-0.5784313725490198,-1054,0.0,-10,0.00019840088883604778,-704,0.017052198134915875,-1574,0.05996875833428583,-3643,-1.09498046287947,-4410,0.04902778241003242,15,0.001443695861405192,-1111,0.04298371184276706,0.00729747838951289,-14514,0
