Date,Refugees
2022-08-01,0
2022-08-28,72
2022-09-01,315
2022-09-28,579
2022-10-01,1033
2022-10-28,959
2022-11-01,1218
2022-11-28,3201
2022-12-01,4597
2022-12-28,5382
2023-01-01,7409
2023-01-28,8941
2023-02-01,9539
2023-02-28,15348
2023-03-01,10053
2023-03-28,15276
2023-04-01,17032
2023-04-28,19368
2023-05-01,21476
2023-05-28,24341
2023-06-01,35637
2023-06-28,22308
2023-07-01,34217
2023-07-28,32045
