Date,Refugees
2022-08-01,0
2022-08-28,69
2022-09-01,209
2022-09-28,438
2022-10-01,961
2022-10-28,1316
2022-11-01,1907
2022-11-28,3837
2022-12-01,3827
2022-12-28,4282
2023-01-01,5308
2023-01-28,9375
2023-02-01,7411
2023-02-28,5792
2023-03-01,7077
2023-03-28,10522
2023-04-01,13921
2023-04-28,15677
2023-05-01,14224
2023-05-28,11182
2023-06-01,15915
2023-06-28,33881
2023-07-01,26654
2023-07-28,28828
