Date,Refugees
2022-08-01,0
2022-08-28,55
2022-09-01,116
2022-09-28,507
2022-10-01,445
2022-10-28,1779
2022-11-01,1238
2022-11-28,2863
2022-12-01,4270
2022-12-28,5204
2023-01-01,7041
2023-01-28,3831
2023-02-01,4262
2023-02-28,9398
2023-03-01,14364
2023-03-28,12218
2023-04-01,7288
2023-04-28,20374
2023-05-01,21192
2023-05-28,23826
2023-06-01,22545
2023-06-28,19903
2023-07-01,24982
2023-07-28,28641
