Date,Refugees
2022-08-01,0
2022-08-28,79
2022-09-01,311
2022-09-28,990
2022-10-01,1005
2022-10-28,2068
2022-11-01,3922
2022-11-28,3746
2022-12-01,7071
2022-12-28,5237
2023-01-01,7178
2023-01-28,9755
2023-02-01,19671
2023-02-28,11665
2023-03-01,19727
2023-03-28,25051
2023-04-01,40904
2023-04-28,32274
2023-05-01,36497
2023-05-28,28090
2023-06-01,27381
2023-06-28,49715
2023-07-01,54876
2023-07-28,73466
