Day,Tierkidi sim,Tierkidi data,Tierkidi error,Pugnido sim,Pugnido data,Pugnido error,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Kakuma sim,Kakuma data,Kakuma error,Khartoum sim,Khartoum data,Khartoum error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0
1,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,112,1.0,0,0,0.0,0,69,1.0,0,694,1.0,0,85,1.0,0,4,1.0,1.0,964,964,964,0,0
2,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,167,1.0,0,1,1.0,0,139,1.0,9,1388,0.9935158501440923,5,120,0.9583333333333334,0,4,1.0,0.9923034634414514,1819,1819,1819,14,0
3,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,184,1.0,0,2,1.0,0,209,1.0,27,2083,0.9870379260681709,19,131,0.8549618320610687,4,37,0.8918918918918919,0.981103552532124,2646,2646,2646,50,0
4,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,3,196,0.9846938775510204,0,3,1.0,0,278,1.0,54,2777,0.9805545552754771,32,189,0.8306878306878307,19,69,0.7246376811594203,0.969248291571754,3512,3512,3512,108,0
5,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,6,246,0.975609756097561,0,4,1.0,0,348,1.0,85,3472,0.9755184331797235,50,197,0.7461928934010152,33,86,0.6162790697674418,0.9600275671950379,4353,4353,4353,174,0
6,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,11,259,0.9575289575289575,0,5,1.0,0,418,1.0,129,4166,0.9690350456072971,79,296,0.7331081081081081,48,127,0.6220472440944882,0.9493454752418896,5271,5271,5271,267,0
7,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,15,309,0.9514563106796117,0,5,1.0,0,487,1.0,184,4860,0.9621399176954732,119,321,0.6292834890965733,65,145,0.5517241379310345,0.9374897992492247,6127,6127,6127,383,0
8,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,25,360,0.9305555555555556,0,6,1.0,0,557,1.0,246,5555,0.9557155715571557,157,461,0.6594360086767896,84,246,0.6585365853658536,0.928740431454419,7185,7185,7185,512,0
9,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,42,368,0.8858695652173914,0,7,1.0,0,627,1.0,312,6249,0.9500720115218435,209,809,0.7416563658838071,108,364,0.7032967032967032,0.920346628679962,8424,8424,8424,671,0
10,0,0.0,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0.0,65,474,0.8628691983122363,0,8,1.0,0,696,1.0,396,6944,0.9429723502304147,273,959,0.7153284671532847,128,451,0.7161862527716186,0.9096726814939152,9532,9532,9532,863,0
11,0,0.0,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0.0,89,681,0.869309838472834,0,9,1.0,0,766,1.0,503,7638,0.9341450641529196,332,1066,0.6885553470919324,155,506,0.6936758893280632,0.8989311831989499,10666,10666,10666,1080,0
12,0,0.0,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0.0,113,736,0.8464673913043479,0,10,1.0,0,836,1.0,604,8332,0.9275084013442151,410,1135,0.6387665198237886,184,572,0.6783216783216783,0.8872730401858704,11621,11621,11621,1312,0
