Day,Tierkidi sim,Tierkidi data,Tierkidi error,Kakuma sim,Kakuma data,Kakuma error,Khartoum sim,Khartoum data,Khartoum error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0
1,0,0.0,0.0,0,109,1.0,0,0,0.0,0,46,1.0,0,694,1.0,0,77,1.0,0,3,1.0,1.0,929,929,929,0,0
2,0,0.0,0.0,0,162,1.0,0,0,0.0,0,93,1.0,5,1388,0.996397694524,5,108,0.953703703704,0,3,1.0,0.9942987457240593,1754,1754,1754,10,0
3,0,0.0,0.0,0,179,1.0,0,1,1.0,0,140,1.0,21,2083,0.989918386942,11,118,0.906779661017,6,36,0.833333333333,0.9851388345717638,2557,2557,2557,38,0
4,0,0.0,0.0,6,190,0.968421052632,0,1,1.0,0,187,1.0,42,2777,0.984875765214,22,171,0.87134502924,18,67,0.731343283582,0.9740642499263189,3393,3393,3393,88,0
5,0,0.0,0.0,11,239,0.953974895397,0,2,1.0,0,234,1.0,68,3472,0.980414746544,49,178,0.724719101124,29,84,0.654761904762,0.9626989783796627,4209,4209,4209,157,0
6,0,0.0,0.0,16,252,0.936507936508,0,2,1.0,0,281,1.0,117,4166,0.971915506481,80,268,0.701492537313,50,124,0.596774193548,0.9483604947967799,5093,5093,5093,263,0
7,0,0.0,0.0,39,301,0.870431893688,0,3,1.0,0,327,1.0,168,4860,0.965432098765,111,291,0.618556701031,68,142,0.521126760563,0.9348413234301148,5924,5924,5924,386,0
8,0,0.0,0.0,49,350,0.86,0,3,1.0,0,374,1.0,244,5555,0.956075607561,152,418,0.636363636364,86,241,0.643153526971,0.9234980550352975,6941,6941,6941,531,0
9,0,0.0,0.0,62,358,0.826815642458,0,4,1.0,0,421,1.0,301,6249,0.951832293167,182,733,0.7517053206,103,356,0.710674157303,0.9202068710749908,8121,8121,8121,648,0
10,0,0.0,0.0,80,461,0.826464208243,0,4,1.0,0,468,1.0,395,6944,0.943116359447,243,869,0.720368239356,121,441,0.725623582766,0.9086753020572548,9187,9187,9187,839,0
11,0,0.0,0.0,99,663,0.850678733032,0,5,1.0,0,515,1.0,477,7638,0.937549096622,298,966,0.691511387164,140,495,0.717171717172,0.9013810542695974,10282,10282,10282,1014,0
12,0,0.0,0.0,136,716,0.810055865922,0,5,1.0,0,562,1.0,586,8332,0.929668747,367,1029,0.643343051506,168,560,0.7,0.8878079257408068,11204,11204,11204,1257,0
13,0,0.0,0.0,171,734,0.767029972752,0,6,1.0,0,608,1.0,681,9027,0.92455965437,443,1191,0.628043660789,198,643,0.692068429238,0.8777131624211647,12209,12209,12209,1493,0
14,0,0.0,0.0,202,894,0.774049217002,0,6,1.0,0,655,1.0,787,9721,0.9190412509,517,1471,0.648538409245,226,692,0.673410404624,0.8711213631966664,13439,13439,13439,1732,0
15,0,0.0,0.0,233,1056,0.779356060606,0,7,1.0,0,702,1.0,927,10416,0.911002304147,601,1737,0.65400115141,254,710,0.642253521127,0.8622504785343178,14628,14628,14628,2015,0
16,0,0.0,0.0,264,1323,0.800453514739,0,7,1.0,0,749,1.0,1070,11110,0.903690369037,700,2637,0.734546833523,296,726,0.592286501377,0.8592315128081198,16552,16552,16552,2330,0
17,0,0.0,0.0,323,1616,0.800123762376,0,8,1.0,0,796,1.0,1203,11805,0.898094027954,792,2369,0.665681722246,326,793,0.588902900378,0.8479323632599068,17387,17387,17387,2644,0
18,0,0.0,0.0,375,2044,0.816536203523,0,8,1.0,0,843,1.0,1366,12499,0.890711256901,898,2690,0.666171003717,366,918,0.601307189542,0.8418587517103463,19002,19002,19002,3005,0
19,0,0.0,0.0,419,2145,0.804662004662,0,9,1.0,0,889,1.0,1541,13193,0.883195634048,1007,3016,0.666114058355,401,1003,0.600199401795,0.8337200691187361,20255,20255,20255,3368,0
20,0,0.0,0.0,481,2523,0.809353943718,0,9,1.0,0,936,1.0,1696,13888,0.877880184332,1123,3251,0.654567825285,437,1070,0.591588785047,0.8276052959357845,21677,21677,21677,3737,0
21,0,0.0,0.0,567,2993,0.810557968593,0,10,1.0,0,983,1.0,1868,14582,0.871896859141,1260,3590,0.649025069638,491,1097,0.552415679125,0.8199956998494947,23255,23255,23255,4186,0
22,0,0.0,0.0,670,3638,0.815832875206,0,10,1.0,0,1030,1.0,2053,15277,0.865614976762,1404,3715,0.622072678331,540,1187,0.545071609099,0.812246047391077,24857,24857,24857,4667,0
