Date,Refugees
2022-08-01,0
2022-08-28,91
2022-09-01,702
2022-09-28,1367
2022-10-01,3949
2022-10-28,5308
2022-11-01,8809
2022-11-28,9825
2022-12-01,11845
2022-12-28,14327
2023-01-01,18052
2023-01-28,22173
2023-02-01,27229
2023-02-28,19936
2023-03-01,50574
2023-03-28,40866
2023-04-01,36159
2023-04-28,52762
2023-05-01,47250
2023-05-28,65690
2023-06-01,72801
2023-06-28,81380
2023-07-01,80728
2023-07-28,79657
