Date,Refugees
2022-08-01,0
2022-08-28,109
2022-09-01,335
2022-09-28,1151
2022-10-01,2655
2022-10-28,3895
2022-11-01,8377
2022-11-28,8291
2022-12-01,7792
2022-12-28,19086
2023-01-01,17083
2023-01-28,23563
2023-02-01,33745
2023-02-28,29060
2023-03-01,39840
2023-03-28,41174
2023-04-01,56795
2023-04-28,50098
2023-05-01,56382
2023-05-28,34186
2023-06-01,70845
2023-06-28,91362
2023-07-01,84095
2023-07-28,92507
