Date,Refugees
2022-08-01,0
2022-08-28,672
2022-09-01,2703
2022-09-28,4064
2022-10-01,6596
2022-10-28,8205
2022-11-01,16418
2022-11-28,27942
2022-12-01,43506
2022-12-28,25411
2023-01-01,39537
2023-01-28,30475
2023-02-01,93087
2023-02-28,50920
2023-03-01,71220
2023-03-28,91565
2023-04-01,170601
2023-04-28,167194
2023-05-01,151787
2023-05-28,144088
2023-06-01,277334
2023-06-28,187635
2023-07-01,297271
2023-07-28,201722
