Akcakale,2017-05-02,normalize
Altizonu,2017-10-02,normalize
Apaydin,2017-05-02,normalize
Beydagi,2017-08-01,normalize
Cevdetiye,2018-08-13,normalize
Cevdetiye,2019-07-25,normalize
Cevdetiye,2020-10-07,normalize
