Day,Tierkidi sim,Tierkidi data,Tierkidi error,Kakuma sim,Kakuma data,Kakuma error,Khartoum sim,Khartoum data,Khartoum error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
23,0,0.0,0.0,802,4271,0.81222196207,1,11,0.909090909091,0,1077,1.0,2344,15971,0.853233986601,1562,3759,0.584463953179,652,1313,0.503427265804,0.7969472009696235,26402,26402,26402,5361,0
24,0,0.0,0.0,934,4888,0.808919803601,2,11,0.818181818182,0,1124,1.0,2565,16665,0.846084608461,1721,3854,0.553450960042,701,1419,0.505990133897,0.788169235721183,27961,27961,27961,5923,0
25,0,0.0,0.0,1053,5640,0.81329787234,2,37,0.945945945946,0,1170,1.0,2793,17360,0.839112903226,1902,4003,0.524856357732,766,1448,0.470994475138,0.7802953671859195,29658,29658,29658,6516,0
26,0,0.0,0.0,1172,6162,0.809802012334,2,63,0.968253968254,0,1217,1.0,3022,18054,0.832613271297,2051,4082,0.49755022048,819,1484,0.448113207547,0.772519477174683,31062,31062,31062,7066,0
27,0,0.0,0.0,1284,6729,0.809184128399,2,89,0.977528089888,0,1264,1.0,3255,18749,0.82639074084,2208,4161,0.469358327325,879,1498,0.413217623498,0.7652200677131425,32490,32490,32490,7628,0
28,0,0.0,0.0,1416,7093,0.800366558579,2,115,0.982608695652,4,1311,0.996948893974,3464,19443,0.821838193694,2363,4240,0.442688679245,933,1508,0.381299734748,0.7572827054286562,33710,33710,33710,8182,0
29,0,0.0,0.0,1562,7532,0.792618162507,2,118,0.983050847458,15,1358,0.988954344624,3670,20137,0.8177484233,2525,4319,0.41537392915,989,1520,0.349342105263,0.7495140635719186,34984,34984,34984,8763,0
30,0,0.0,0.0,1706,8274,0.79381194102,2,121,0.98347107438,26,1405,0.981494661922,3907,20832,0.812451996928,2677,4398,0.391314233743,1042,1525,0.316721311475,0.7439474764054165,36555,36555,36555,9360,0
31,0,0.0,0.0,1844,8661,0.787091559866,3,123,0.975609756098,38,1452,0.973829201102,4141,21526,0.807627984763,2844,4477,0.364753182935,1091,1754,0.377993158495,0.7378201247598242,37993,37993,37993,9961,0
32,0,0.0,0.0,1986,9125,0.782356164384,3,126,0.97619047619,60,1498,0.959946595461,4356,22221,0.803969218307,2993,4556,0.343064091308,1143,1983,0.423600605144,0.7332000303728264,39509,39509,39509,10541,0
33,0,0.0,0.0,2118,9389,0.774416870806,3,126,0.97619047619,82,1545,0.946925566343,4553,22915,0.801309186123,3179,4635,0.314131607335,1214,2213,0.45142340714,0.7268941528060162,40823,40823,40823,11149,0
34,0,0.0,0.0,2289,9854,0.767708544753,3,126,0.97619047619,102,1592,0.935929648241,4791,23610,0.79707750953,3356,4713,0.287927010397,1267,2442,0.481162981163,0.7210950232657014,42337,42337,42337,11808,0
35,0,0.0,0.0,2425,10158,0.761271903918,5,126,0.960317460317,121,1639,0.926174496644,5023,24304,0.793326201448,3546,4792,0.260016694491,1314,2671,0.508049419693,0.715403982604715,43690,43690,43690,12434,0
36,0,0.0,0.0,2575,10622,0.757578610431,6,126,0.952380952381,139,1686,0.917556346382,5264,24998,0.789423153852,3708,4871,0.238760008212,1371,2900,0.52724137931,0.7110147556578104,45203,45203,45203,13063,0
37,0,0.0,0.0,2731,10708,0.744957041464,6,126,0.952380952381,168,1733,0.903058280439,5499,25693,0.785972833067,3880,4950,0.216161616162,1426,3129,0.544263342921,0.70413690411964,46339,46339,46339,13710,0
38,0,0.0,0.0,2873,11114,0.741497210725,6,126,0.952380952381,195,1779,0.890387858347,5715,26387,0.783416076098,4049,5029,0.194869755419,1473,3358,0.561346039309,0.7005628439311197,47793,47793,47793,14311,0
39,0,0.0,0.0,3014,11574,0.739588733368,9,126,0.928571428571,235,1826,0.8713033954,5951,27082,0.780259951259,4220,5108,0.173844949099,1547,3588,0.56884057971,0.6962518254097031,49304,49304,49304,14976,0
40,0,0.0,0.0,3161,11728,0.730474079127,9,126,0.928571428571,266,1873,0.857981847304,6180,27776,0.777505760369,4399,5187,0.151918257181,1606,3817,0.579250720461,0.6907161383570595,50507,50507,50507,15621,0
41,0,0.0,0.0,3342,12088,0.723527465255,9,126,0.928571428571,296,1920,0.845833333333,6415,28470,0.774675096593,4578,5266,0.130649449297,1660,4046,0.589718240237,0.6860312813005625,51916,51916,51916,16300,0
42,0,0.0,0.0,3503,12387,0.717203519819,12,126,0.904761904762,334,1967,0.830198271479,6661,29165,0.771609806275,4742,5345,0.112815715622,1713,4275,0.599298245614,0.68149816952971,53265,53265,53265,16965,0
43,0,0.0,0.0,3656,12618,0.710255190997,14,155,0.909677419355,374,2014,0.814299900695,6888,29859,0.769315784186,4913,5423,0.0940438871473,1761,4504,0.609014209591,0.6773862532754292,54573,54573,54573,17606,0
44,0,0.0,0.0,3830,12891,0.702893491583,15,184,0.91847826087,410,2060,0.800970873786,7109,30554,0.767329973162,5066,5502,0.079243911305,1814,4733,0.616733572787,0.6737715470996353,55924,55924,55924,18244,0
45,0,0.0,0.0,4021,13216,0.695747578692,18,213,0.915492957746,444,2107,0.789273849075,7332,31248,0.765360983103,5238,5581,0.0614585199785,1870,4963,0.623211767076,0.669916969020374,57328,57328,57328,18923,0
46,0,0.0,0.0,4192,13515,0.689826119127,19,227,0.916299559471,486,2154,0.774373259053,7535,31943,0.764111072849,5421,5660,0.0422261484099,1931,5192,0.628081664099,0.6663202194544309,58691,58691,58691,19584,0
47,0,0.0,0.0,4353,13855,0.685817394442,19,240,0.920833333333,533,2201,0.757837346661,7735,32637,0.762999050158,5629,5739,0.0191671022826,1993,5421,0.632355653938,0.6628226249313564,60093,60093,60093,20262,0
48,0,0.0,0.0,4497,14277,0.685017860895,21,254,0.917322834646,568,2248,0.747330960854,7969,33331,0.760913263928,5812,5818,0.00103128222757,2062,5650,0.635044247788,0.6600363719027051,61578,61586,61586,20929,0
49,0,0.0,0.0,4676,14469,0.676826318336,22,268,0.917910447761,608,2295,0.735076252723,8211,34026,0.758684535355,5987,5897,0.0152619976259,2114,5879,0.640415036571,0.6586370940796487,62834,62851,62851,21618,0
50,0,0.0,0.0,4838,14652,0.669806169806,25,281,0.91103202847,651,2341,0.721913712089,8433,34720,0.7571140553,6171,5976,0.0326305220884,2167,6108,0.645219384414,0.6580400599026581,64078,64104,64104,22285,0
51,0,0.0,0.0,5006,15107,0.668630436222,26,295,0.91186440678,697,2388,0.708123953099,8659,35415,0.75549908231,6352,6055,0.0490503715937,2217,6338,0.650205112023,0.6587487810823989,65598,65632,65632,22957,0
52,0,0.0,0.0,5188,15402,0.66316062849,28,295,0.905084745763,745,2435,0.694045174538,8903,36109,0.753440970395,6510,6133,0.061470732105,2275,6567,0.653570884727,0.6575600143317807,66941,66984,66984,23649,0
53,0,0.0,0.0,5341,15676,0.659288083695,30,296,0.898648648649,782,2482,0.684931506849,9148,36803,0.751433307067,6695,6212,0.0777527366388,2340,6796,0.655679811654,0.6571570765695215,68265,68317,68317,24336,0
54,0,0.0,0.0,5520,16051,0.656096193384,33,297,0.888888888889,833,2529,0.670620798735,9379,37498,0.7498799936,6870,6291,0.0920362422508,2379,7025,0.661352313167,0.6571231953663746,69691,69751,69751,25014,0
55,0,0.0,0.0,5717,16365,0.650656889704,34,298,0.885906040268,891,2576,0.654114906832,9618,38192,0.748167155425,7058,6370,0.108006279435,2433,7254,0.664598842018,0.6563185422642146,71055,71124,71124,25751,0
56,0,0.0,0.0,5877,16745,0.649029561063,40,298,0.865771812081,930,2623,0.645444147922,9838,38887,0.747010569085,7201,6449,0.116607225927,2488,7483,0.667513029534,0.6561884155836997,72485,72563,72563,26374,0
57,0,0.0,0.0,6050,16984,0.64378238342,42,299,0.859531772575,974,2669,0.63506931435,10047,39581,0.746166089791,7369,6528,0.128829656863,2541,7713,0.670556203812,0.6557405903059843,73774,73860,73860,27023,0
58,0,0.0,0.0,6336,17155,0.63066161469,47,398,0.881909547739,1036,2716,0.618556701031,10265,40275,0.745127250155,7539,6607,0.14106250946,2592,7942,0.673633845379,0.6535883385646646,75093,75188,75188,27815,0
59,0,0.0,0.0,6582,17400,0.621724137931,52,406,0.871921182266,1094,2656,0.588102409639,10459,40970,0.744715645594,7718,6686,0.154352378103,2644,8171,0.676416595276,0.651475512766848,76289,76448,76448,28549,0
60,0,0.0,0.0,6834,17547,0.610531714823,53,414,0.871980676329,1142,2596,0.560092449923,10673,41664,0.743831605223,7884,6765,0.165410199557,2681,8400,0.680833333333,0.6492567140702157,77386,77561,77561,29267,0
61,0,0.0,0.0,7128,17917,0.602165541106,62,422,0.85308056872,1200,2536,0.526813880126,10889,42359,0.742935385632,8059,6843,0.177699839252,2746,8629,0.681770772975,0.6466296831066191,78706,78954,78954,30084,0
62,0,0.0,0.0,7415,18059,0.589401406501,65,430,0.848837209302,1256,2476,0.492730210016,11117,43053,0.741783383272,8213,6922,0.186506789945,2806,8858,0.683224204109,0.6434156944062758,79798,80054,80054,30872,0
63,0,0.0,0.0,7659,18304,0.581566870629,70,437,0.839816933638,1319,2416,0.454056291391,11329,43748,0.741039590381,8370,7001,0.195543493787,2873,9088,0.683868838028,0.6413153166457457,80994,81258,81258,31620,0
64,0,0.0,0.0,7903,18607,0.575267372494,75,445,0.831460674157,1373,2356,0.417232597623,11545,44442,0.740223212277,8541,7080,0.206355932203,2927,9317,0.685843082537,0.6399132321041214,82247,82519,82519,32364,0
65,0,0.0,0.0,8147,18741,0.565284669975,76,453,0.832229580574,1438,2296,0.373693379791,11749,45136,0.739697802198,8703,7159,0.215672579969,2965,9546,0.689398701027,0.6379739265638081,83331,83610,83610,33078,0
66,0,0.0,0.0,8373,19203,0.563974379003,81,461,0.824295010846,1505,2236,0.326923076923,11961,45831,0.73901944099,8873,7238,0.225891130146,3014,9775,0.691662404092,0.6374594289477398,84744,85036,85036,33807,0
67,0,0.0,0.0,8656,19507,0.556261854719,82,636,0.87106918239,1561,2236,0.301878354204,12142,46525,0.739022031166,9030,7317,0.234112341123,3070,10004,0.6931227509,0.6368889402519358,86225,86530,86530,34541,0
68,0,0.0,0.0,8919,19871,0.551154949424,88,811,0.891491985203,1623,2236,0.274150268336,12353,47220,0.738394747988,9214,7396,0.24580854516,3101,10233,0.696960813056,0.636876518264581,87767,88094,88094,35298,0
69,0,0.0,0.0,9207,20002,0.539696030397,90,985,0.908629441624,1696,2236,0.241502683363,12539,47914,0.738301957674,9369,7475,0.253377926421,3142,10463,0.699703717863,0.6353998926462695,89075,89424,89424,36043,0
70,0,0.0,0.0,9495,20363,0.533713107106,91,1160,0.921551724138,1758,2236,0.213774597496,12734,48608,0.738026662278,9524,7553,0.260955911558,3196,10692,0.701084923307,0.6348068848783276,90612,90982,90982,36798,0
71,0,0.0,0.0,9758,20649,0.527434742603,96,1263,0.923990498812,1831,2236,0.181127012522,12967,49303,0.736993692067,9691,7632,0.269785115304,3245,10921,0.702866037909,0.6335122732585826,92004,92396,92396,37588,0
72,0,0.0,0.0,10056,20833,0.517304276868,104,1366,0.923865300146,1905,2236,0.148032200358,13209,49997,0.735804148249,9860,7711,0.278692776553,3309,11150,0.703228699552,0.6312082470706252,93293,93706,93706,38443,0
73,71,0.0,0.0,10324,21111,0.510965847189,112,1469,0.923757658271,1972,2236,0.118067978533,13420,50692,0.735263946974,10031,7790,0.287676508344,3366,11379,0.704191932507,0.6308877954411641,94677,95112,95112,39296,0
74,188,744,0.747311827957,10604,21383,0.504092035729,120,1572,0.923664122137,2032,2236,0.0912343470483,13627,51386,0.734811038026,10212,7869,0.297750667175,3417,11608,0.705634045486,0.6301372680067863,96798,97255,97255,40200,0
75,283,1489,0.809939556749,10882,21731,0.499240716028,126,1675,0.924776119403,2093,2236,0.0639534883721,13857,52081,0.733933680229,10389,7948,0.307121288374,3461,11838,0.707636425072,0.6311974747677832,98998,99476,99476,41091,0
76,361,2234,0.838406445837,11166,22191,0.496823036366,135,1778,0.924071991001,2170,2236,0.0295169946333,14103,52562,0.731688291922,10551,8027,0.314438769154,3521,11939,0.705084177904,0.6308257857234372,100967,101467,101467,42007,0
77,466,2979,0.843571668345,11445,22465,0.490540841309,142,1881,0.924508240298,2231,2236,0.00223613595707,14319,53043,0.730049205362,10706,8106,0.320750061683,3577,12041,0.702931650195,0.6300352467270897,102751,103272,103272,42886,0
78,553,3724,0.851503759398,11731,22785,0.485143734913,149,2030,0.926600985222,2292,2236,0.0250447227191,14540,53524,0.728346162469,10880,8185,0.329260843005,3626,12143,0.701391748332,0.6309593990681753,104627,105170,105170,43771,0
79,641,4469,0.856567464757,12039,23204,0.481167040165,158,2179,0.927489674162,2353,2236,0.0523255813953,14785,54005,0.726229052865,11063,8263,0.338859978216,3691,12245,0.698570845243,0.631776869529515,106601,107166,107166,44730,0
80,759,5214,0.854430379747,12321,23550,0.476815286624,166,2328,0.928694158076,2432,2236,0.087656529517,15024,54486,0.724259442793,11245,8342,0.347998081995,3743,12347,0.69684943711,0.632611904041654,108503,109089,109089,45690,0
81,853,5959,0.856855177043,12613,23768,0.46932850892,173,2478,0.930185633575,2515,2236,0.124776386404,15229,54968,0.722947896958,11420,8421,0.356133475834,3795,12449,0.695156237449,0.6334105891583324,110279,110887,110887,46598,0
82,952,6704,0.85799522673,12923,24267,0.467466106235,183,2627,0.930338789494,2583,2236,0.15518783542,15485,55449,0.720734368519,11603,8500,0.365058823529,3853,12550,0.692988047809,0.6342929480710328,112333,112962,112962,47582,0
83,1053,7449,0.858638743455,13256,24627,0.46172899663,187,2776,0.932636887608,2666,2236,0.192307692308,15685,55930,0.719560164491,11782,8579,0.373353537708,3930,12652,0.689377173569,0.6349521322889469,114249,114900,114900,48559,0
84,1149,8194,0.859775445448,13571,24993,0.457007962229,200,2925,0.931623931624,2740,2236,0.225402504472,15931,56411,0.717590540852,11970,8658,0.382536382536,3992,12754,0.687000156814,0.6354681067757589,116171,116843,116843,49553,0
85,1251,8939,0.860051459895,13936,25505,0.453597333856,207,3074,0.932661027977,2828,2236,0.264758497317,16189,56892,0.71544329607,12163,8737,0.392125443516,4049,12856,0.685049782203,0.6360892267074739,118239,118933,118933,50623,0
86,1361,9684,0.85945890128,14268,25885,0.448792737106,217,3224,0.932692307692,2912,2236,0.302325581395,16435,57374,0.713546205598,12342,8816,0.399954627949,4095,12958,0.683979009106,0.6365215521163343,120177,120893,120893,51630,0
87,1446,10429,0.861348163774,14616,26276,0.443750951439,224,3373,0.933590275719,2997,2236,0.340339892665,16687,57855,0.711572033532,12564,8895,0.412478920742,4162,13060,0.681316998469,0.6372079016123913,122124,122861,122861,52696,0
88,1543,11174,0.861911580455,14967,26546,0.436186242748,231,4120,0.943932038835,3078,2236,0.37656529517,16982,58336,0.708893307735,12768,8973,0.422935473086,4238,13161,0.677987994833,0.6385459478871554,124546,125305,125305,53807,0
89,1654,11918,0.861218325222,15353,26885,0.428938069556,238,4867,0.951099239778,3160,2236,0.413237924866,17229,58817,0.707074485268,12959,8971,0.444543529149,4307,13372,0.677909063715,0.6413184612737199,127066,127846,127846,54900,0
90,1760,12663,0.861012398326,15729,27189,0.421493986539,245,5614,0.956359102244,3236,2236,0.447227191413,17508,59298,0.704745522615,13139,8968,0.465098126673,4366,13582,0.678545133265,0.6437108751687738,129550,130352,130352,55983,0
91,1875,13408,0.860158114558,16078,27570,0.416829887559,251,6362,0.960546997799,3316,2236,0.483005366726,17774,59780,0.702676480428,13342,8966,0.488066027214,4439,13793,0.678170086276,0.646552178066632,132115,132939,132939,57075,0
92,2010,14153,0.857980640147,16408,27918,0.412278816534,261,7109,0.963285975524,3401,2236,0.521019677996,18068,60261,0.700170923151,13490,8963,0.505076425304,4520,14004,0.677235075693,0.6485397338529327,134644,135489,135489,58158,0
93,2111,14898,0.858303127937,16823,28169,0.402783201392,264,7856,0.966395112016,3489,2236,0.560375670841,18312,60742,0.698528201245,13623,8961,0.520254435889,4601,14214,0.676305051358,0.650145349890897,137076,137943,137943,59223,0
94,2210,15643,0.85872275139,17179,28517,0.397587404005,274,8603,0.968150645124,3576,2236,0.599284436494,18572,61223,0.696649951815,13721,8958,0.531703505247,4675,14425,0.675909878683,0.6520182500195739,139605,140493,140493,60207,0
95,2332,16388,0.857700756651,17569,28773,0.389392833559,288,8739,0.967044284243,3666,2236,0.639534883721,18848,61704,0.694541682873,13830,8956,0.544216167932,4738,14635,0.676255551759,0.6517307030300475,141431,142341,142341,61271,0
96,2459,17133,0.856475806922,17924,29119,0.384456883822,297,8876,0.966538981523,3764,2236,0.683363148479,19111,62186,0.692680024443,13918,8953,0.554562716408,4830,14846,0.674659841035,0.651728224783582,143349,144281,144281,62303,0
97,2585,17878,0.855408882425,18275,29349,0.377321203448,305,9012,0.96615623613,3872,2236,0.731663685152,19402,62667,0.690395263855,13982,8951,0.562060105016,4921,15056,0.673153560043,0.6511957399624919,145149,146102,146102,63342,0
98,2699,18623,0.85507168555,18621,29455,0.367815311492,325,9148,0.964473108876,3958,2236,0.770125223614,19690,63148,0.688192816875,14033,8948,0.568283415288,5019,15267,0.671251719395,0.6501623815967523,146825,147800,147800,64345,0
99,2817,19368,0.854553903346,18985,29720,0.361204576043,334,9284,0.964024127531,4056,2236,0.813953488372,19966,63629,0.686212261705,14075,8946,0.573328862061,5110,15477,0.669832654907,0.6495897257711017,148660,149656,149656,65343,0
100,2960,20113,0.852831502014,19345,29874,0.352446943831,342,9421,0.963698121219,4149,2236,0.855545617174,20284,64110,0.683606301669,14108,8944,0.577370304114,5184,15688,0.669556348802,0.6483844548360678,150386,151404,151404,66372,0
101,3096,20858,0.851567743791,19694,30050,0.34462562396,356,9557,0.962749816888,4247,2236,0.899373881932,20584,64592,0.681322764429,14132,8941,0.580583827312,5265,15899,0.668847097302,0.6473921644153996,152133,153173,153173,67374,0
102,3219,21603,0.85099291765,20014,30265,0.338708078639,365,9693,0.962343959558,4342,2236,0.941860465116,20867,65073,0.679329368555,14146,8939,0.582503635753,5364,16109,0.667018436899,0.6467134256899322,153918,154979,154979,68317,0
103,3357,22348,0.849785215679,20358,30373,0.329733645014,373,9829,0.962051073354,4433,2236,0.982558139535,21169,65554,0.67707538823,14161,8936,0.584713518353,5435,16320,0.666973039216,0.6456130049336541,155596,156679,156679,69286,0
104,3511,23092,0.847956002079,20676,30503,0.322165032948,382,9966,0.961669676901,4521,2236,1.02191413238,21478,66035,0.67474823957,14163,8934,0.585292142377,5518,16530,0.666182698125,0.6444128787878788,157296,158400,158400,70249,0
105,3631,23837,0.847673784453,20978,30984,0.322940872708,395,10102,0.960898831914,4608,2236,1.06082289803,21773,66516,0.672665223405,14169,8931,0.586496472959,5597,16741,0.665671106863,0.644444859882971,159347,160473,160473,71151,0
106,3778,24582,0.846310308356,21327,31198,0.316398487083,401,10238,0.960832193788,4693,2236,1.0988372093,22066,66998,0.670646884982,14170,8929,0.586963825736,5687,16951,0.664503569111,0.6433694848410155,161132,162280,162280,72122,0
107,3919,25327,0.845263947566,21634,31542,0.314120854733,415,10374,0.959996144207,4773,2236,1.13461538462,22374,67152,0.666815582559,14166,8926,0.587049070132,5778,17063,0.661372560511,0.641708128567504,162620,163805,163805,73059,0
108,4060,26072,0.844277385701,21928,31612,0.306339364798,427,10511,0.959375891923,4877,2236,1.18112701252,22689,67306,0.662897810002,14178,8924,0.588749439713,5864,17175,0.658573508006,0.6397894086357,163836,165059,165059,74023,0
109,4193,26817,0.843643957191,22236,31472,0.293467208948,440,10647,0.958673804828,4965,2236,1.22048300537,23016,67460,0.658820041506,14179,8921,0.589395807645,5929,17286,0.657005669328,0.6372968091511138,164839,166100,166100,74958,0
110,4324,27562,0.843117335462,22495,32055,0.298237404461,458,10783,0.957525734953,5065,2236,1.26520572451,23295,67614,0.655470760493,14183,8919,0.590200695145,6005,17398,0.654845384527,0.6369842612560018,166567,167866,167866,75825,0
111,4473,28307,0.841982548486,22818,32193,0.291212375361,471,10919,0.956864181702,5167,2236,1.31082289803,23605,67768,0.651679258647,14168,8916,0.589053387169,6107,17510,0.651227869789,0.6348397621552611,167849,169186,169186,76809,0
112,4632,29052,0.840561751342,23085,32251,0.284208241605,482,11056,0.956403762663,5274,2236,1.35867620751,23890,67922,0.648273019051,14163,8914,0.588849001571,6200,17622,0.648167063897,0.6331177975450043,169053,170428,170428,77726,0
113,4783,29797,0.839480484613,23347,32318,0.277585246612,488,11192,0.956397426733,5385,2236,1.40831842576,24199,68076,0.64452964334,14175,8911,0.590730557738,6293,17733,0.645124908363,0.6315326545352874,170263,171676,171676,78670,0
114,4933,30542,0.83848470958,23650,32385,0.269723637486,501,11328,0.955773305085,5477,2236,1.44946332737,24491,68230,0.641052323025,14182,8909,0.591873386463,6377,17845,0.642644998599,0.6297028786879937,171475,172926,172926,79611,0
115,5082,31287,0.83756831911,23934,32453,0.262502696207,513,11464,0.955251221214,5562,2236,1.48747763864,24813,68384,0.637151965372,14171,8906,0.591174489108,6455,17957,0.640530155371,0.627750091861106,172687,174176,174176,80530,0
116,5211,32032,0.837318931069,24213,32520,0.255442804428,529,11464,0.953855547802,5664,2236,1.53309481216,25123,68538,0.633444220724,14170,8904,0.591419586703,6529,18068,0.638642904583,0.6258863933275904,173762,175289,175289,81439,0
117,5376,32777,0.835982548738,24468,32587,0.249148433424,547,11464,0.952285415213,5767,2236,1.57915921288,25407,68692,0.630131601933,14177,8901,0.592742388496,6619,18180,0.635918591859,0.624085894717747,174837,176402,176402,82361,0
118,5511,33522,0.835600501163,24734,32654,0.242543026888,558,11464,0.951325889742,5866,2236,1.62343470483,25710,68846,0.62655782471,14181,8899,0.59354983706,6683,18292,0.634649026897,0.6224453007052886,175913,177516,177516,83243,0
119,5644,34266,0.835288624292,24996,32721,0.236086916659,570,11464,0.950279134682,5964,2236,1.66726296959,26052,69000,0.622434782609,14180,8896,0.593974820144,6746,18403,0.633429332174,0.6206116656496499,176986,178627,178627,84152,0
120,5832,35011,0.833423781097,25237,32788,0.230297669879,582,11464,0.949232379623,6056,2236,1.7084078712,26363,69154,0.618778378691,14181,8894,0.594445693726,6824,18515,0.631433972455,0.6186769778569045,178062,179740,179740,85075,0
121,5959,35756,0.833342655778,25494,32855,0.224045046416,600,11464,0.947662247034,6144,2236,1.74776386404,26623,69309,0.615879611594,14186,8891,0.595546057811,6915,18627,0.628764696408,0.6171995089962069,179138,180854,180854,85921,0
122,6125,36501,0.832196378181,25706,32922,0.219184739688,614,11464,0.946441032798,6235,2236,1.78846153846,26911,69463,0.612585117257,14175,8889,0.594667566655,7003,18739,0.626287421954,0.6155752659808318,180214,181968,181968,86769,0
123,6331,37246,0.830022015787,25972,32989,0.212707266058,628,11464,0.945219818562,6348,2236,1.83899821109,27184,69617,0.609520663056,14185,8886,0.596331307675,7079,18850,0.624456233422,0.6138464059427573,181288,183080,183080,87727,0
