#name1,#name2,distance,forced_redirection
Bunkure,Kura,20.35,0
Bunkure,Garum Mallam,47.77,0
Bunkure,Rano,24.38,0
Dala,Fagge,4.0,0
Dala,Gwale,7.66,0
Dala,Kano Municipal,9.29,0
Dambatta,Makoda,22.38,0
Dambatta,Minjibir,48.41,0
Dambatta,Roni,53.74,0
Dawakin Kudu,Wudil,20.82,0
Dawakin Kudu,Warawa,34.42,0
Dawakin Kudu,Bunkure,54.61,0
Dawakin Tofa,Tofa,24.94,0
Dawakin Tofa,Ungogo,18.57,0
Doguwa,Sumaila,125.07,0
Doguwa,Tudun Wada,85.4,0
Fagge,Kano Municipal,7.27,0
Fagge,Ungogo,13.29,0
Gabasawa,Gezawa,22.93,0
Gabasawa,Warawa,39.49,0
Gabasawa,Minjibir,36.05,0
Garko,Kibiya,36.56,0
Garko,Wudil,28.17,0
Garum Mallam,Kura,39.32,0
Gaya,Wudil,29.42,0
Gezawa,Minjibir,26.9,0
Gezawa,Warawa,22.48,0
Gwale,Kano Municipal,9.52,0
Gwale,Fagge,15.95,0
Gwarzo,Karaye,19.89,0
Gwarzo,Malumfashi,25.96,0
Gwarzo,Shanono,36.13,0
Kabo,Rimin Gado,16.44,0
Kabo,Madobi,22.97,0
Kabo,Tofa,29.9,0
Kano Municipal,Tarauni,6.45,0
Karaye,Malumfashi,32.72,0
Karaye,Kiru,65.91,0
Kibiya,Rano,31.18,0
Kibiya,Bunkure,32.42,0
Kiru,Rogo,42.5,0
Kumbotso,Tarauni,11.12,0
Kumbotso,Kano Municipal,16.01,0
Kumbotso,Gwale,12.2,0
Kunchi,Makoda,36.79,0
Kunchi,Ingawa,36.93,0
Kura,Madobi,28.42,0
Madobi,Rimin Gado,23.42,0
Minjibir,Ungogo,36.59,0
Minjibir,Fagge,40.41,0
Nasarawa,Lafia,36.64,0
Nasarawa,Doma,42.25,0
Nasarawa,Nasarawa-Eggon,69.38,0
Rano,Tudun Wada,47.66,0
Rimin Gado,Tofa,18.86,0
Rogo,Kafur,41.21,0
Shanono,Tsanyawa,27.24,0
Sumaila,Kibiya,42.33,0
Sumaila,Garko,42.31,0
Sumaila,Tudun Wada,55.34,0
Tarauni,Fagge,11.21,0
Tofa,Gwale,21.45,0
Tsanyawa,Kusada,27.57,0
Tudun Wada,Kibiya,41.4,0
Tudun Wada,Bebeji,70.61,0
Ungogo,Dala,10.47,0
Ungogo,Kano Municipal,18.1,0
Warawa,Wudil,20.78,0
Bakori,Funtua,36.47,0
Bakori,Danja,45.16,0
Bakori,Kafur,37.08,0
Batagarawa,Jibia,19.17,0
Batagarawa,Rimi,35.52,0
Batagarawa,Kurfi,33.32,0
Batsari,Jibia,44.45,0
Batsari,Kurfi,34.6,0
Batsari,Batagarawa,44.47,0
Baure,Zango,39.14,0
Bindawa,Mani,29.0,0
Bindawa,Ingawa,38.24,0
Bindawa,Rimi,43.21,0
Charanchi,Katsina,38.73,0
Charanchi,Kankia,29.0,0
Charanchi,Dutsin-Ma,50.25,0
Dandume,Funtua,19.84,0
Dandume,Sabuwa,35.03,0
Dandume,Danja,48.16,0
Danja,Funtua,31.44,0
Danja,Kudan,35.51,0
Dan Musa,Safana,41.83,0
Dan Musa,Dutsin-Ma,59.9,0
Dan Musa,Kankara,62.54,0
Daura,Sandamu,17.91,0
Daura,Mai'Adua,24.91,0
Daura,Zango,32.57,0
Dutsin-Ma,Katsina,27.69,0
Dutsin-Ma,Matazu,59.34,0
Faskari,Tsafe,32.95,0
Faskari,Funtua,33.98,0
Faskari,Bakori,56.16,0
Ingawa,Kusada,33.31,0
Jibia,Rimi,37.64,0
Kafur,Malumfashi,34.34,0
Kaita,Mashi,63.54,0
Kaita,Rimi,49.08,0
Kaita,Mani,58.85,0
Kankara,Bakori,58.76,0
Kankara,Faskari,56.37,0
Kankia,Kusada,36.94,0
Kankia,Katsina,30.55,0
Katsina,Kurfi,52.91,0
Mai'Adua,Mashi,29.44,0
Mai'Adua,Sandamu,41.53,0
Malumfashi,Shanono,45.93,0
Mani,Rimi,33.04,0
Mani,Mashi,42.51,0
Matazu,Musawa,38.6,0
Matazu,Kankia,60.51,0
Musawa,Shanono,29.59,0
Musawa,Malumfashi,43.79,0
Sabuwa,Funtua,49.78,0
Safana,Kurfi,54.08,0
Safana,Dutsin-Ma,41.5,0
Sandamu,Zango,24.55,0
Sandamu,Gwiwa,30.51,0
Aleiro,Jega,36.43,0
Aleiro,Gwandu,46.92,0
Aleiro,Birnin Kebbi,53.48,0
Arewa-Dandi,Birnin Kebbi,53.07,0
Arewa-Dandi,Kalgo,71.25,0
Arewa-Dandi,Argungu,42.47,0
Argungu,Augie,31.07,0
Argungu,Gwandu,68.86,0
Argungu,Birnin Kebbi,55.11,0
Augie,Silame,44.57,0
Augie,Yabo,83.5,0
Bagudo,Koko/Besse,33.52,0
Bagudo,Suru,72.25,0
Bagudo,Shanga,71.17,0
Birnin Kebbi,Kalgo,21.24,0
Bunza,Kalgo,54.55,0
Bunza,Dandi,51.1,0
Bunza,Birnin Kebbi,68.16,0
Dandi,Suru,75.18,0
Dandi,Maiyama,106.44,0
Fakai,Zuru,50.34,0
Fakai,Kebbe,131.04,0
Fakai,Koko/Besse,55.06,0
Gwandu,Tambuwal,49.2,0
Jega,Maiyama,30.55,0
Jega,Kebbe,58.49,0
Koko/Besse,Shanga,37.67,0
Maiyama,Suru,41.83,0
Maiyama,Aleiro,52.57,0
Ngaski,Yauri,39.08,0
Ngaski,Agwara,65.66,0
Ngaski,Magama,97.06,0
Sakaba,Wasagu/Danko,59.91,0
Sakaba,Rijau,49.7,0
Sakaba,Zuru,59.11,0
Shanga,Fakai,85.54,0
Wasagu/Danko,Zuru,61.89,0
Wasagu/Danko,Maru,91.71,0
Yauri,Agwara,31.03,0
Yauri,Shanga,56.71,0
Zuru,Rijau,47.53,0
Adavi,Okehi,24.16,0
Adavi,Ajaokuta,83.25,0
Adavi,Okene,57.57,0
Ajaokuta,Kogi,41.49,0
Ajaokuta,Okene,50.78,0
Ankpa,Omala,35.95,0
Ankpa,Olamaboro,47.1,0
Bassa,Jos North,21.23,0
Bassa,Camp(9),29.97,0
Bassa,Jos South,39.71,0
Dekina,Ofu,48.83,0
Dekina,Lokoja,66.0,0
Dekina,Omala,70.93,0
Ibaji,Anambra West,87.6,0
Ibaji,Etsako Central,70.66,0
Ibaji,Idah,39.4,0
Idah,Etsako Central,34.34,0
Igalamela-Odolu,Ofu,72.74,0
Igalamela-Odolu,Igbo-Eze South,45.34,0
Igalamela-Odolu,Idah,38.78,0
Ijumu,Akoko North West,42.55,0
Ijumu,Ekiti East,33.71,0
Ijumu,Akoko North East,55.91,0
Kabba/Bunu,Mopa-Muro,36.64,0
Kabba/Bunu,Ijumu,50.18,0
Kabba/Bunu,Okehi,84.77,0
Kogi,Lokoja,8.35,0
Kogi,Adavi,39.47,0
Lokoja,Ajaokuta,37.11,0
Lokoja,Adavi,46.43,0
Mopa-Muro,Yagba East,26.94,0
Mopa-Muro,Ijumu,64.01,0
Ofu,Idah,48.09,0
Ogori/Magongo,Okene,39.71,0
Ogori/Magongo,Akoko South East,34.0,0
Okehi,Okene,51.53,0
Okehi,Ajaokuta,93.43,0
Olamaboro,Igbo-Eze North,23.58,0
Olamaboro,Igbo-Eze South,41.97,0
Yagba East,Yagba West,27.56,0
Yagba East,Ikole,62.72,0
Yagba West,Oke-Ero,49.03,0
Yagba West,Mopa-Muro,53.29,0
Asa,Ilorin West,19.85,0
Asa,Ilorin South,33.23,0
Asa,Ori Ire,38.76,0
Baruten,Irepo,82.99,0
Baruten,Kaiama,89.56,0
Baruten,Orelope,86.79,0
Edu,Mokwa,187.27,0
Edu,Ilorin East,80.88,0
Edu,Isin,81.89,0
Ekiti,Ido-Osi,21.72,0
Ifelodun,Boripe,8.19,0
Ifelodun,Olorunda,10.61,0
Ifelodun,Odo-Otin,14.29,0
Ilorin East,Ilorin South,47.09,0
Ilorin East,Ilorin West,39.27,0
Ilorin East,Moro,70.95,0
Ilorin South,Ilorin West,20.5,0
Ilorin South,Oyun,37.57,0
Irepodun,Offa,28.0,0
Irepodun,Isin,23.55,0
Irepodun,Oyun,39.99,0
Isin,Oke-Ero,51.26,0
Isin,Moba,42.15,0
Kaiama,Irepo,91.63,0
Kaiama,Borgu,120.61,0
Moro,Ilorin West,46.12,0
Moro,Asa,54.25,0
Offa,Oyun,12.38,0
Offa,Odo-Otin,18.93,0
Oke-Ero,Ilejemeje,40.87,0
Oke-Ero,Moba,48.0,0
Oyun,Odo-Otin,30.02,0
Pategi,Edati,55.77,0
Pategi,Bida,59.22,0
Pategi,Yagba West,96.42,0
Agege,Ifako-Ijaye,9.68,0
Agege,Ikeja,5.73,0
Agege,Alimosho,9.35,0
Ajeromi-Ifelodun,Apapa,4.92,0
Ajeromi-Ifelodun,Surulere,7.41,0
Ajeromi-Ifelodun,Lagos Mainland,10.11,0
Alimosho,Oshodi-Isolo,11.63,0
Alimosho,Ikeja,14.75,0
Amuwo-Odofin,Ajeromi-Ifelodun,11.67,0
Amuwo-Odofin,Surulere,14.39,0
Amuwo-Odofin,Ojo,15.08,0
Apapa,Surulere,5.65,0
Apapa,Lagos Mainland,8.36,0
Badagry,Ipokia,65.27,0
Badagry,Ado-Odo/Ota,47.39,0
Badagry,Ojo,35.48,0
Epe,Ibeju/Lekki,35.36,0
Epe,Ijebu Ode,33.92,0
Epe,Odogbolu,50.43,0
Eti-Osa,Lagos Island,67.33,0
Eti-Osa,Lagos Mainland,28.98,0
Eti-Osa,Ikorodu,57.08,0
Ibeju/Lekki,Eti-Osa,38.8,0
Ibeju/Lekki,Lagos Island,99.93,0
Ifako-Ijaye,Ikeja,8.11,0
Ifako-Ijaye,Alimosho,14.0,0
Ikeja,Oshodi-Isolo,10.11,0
Ikorodu,Kosofe,17.45,0
Ikorodu,Lagos Island,13.83,0
Ikorodu,Shomolu,25.5,0
Kosofe,Shomolu,8.34,0
Kosofe,Ikeja,10.65,0
Kosofe,Mushin,14.72,0
Lagos Island,Kosofe,27.81,0
Lagos Island,Lagos Mainland,39.7,0
Lagos Mainland,Surulere,9.17,0
Lagos Mainland,Shomolu,6.3,0
Lagos Mainland,Mushin,7.61,0
Mushin,Shomolu,6.1,0
Mushin,Surulere,6.88,0
Mushin,Oshodi-Isolo,8.36,0
Ojo,Alimosho,23.27,0
Ojo,Oshodi-Isolo,28.8,0
Oshodi-Isolo,Surulere,12.63,0
Shomolu,Surulere,7.84,0
Akwanga,Nasarawa-Eggon,54.23,0
Akwanga,Kokona,51.78,0
Awe,Keana,49.9,0
Awe,Camp(14),75.66,0
Awe,Guma,88.54,0
Doma,Camp(11),86.65,0
Doma,Lafia,49.63,0
Karu,Keffi,45.46,0
Karu,Camp(1),42.47,0
Keana,Camp(14),42.85,0
Keana,Guma,55.76,0
Keana,Camp(11),42.12,0
Keffi,Kokona,23.94,0
Keffi,Abuja Municipal Area Council,57.71,0
Kokona,Karu,64.39,0
Lafia,Nasarawa-Eggon,32.88,0
Nasarawa-Eggon,Kokona,80.25,0
Toto,Kuje,64.64,0
Toto,Kwali,75.19,0
Toto,Omala,208.96,0
Wamba,Bokkos,178.29,0
Wamba,Akwanga,56.98,0
Agaie,Katcha,28.91,0
Agaie,Lapai,72.57,0
Agaie,Abaji,83.39,0
Agwara,Shanga,85.87,0
Bida,Edati,17.49,0
Bida,Gbako,25.62,0
Bida,Katcha,53.95,0
Borgu,Agwara,81.31,0
Borgu,Ngaski,142.11,0
Bosso,Chanchaga,30.65,0
Bosso,Wushishi,71.43,0
Bosso,Gbako,72.55,0
Chanchaga,Paikoro,60.52,0
Chanchaga,Shiroro,80.07,0
Edati,Gbako,40.4,0
Gbako,Lavun,90.68,0
Gurara,Suleja,49.25,0
Gurara,Tafa,48.28,0
Katcha,Lapai,63.57,0
Katcha,Edati,67.83,0
Kontagora,Magama,67.2,0
Kontagora,Mariga,64.57,0
Kontagora,Mashegu,89.83,0
Lavun,Mokwa,73.61,0
Lavun,Wushishi,133.99,0
Magama,Mashegu,58.84,0
Mariga,Rafi,76.71,0
Mariga,Sakaba,99.61,0
Mashegu,Lavun,244.43,0
Mokwa,Pategi,155.32,0
Muya,Kaduna South,59.15,0
Paikoro,Gurara,118.0,0
Paikoro,Suleja,77.19,0
Rafi,Shiroro,191.4,0
Rafi,Wushishi,78.59,0
Rijau,Yauri,71.04,0
Shiroro,Paikoro,75.99,0
Suleja,Tafa,12.96,0
Tafa,Camp(1),39.97,0
Wushishi,Gbako,111.58,0
Abeokuta North,Abeokuta South,29.71,0
Abeokuta North,Ibarapa Central,50.77,0
Abeokuta North,Odeda,47.11,0
Abeokuta South,Odeda,29.68,0
Abeokuta South,Obafemi-Owode,46.56,0
Ado-Odo/Ota,Alimosho,36.86,0
Ado-Odo/Ota,Ojo,27.46,0
Ado-Odo/Ota,Yewa South (Egbado South),32.6,0
Ewekoro,Ifo,34.05,0
Ewekoro,Abeokuta North,59.25,0
Ewekoro,Abeokuta South,42.75,0
Ifo,Ifako-Ijaye,28.52,0
Ifo,Agege,27.23,0
Ifo,Alimosho,31.39,0
Ijebu East,Ijebu North East,52.38,0
Ijebu East,Ijebu Ode,49.11,0
Ijebu East,Ijebu North,69.59,0
Ijebu North,Ijebu North East,18.62,0
Ijebu North,Oluyole,35.41,0
Ijebu North,Ijebu Ode,32.0,0
Ijebu North East,Ijebu Ode,14.89,0
Ijebu North East,Odogbolu,35.84,0
Ijebu Ode,Odogbolu,22.13,0
Ikenne,Sagamu,11.59,0
Ikenne,Remo North,19.26,0
Ikenne,Odogbolu,17.27,0
Imeko Afon,Ibarapa North,87.15,0
Imeko Afon,Iwajowa,44.89,0
Imeko Afon,Ibarapa Central,81.03,0
Ipokia,Yewa South (Egbado South),30.86,0
Ipokia,Ado-Odo/Ota,45.47,0
Obafemi-Owode,Sagamu,26.9,0
Obafemi-Owode,Ikenne,36.21,0
Odeda,Ibarapa Central,37.68,0
Odogbolu,Sagamu,37.73,0
Ogun Waterside,Okitipupa,60.05,0
Ogun Waterside,Ijebu East,65.29,0
Ogun Waterside,Epe,114.71,0
Remo North,Sagamu,24.28,0
Remo North,Odogbolu,36.22,0
Yewa North (Egbado North),Abeokuta North,38.17,0
Yewa North (Egbado North),Ewekoro,55.12,0
Yewa North (Egbado North),Yewa South (Egbado South),69.23,0
Yewa South (Egbado South),Ewekoro,52.88,0
Akoko North East,Akoko North West,14.75,0
Akoko North East,Akoko South East,16.83,0
Akoko North East,Akoko South West,41.49,0
Akoko South East,Akoko South West,27.47,0
Akoko South West,Owo,31.24,0
Akure North,Akure South,24.28,0
Akure North,Ifedore,32.34,0
Akure South,Ifedore,22.16,0
Akure South,Ondo East,35.03,0
Ese-Odo,Ilaje,76.61,0
Ese-Odo,Irele,30.8,0
Idanre,Akure South,38.92,0
Idanre,Akure North,60.76,0
Idanre,Ondo East,43.2,0
Ifedore,Ikere,37.64,0
Ilaje,Irele,46.27,0
Ilaje,Okitipupa,54.08,0
Ile-Oluji-Okeigbo,Ondo East,34.47,0
Ile-Oluji-Okeigbo,Ondo West,31.18,0
Ile-Oluji-Okeigbo,Atakunmosa East,49.81,0
Irele,Okitipupa,28.73,0
Irele,Odigbo,32.47,0
Odigbo,Okitipupa,28.09,0
Odigbo,Ondo West,51.32,0
Ondo East,Ondo West,30.07,0
Ondo West,Ife South,45.68,0
Ose,Owo,25.98,0
Ose,Akoko South West,53.65,0
Owo,Emure,39.73,0
Aiyedade,Isokan,29.6,0
Aiyedade,Ife North,27.45,0
Aiyedade,Irewole,32.75,0
Aiyedire,Iwo,8.42,0
Aiyedire,Irewole,33.77,0
Aiyedire,Lagelu,29.28,0
Atakunmosa East,Atakunmosa West,24.18,0
Atakunmosa East,Oriade,17.8,0
Atakunmosa East,Ilesha East,25.53,0
Atakunmosa West,Ife East,18.19,0
Atakunmosa West,Ilesha East,24.1,0
Boluwaduro,Ila,20.32,0
Boluwaduro,Odo-Otin,21.17,0
Boluwaduro,Boripe,25.59,0
Boripe,Olorunda,19.56,0
Boripe,Osogbo,19.44,0
Ede North,Egbedore,9.61,0
Ede North,Ede South,10.48,0
Ede North,Osogbo,16.28,0
Ede South,Ife Central,21.66,0
Ede South,Egbedore,15.39,0
Egbedore,Orolu,18.03,0
Ejigbo,Ogo Oluwa,18.99,0
Ejigbo,Orolu,25.19,0
Ejigbo,Egbedore,19.24,0
Ife Central,Ife East,24.05,0
Ife Central,Atakunmosa West,25.92,0
Ifedayo,Ila,20.74,0
Ife East,Ife South,24.21,0
Ife North,Ife South,46.15,0
Ife North,Ife East,33.61,0
Ila,Ijero,29.72,0
Ilesha East,Ilesha West,7.62,0
Ilesha East,Oriade,22.05,0
Ilesha West,Obokun,29.65,0
Ilesha West,Atakunmosa West,26.24,0
Irewole,Isokan,20.34,0
Irewole,Lagelu,39.22,0
Isokan,Ona-Ara,37.07,0
Iwo,Ola-Oluwa,13.3,0
Iwo,Lagelu,21.23,0
Obokun,Boripe,23.7,0
Obokun,Ilesha East,30.51,0
Odo-Otin,Boripe,21.04,0
Ola-Oluwa,Aiyedire,21.31,0
Ola-Oluwa,Ejigbo,26.38,0
Olorunda,Orolu,31.88,0
Osogbo,Olorunda,18.2,0
Afijio,Oyo East,25.62,0
Afijio,Akinyele,23.91,0
Afijio,Oyo West,33.18,0
Akinyele,Ibadan North,15.69,0
Akinyele,Ibadan North West,21.79,0
Akinyele,Ibadan North East,20.96,0
Atiba,Oyo West,90.04,0
Atiba,Itesiwaju,62.58,0
Atiba,Ori Ire,168.93,0
Atisbo,Saki West,51.91,0
Atisbo,Itesiwaju,66.73,0
Atisbo,Kajola,65.67,0
Egbeda,Ibadan North East,14.24,0
Egbeda,Lagelu,15.82,0
Egbeda,Ibadan North,18.61,0
Ibadan North,Ibadan North East,5.96,0
Ibadan North,Ibadan North West,8.53,0
Ibadan North,Ibadan South East,9.23,0
Ibadan North East,Ibadan South East,7.51,0
Ibadan North East,Ibadan North West,8.48,0
Ibadan North West,Ibadan South West,5.25,0
Ibadan South East,Ibadan South West,8.11,0
Ibadan South East,Ibadan North West,8.02,0
Ibadan South West,Ibadan North,10.2,0
Ibarapa Central,Ibarapa North,34.21,0
Ibarapa East,Ido,40.24,0
Ibarapa East,Odeda,59.39,0
Ibarapa East,Ibarapa Central,37.47,0
Ibarapa North,Ibarapa East,46.69,0
Ido,Ibadan North West,27.32,0
Ido,Akinyele,45.63,0
Irepo,Orelope,32.24,0
Irepo,Olorunsogo,39.35,0
Irepo,Saki East,60.33,0
Iseyin,Oyo West,33.2,0
Iseyin,Kajola,29.5,0
Iseyin,Itesiwaju,33.98,0
Itesiwaju,Kajola,40.04,0
Iwajowa,Kajola,55.75,0
Iwajowa,Ibarapa North,79.27,0
Ogbomosho North,Ogbomosho South,13.46,0
Ogbomosho North,Ori Ire,27.93,0
Ogbomosho North,Ogo Oluwa,27.35,0
Ogbomosho South,Ogo Oluwa,19.95,0
Ogbomosho South,Ejigbo,31.17,0
Ogo Oluwa,Oyo East,37.33,0
Olorunsogo,Orelope,33.67,0
Olorunsogo,Moro,76.42,0
Oluyole,Ibadan South East,22.71,0
Oluyole,Ibadan South West,22.09,0
Oluyole,Ona-Ara,44.52,0
Ona-Ara,Egbeda,37.99,0
Orelope,Saki East,34.11,0
Ori Ire,Ogbomosho South,32.0,0
Oyo East,Ola-Oluwa,32.21,0
Oyo West,Oyo East,39.12,0
Saki East,Saki West,43.1,0
Saki East,Atisbo,62.66,0
Saki West,Itesiwaju,100.2,0
Barkin Ladi,Jos South,31.91,0
Barkin Ladi,Riyom,33.9,0
Barkin Ladi,Camp(9),42.26,0
Bokkos,Mangu,54.55,0
Bokkos,Barkin Ladi,57.58,0
Jos East,Camp(9),38.03,0
Jos East,Jos North,37.5,0
Jos East,Jos South,49.89,0
Jos North,Camp(9),12.85,0
Jos North,Jos South,22.64,0
Jos South,Camp(9),14.39,0
Kanam,Wase,67.03,0
Kanam,Kanke,72.58,0
Kanke,Pankshin,35.85,0
Kanke,Langtang North,47.98,0
Langtang North,Mikang,41.56,0
Langtang North,Wase,72.05,0
Langtang South,Shendam,67.81,0
Langtang South,Ibi,93.22,0
Langtang South,Langtang North,59.65,0
Mangu,Pankshin,37.24,0
Mangu,Barkin Ladi,50.53,0
Mikang,Shendam,36.44,0
Mikang,Pankshin,105.04,0
Qua'An Pan,Shendam,79.58,0
Qua'An Pan,Wamba,115.52,0
Qua'An Pan,Mikang,88.23,0
Riyom,Jos South,37.17,0
Wase,Langtang South,115.99,0
Abua - Odual,Ahoada West,49.44,0
Abua - Odual,Ahoada East,30.73,0
Ahoada East,Emuoha,24.35,0
Ahoada East,Ahoada West,19.93,0
Ahoada West,Emuoha,39.62,0
Akuku Toru,Degema,54.0,0
Akuku Toru,Asari-Toru,52.11,0
Andoni,Opobo - Nkoro,28.11,0
Andoni,Khana,35.39,0
Andoni,Gokana,47.14,0
Asari-Toru,Port-Harcourt,46.72,0
Asari-Toru,Degema,30.99,0
Asari-Toru,Obio/Akpor,38.62,0
Bonny,Ogu - Bolo,63.55,0
Bonny,Gokana,53.37,0
Bonny,Andoni,41.47,0
Degema,Okrika,91.94,0
Degema,Port-Harcourt,76.95,0
Eleme,Ogu - Bolo,23.98,0
Eleme,Okrika,15.58,0
Eleme,Tai,15.6,0
Emuoha,Ikwerre,23.93,0
Etche,Omumma,22.03,0
Etche,Ukwa West,29.23,0
Etche,Oyigbo,38.25,0
Gokana,Ogu - Bolo,12.37,0
Gokana,Tai,15.98,0
Gokana,Khana,19.4,0
Ikwerre,Etche,43.85,0
Ikwerre,Ahoada East,31.56,0
Khana,Opobo - Nkoro,28.43,0
Obio/Akpor,Port-Harcourt,16.7,0
Obio/Akpor,Oyigbo,15.67,0
Obio/Akpor,Eleme,23.05,0
Ogba - Egbema - Ndoni,Oguta,43.05,0
Ogu - Bolo,Tai,19.93,0
Okrika,Port-Harcourt,28.03,0
Okrika,Ogu - Bolo,36.19,0
Omumma,Aba South,18.8,0
Omumma,Ugwunagbo,24.02,0
Oyigbo,Eleme,25.72,0
Oyigbo,Port-Harcourt,24.12,0
Port-Harcourt,Eleme,25.63,0
Binji,Silame,50.55,0
Binji,Tangaza,49.22,0
Binji,Augie,76.12,0
Bodinga,Wamakko,40.99,0
Bodinga,Sokoto South,35.43,0
Bodinga,Dange Shuni,35.15,0
Dange Shuni,Sokoto South,37.92,0
Dange Shuni,Sokoto North,40.23,0
Gada,Goronyo,59.81,0
Gada,Illela,68.07,0
Gada,Gwadabawa,66.98,0
Goronyo,Wurno,70.13,0
Goronyo,Rabah,136.82,0
Gudu,Binji,120.97,0
Gudu,Tangaza,95.77,0
Gudu,Augie,161.99,0
Gwadabawa,Wurno,31.76,0
Gwadabawa,Illela,39.14,0
Gwadabawa,Kware,52.61,0
Illela,Tangaza,113.39,0
Isa,Shinkafi,32.9,0
Isa,Sabon Birni,50.27,0
Isa,Zurmi,116.6,0
Kebbe,Gummi,78.58,0
Kware,Sokoto North,16.25,0
Kware,Sokoto South,18.08,0
Kware,Wurno,33.05,0
Rabah,Wurno,76.44,0
Rabah,Dange Shuni,136.28,0
Sabon Birni,Goronyo,67.8,0
Sabon Birni,Shinkafi,77.89,0
Shagari,Tambuwal,28.28,0
Shagari,Yabo,39.16,0
Shagari,Bodinga,51.11,0
Silame,Yabo,37.33,0
Sokoto North,Sokoto South,9.17,0
Sokoto North,Wamakko,19.56,0
Sokoto South,Wamakko,20.31,0
Tambuwal,Yabo,53.45,0
Tangaza,Gwadabawa,85.28,0
Tureta,Dange Shuni,65.41,0
Tureta,Bakura,66.38,0
Tureta,Birnin Magaji,156.19,0
Wamakko,Kware,35.02,0
Wurno,Sokoto South,41.7,0
Yabo,Bodinga,37.69,0
Ardo-Kola,Jalingo,31.12,0
Ardo-Kola,Yorro,91.56,0
Ardo-Kola,Karim-Lamido,133.51,0
Bali,Gassol,141.29,0
Bali,Gashaka,128.49,0
Bali,Ardo-Kola,129.52,0
Donga,Wukari,46.53,0
Donga,Takum,76.14,0
Donga,Ukum,91.39,0
Gashaka,Sardauna,102.62,0
Gashaka,Kurmi,240.68,0
Gassol,Langtang South,228.58,0
Gassol,Wase,307.03,0
Ibi,Wukari,36.57,0
Ibi,Awe,97.94,0
Jalingo,Yorro,71.09,0
Jalingo,Lau,42.59,0
Karim-Lamido,Jalingo,114.03,0
Karim-Lamido,Lau,91.06,0
Kurmi,Sardauna,333.52,0
Kurmi,Ussa,129.18,0
Lau,Yorro,52.24,0
Lau,Zing,64.49,0
Sardauna,Ussa,355.89,0
Takum,Ussa,22.97,0
Ussa,Katsina-Ala,74.98,0
Ussa,Donga,98.33,0
Yorro,Zing,32.48,0
Zing,Jalingo,83.38,0
Bursari,Jakusko,13.48,0
Bursari,Guri,146.99,0
Bursari,Gamawa,71.77,0
Damaturu,Gujba,51.89,0
Damaturu,Tarmua,65.68,0
Damaturu,Fune,71.15,0
Fika,Potiskum,51.47,0
Fika,Funakaye,62.58,0
Fune,Nangere,60.34,0
Fune,Potiskum,91.24,0
Fune,Tarmua,140.76,0
Geidam,Yunusari,31.93,0
Geidam,Tarmua,238.68,0
Geidam,Mobbar,124.12,0
Gujba,Gulani,94.47,0
Gujba,Fika,197.6,0
Gulani,Bayo,66.45,0
Jakusko,Guri,134.46,0
Karasuwa,Yusufari,72.93,0
Karasuwa,Nguru,36.47,0
Karasuwa,Guri,49.08,0
Machina,Nguru,51.42,0
Machina,Yusufari,68.36,0
Nangere,Potiskum,11.48,0
Nguru,Yusufari,36.27,0
Yunusari,Tarmua,268.68,0
Yunusari,Mobbar,155.79,0
Yusufari,Guri,73.25,0
Anka,Camp(10),28.9,0
Anka,Bukkuyum,69.96,0
Anka,Talata Mafara,62.39,0
Bakura,Talata Mafara,49.18,0
Bakura,Camp(10),49.82,0
Birnin Magaji,Gummi,46.98,0
Birnin Magaji,Bukkuyum,55.34,0
Bukkuyum,Camp(10),70.02,0
Bungudu,Gusau,37.44,0
Bungudu,Maru,86.24,0
Bungudu,Tsafe,93.16,0
Gummi,Tambuwal,63.28,0
Gusau,Kaura Namoda,38.98,0
Gusau,Tsafe,60.47,0
Kaura Namoda,Maradun,75.26,0
Kaura Namoda,Zurmi,62.35,0
Maradun,Shinkafi,64.73,0
Maradun,Talata Mafara,60.93,0
Maru,Anka,65.66,0
Maru,Tsafe,95.58,0
Shinkafi,Zurmi,124.38,0
Talata Mafara,Camp(10),53.52,0
Zurmi,Maradun,91.21,0
Camp(4),Camp(8),52.5,0
Camp(5),Konduga,72.92,0
Camp(6),Marte,53.39,0
Camp(6),Camp(3),62.66,0
Camp(11),Camp(14),48.72,0
